BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD 
766 Hedensted;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2020 2020;55
766 Hedensted;TOT Total;TOT Total;TOT Age, total;TOT Total;2020 2020;31635
773 Morsø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2020 2020;505
773 Morsø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2020 2020;1521
773 Morsø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2020 2020;71
773 Morsø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2020 2020;362
773 Morsø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2020 2020;22
773 Morsø;TOT Total;TOT Total;TOT Age, total;TOT Total;2020 2020;13217
779 Skive;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2020 2020;1513
779 Skive;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2020 2020;4385
779 Skive;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2020 2020;155
779 Skive;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2020 2020;1071
779 Skive;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2020 2020;44
779 Skive;TOT Total;TOT Total;TOT Age, total;TOT Total;2020 2020;30597
787 Thisted;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2020 2020;1243
787 Thisted;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2020 2020;3641
787 Thisted;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2020 2020;166
787 Thisted;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2020 2020;1172
787 Thisted;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2020 2020;49
787 Thisted;TOT Total;TOT Total;TOT Age, total;TOT Total;2020 2020;28812
791 Viborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2020 2020;3567
791 Viborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2020 2020;10238
791 Viborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2020 2020;507
791 Viborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2020 2020;4198
791 Viborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2020 2020;352
791 Viborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2020 2020;65173
810 Brønderslev;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2020 2020;1077
810 Brønderslev;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2020 2020;3580
810 Brønderslev;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2020 2020;179
810 Brønderslev;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2020 2020;1164
810 Brønderslev;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2020 2020;60
810 Brønderslev;TOT Total;TOT Total;TOT Age, total;TOT Total;2020 2020;23855
813 Frederikshavn;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2020 2020;1801
813 Frederikshavn;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2020 2020;5042
813 Frederikshavn;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2020 2020;245
813 Frederikshavn;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2020 2020;1254
813 Frederikshavn;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2020 2020;65
813 Frederikshavn;TOT Total;TOT Total;TOT Age, total;TOT Total;2020 2020;38866
820 Vesthimmerlands;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2020 2020;1069
820 Vesthimmerlands;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2020 2020;3065
820 Vesthimmerlands;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2020 2020;101
820 Vesthimmerlands;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2020 2020;829
820 Vesthimmerlands;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2020 2020;29
820 Vesthimmerlands;TOT Total;TOT Total;TOT Age, total;TOT Total;2020 2020;24204
825 Læsø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2020 2020;24
825 Læsø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2020 2020;139
825 Læsø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2020 2020;8
825 Læsø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2020 2020;30
825 Læsø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2020 2020;1
825 Læsø;TOT Total;TOT Total;TOT Age, total;TOT Total;2020 2020;1056
840 Rebild;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2020 2020;1066
840 Rebild;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2020 2020;3130
840 Rebild;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2020 2020;232
840 Rebild;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2020 2020;1921
840 Rebild;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2020 2020;177
840 Rebild;TOT Total;TOT Total;TOT Age, total;TOT Total;2020 2020;20103
846 Mariagerfjord;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2020 2020;1379
846 Mariagerfjord;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2020 2020;3891
846 Mariagerfjord;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2020 2020;231
846 Mariagerfjord;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2020 2020;1278
846 Mariagerfjord;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2020 2020;75
846 Mariagerfjord;TOT Total;TOT Total;TOT Age, total;TOT Total;2020 2020;28082
849 Jammerbugt;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2020 2020;1097
849 Jammerbugt;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2020 2020;3272
849 Jammerbugt;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2020 2020;211
849 Jammerbugt;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2020 2020;1121
849 Jammerbugt;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2020 2020;52
849 Jammerbugt;TOT Total;TOT Total;TOT Age, total;TOT Total;2020 2020;25210
851 Aalborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2020 2020;7707
851 Aalborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2020 2020;24271
851 Aalborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2020 2020;6357
851 Aalborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2020 2020;18072
851 Aalborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2020 2020;1491
851 Aalborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2020 2020;157593
860 Hjørring;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2020 2020;1760
860 Hjørring;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2020 2020;6601
860 Hjørring;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2020 2020;276
860 Hjørring;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2020 2020;1661
860 Hjørring;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2020 2020;87
860 Hjørring;TOT Total;TOT Total;TOT Age, total;TOT Total;2020 2020;43042
000 All Denmark;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;207457
000 All Denmark;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;629035
000 All Denmark;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;104327
000 All Denmark;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;449840
000 All Denmark;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;41473
000 All Denmark;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;4050662
101 Copenhagen;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;22387
101 Copenhagen;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;78394
101 Copenhagen;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;34957
101 Copenhagen;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;118374
101 Copenhagen;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;10630
101 Copenhagen;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;501212
147 Frederiksberg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;3289
147 Frederiksberg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;11729
147 Frederiksberg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;5079
147 Frederiksberg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;20643
147 Frederiksberg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;1869
147 Frederiksberg;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;74788
151 Ballerup;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1735
151 Ballerup;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;4842
151 Ballerup;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;516
151 Ballerup;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;3436
151 Ballerup;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;446
151 Ballerup;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;32780
153 Brøndby;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1252
153 Brøndby;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;3057
153 Brøndby;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;327
153 Brøndby;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1620
153 Brøndby;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;111
153 Brøndby;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;24328
155 Dragør;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;591
155 Dragør;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;1484
155 Dragør;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;185
155 Dragør;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1370
155 Dragør;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;106
155 Dragør;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;9074
157 Gentofte;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;2368
157 Gentofte;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;7693
157 Gentofte;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;1791
157 Gentofte;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;14242
157 Gentofte;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;1604
157 Gentofte;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;48978
159 Gladsaxe;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;2417
159 Gladsaxe;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;7908
159 Gladsaxe;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;1268
159 Gladsaxe;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;7939
159 Gladsaxe;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;1153
159 Gladsaxe;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;47649
161 Glostrup;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;937
161 Glostrup;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;2448
161 Glostrup;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;291
161 Glostrup;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1515
161 Glostrup;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;127
161 Glostrup;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;16317
163 Herlev;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1035
163 Herlev;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;3008
163 Herlev;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;293
163 Herlev;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1941
163 Herlev;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;260
163 Herlev;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;19587
165 Albertslund;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;910
165 Albertslund;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;2768
165 Albertslund;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;379
165 Albertslund;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1373
165 Albertslund;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;108
165 Albertslund;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;18664
167 Hvidovre;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;2018
167 Hvidovre;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;5160
167 Hvidovre;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;803
167 Hvidovre;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;3769
167 Hvidovre;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;310
167 Hvidovre;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;36515
169 Høje-Taastrup;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;2221
169 Høje-Taastrup;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;4916
169 Høje-Taastrup;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;569
169 Høje-Taastrup;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;3050
169 Høje-Taastrup;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;257
169 Høje-Taastrup;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;36379
173 Lyngby-Taarbæk;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1675
173 Lyngby-Taarbæk;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;6634
173 Lyngby-Taarbæk;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;2000
173 Lyngby-Taarbæk;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;9926
173 Lyngby-Taarbæk;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;1474
173 Lyngby-Taarbæk;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;39602
175 Rødovre;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1462
175 Rødovre;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;4394
175 Rødovre;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;553
175 Rødovre;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;3117
175 Rødovre;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;295
175 Rødovre;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;28185
183 Ishøj;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;813
183 Ishøj;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;1953
183 Ishøj;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;222
183 Ishøj;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1067
183 Ishøj;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;87
183 Ishøj;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;16064
185 Tårnby;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1569
185 Tårnby;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;3702
185 Tårnby;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;455
185 Tårnby;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;2492
185 Tårnby;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;192
185 Tårnby;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;28727
187 Vallensbæk;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;734
187 Vallensbæk;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;1694
187 Vallensbæk;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;203
187 Vallensbæk;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1240
187 Vallensbæk;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;101
187 Vallensbæk;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;10643
190 Furesø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1404
190 Furesø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;4667
190 Furesø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;500
190 Furesø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;5642
190 Furesø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;892
190 Furesø;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;26290
201 Allerød;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1032
201 Allerød;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;2935
201 Allerød;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;343
201 Allerød;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;3277
201 Allerød;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;444
201 Allerød;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;16538
210 Fredensborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1427
210 Fredensborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;4403
210 Fredensborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;602
210 Fredensborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;3979
210 Fredensborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;427
210 Fredensborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;26682
217 Helsingør;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;2225
217 Helsingør;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;7070
217 Helsingør;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;712
217 Helsingør;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;4390
217 Helsingør;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;355
217 Helsingør;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;41605
219 Hillerød;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;2118
219 Hillerød;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;6470
219 Hillerød;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;556
219 Hillerød;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;4405
219 Hillerød;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;479
219 Hillerød;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;36044
223 Hørsholm;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;856
223 Hørsholm;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;2437
223 Hørsholm;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;382
223 Hørsholm;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;3417
223 Hørsholm;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;320
223 Hørsholm;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;15042
230 Rudersdal;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1643
230 Rudersdal;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;5712
230 Rudersdal;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;1246
230 Rudersdal;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;9786
230 Rudersdal;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;1312
230 Rudersdal;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;36428
240 Egedal;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;2001
240 Egedal;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;4777
240 Egedal;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;444
240 Egedal;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;3122
240 Egedal;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;382
240 Egedal;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;29284
250 Frederikssund;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1765
250 Frederikssund;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;4717
250 Frederikssund;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;320
250 Frederikssund;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;2012
250 Frederikssund;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;168
250 Frederikssund;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;30422
253 Greve;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;2084
253 Greve;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;4622
253 Greve;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;451
253 Greve;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;2809
253 Greve;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;195
253 Greve;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;33242
259 Køge;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;2483
259 Køge;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;5951
259 Køge;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;544
259 Køge;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;3005
259 Køge;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;214
259 Køge;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;41928
260 Halsnæs;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;971
260 Halsnæs;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;2999
260 Halsnæs;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;177
260 Halsnæs;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1026
260 Halsnæs;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;94
260 Halsnæs;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;20759
265 Roskilde;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;3644
265 Roskilde;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;10179
265 Roskilde;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;1313
265 Roskilde;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;7938
265 Roskilde;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;897
265 Roskilde;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;61028
269 Solrød;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1094
269 Solrød;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;2296
269 Solrød;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;216
269 Solrød;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1548
269 Solrød;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;101
269 Solrød;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;15426
270 Gribskov;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;1364
270 Gribskov;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;4283
270 Gribskov;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2021 2021;327
270 Gribskov;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2021 2021;1864
270 Gribskov;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2021 2021;167
270 Gribskov;TOT Total;TOT Total;TOT Age, total;TOT Total;2021 2021;26871
306 Odsherred;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2021 2021;814
306 Odsherred;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2021 2021;2701
