ULLIG;KOMMUNEDK;TID;INDHOLD 
73 P90/10 (Upper decile boundary divided by lower);269 Solrød;2023 2023;3.05
73 P90/10 (Upper decile boundary divided by lower);270 Gribskov;2023 2023;2.95
73 P90/10 (Upper decile boundary divided by lower);306 Odsherred;2023 2023;2.67
73 P90/10 (Upper decile boundary divided by lower);316 Holbæk;2023 2023;2.87
73 P90/10 (Upper decile boundary divided by lower);320 Faxe;2023 2023;2.73
73 P90/10 (Upper decile boundary divided by lower);326 Kalundborg;2023 2023;2.87
73 P90/10 (Upper decile boundary divided by lower);329 Ringsted;2023 2023;2.86
73 P90/10 (Upper decile boundary divided by lower);330 Slagelse;2023 2023;2.90
73 P90/10 (Upper decile boundary divided by lower);336 Stevns;2023 2023;2.74
73 P90/10 (Upper decile boundary divided by lower);340 Sorø;2023 2023;2.81
73 P90/10 (Upper decile boundary divided by lower);350 Lejre;2023 2023;2.80
73 P90/10 (Upper decile boundary divided by lower);360 Lolland;2023 2023;2.61
73 P90/10 (Upper decile boundary divided by lower);370 Næstved;2023 2023;2.85
73 P90/10 (Upper decile boundary divided by lower);376 Guldborgsund;2023 2023;2.75
73 P90/10 (Upper decile boundary divided by lower);390 Vordingborg;2023 2023;2.80
73 P90/10 (Upper decile boundary divided by lower);400 Bornholm;2023 2023;2.51
73 P90/10 (Upper decile boundary divided by lower);410 Middelfart;2023 2023;2.76
73 P90/10 (Upper decile boundary divided by lower);420 Assens;2023 2023;2.59
73 P90/10 (Upper decile boundary divided by lower);430 Faaborg-Midtfyn;2023 2023;2.60
73 P90/10 (Upper decile boundary divided by lower);440 Kerteminde;2023 2023;2.70
73 P90/10 (Upper decile boundary divided by lower);450 Nyborg;2023 2023;2.66
73 P90/10 (Upper decile boundary divided by lower);461 Odense;2023 2023;3.51
73 P90/10 (Upper decile boundary divided by lower);479 Svendborg;2023 2023;3.01
73 P90/10 (Upper decile boundary divided by lower);480 Nordfyns;2023 2023;2.63
73 P90/10 (Upper decile boundary divided by lower);482 Langeland;2023 2023;2.58
73 P90/10 (Upper decile boundary divided by lower);492 Ærø;2023 2023;3.03
73 P90/10 (Upper decile boundary divided by lower);510 Haderslev;2023 2023;2.71
73 P90/10 (Upper decile boundary divided by lower);530 Billund;2023 2023;2.75
73 P90/10 (Upper decile boundary divided by lower);540 Sønderborg;2023 2023;2.83
73 P90/10 (Upper decile boundary divided by lower);550 Tønder;2023 2023;2.74
73 P90/10 (Upper decile boundary divided by lower);561 Esbjerg;2023 2023;2.84
73 P90/10 (Upper decile boundary divided by lower);563 Fanø;2023 2023;2.76
73 P90/10 (Upper decile boundary divided by lower);573 Varde;2023 2023;2.64
73 P90/10 (Upper decile boundary divided by lower);575 Vejen;2023 2023;2.62
73 P90/10 (Upper decile boundary divided by lower);580 Aabenraa;2023 2023;2.77
73 P90/10 (Upper decile boundary divided by lower);607 Fredericia;2023 2023;2.93
73 P90/10 (Upper decile boundary divided by lower);615 Horsens;2023 2023;2.80
73 P90/10 (Upper decile boundary divided by lower);621 Kolding;2023 2023;2.96
73 P90/10 (Upper decile boundary divided by lower);630 Vejle;2023 2023;2.93
73 P90/10 (Upper decile boundary divided by lower);657 Herning;2023 2023;2.75
73 P90/10 (Upper decile boundary divided by lower);661 Holstebro;2023 2023;2.75
73 P90/10 (Upper decile boundary divided by lower);665 Lemvig;2023 2023;2.71
73 P90/10 (Upper decile boundary divided by lower);671 Struer;2023 2023;2.64
73 P90/10 (Upper decile boundary divided by lower);706 Syddjurs;2023 2023;2.73
73 P90/10 (Upper decile boundary divided by lower);707 Norddjurs;2023 2023;2.68
73 P90/10 (Upper decile boundary divided by lower);710 Favrskov;2023 2023;2.64
73 P90/10 (Upper decile boundary divided by lower);727 Odder;2023 2023;2.71
73 P90/10 (Upper decile boundary divided by lower);730 Randers;2023 2023;2.82
73 P90/10 (Upper decile boundary divided by lower);740 Silkeborg;2023 2023;2.84
73 P90/10 (Upper decile boundary divided by lower);741 Samsø;2023 2023;2.75
73 P90/10 (Upper decile boundary divided by lower);746 Skanderborg;2023 2023;2.75
73 P90/10 (Upper decile boundary divided by lower);751 Aarhus;2023 2023;4.19
73 P90/10 (Upper decile boundary divided by lower);756 Ikast-Brande;2023 2023;2.69
73 P90/10 (Upper decile boundary divided by lower);760 Ringkøbing-Skjern;2023 2023;2.65
73 P90/10 (Upper decile boundary divided by lower);766 Hedensted;2023 2023;2.58
73 P90/10 (Upper decile boundary divided by lower);773 Morsø;2023 2023;2.56
73 P90/10 (Upper decile boundary divided by lower);779 Skive;2023 2023;2.60
73 P90/10 (Upper decile boundary divided by lower);787 Thisted;2023 2023;2.65
73 P90/10 (Upper decile boundary divided by lower);791 Viborg;2023 2023;2.75
73 P90/10 (Upper decile boundary divided by lower);810 Brønderslev;2023 2023;2.62
73 P90/10 (Upper decile boundary divided by lower);813 Frederikshavn;2023 2023;2.67
73 P90/10 (Upper decile boundary divided by lower);820 Vesthimmerlands;2023 2023;2.61
73 P90/10 (Upper decile boundary divided by lower);825 Læsø;2023 2023;2.49
73 P90/10 (Upper decile boundary divided by lower);840 Rebild;2023 2023;2.67
73 P90/10 (Upper decile boundary divided by lower);846 Mariagerfjord;2023 2023;2.70
73 P90/10 (Upper decile boundary divided by lower);849 Jammerbugt;2023 2023;2.61
73 P90/10 (Upper decile boundary divided by lower);851 Aalborg;2023 2023;3.40
73 P90/10 (Upper decile boundary divided by lower);860 Hjørring;2023 2023;2.68
73 P90/10 (Upper decile boundary divided by lower);575 Vejen;1990 1990;2.26
73 P90/10 (Upper decile boundary divided by lower);580 Aabenraa;1990 1990;2.37
73 P90/10 (Upper decile boundary divided by lower);607 Fredericia;1990 1990;2.21
73 P90/10 (Upper decile boundary divided by lower);615 Horsens;1990 1990;2.36
73 P90/10 (Upper decile boundary divided by lower);621 Kolding;1990 1990;2.33
73 P90/10 (Upper decile boundary divided by lower);630 Vejle;1990 1990;2.38
73 P90/10 (Upper decile boundary divided by lower);657 Herning;1990 1990;2.40
73 P90/10 (Upper decile boundary divided by lower);661 Holstebro;1990 1990;2.40
73 P90/10 (Upper decile boundary divided by lower);665 Lemvig;1990 1990;2.45
73 P90/10 (Upper decile boundary divided by lower);671 Struer;1990 1990;2.22
73 P90/10 (Upper decile boundary divided by lower);706 Syddjurs;1990 1990;2.35
73 P90/10 (Upper decile boundary divided by lower);707 Norddjurs;1990 1990;2.34
73 P90/10 (Upper decile boundary divided by lower);710 Favrskov;1990 1990;2.19
73 P90/10 (Upper decile boundary divided by lower);727 Odder;1990 1990;2.26
73 P90/10 (Upper decile boundary divided by lower);730 Randers;1990 1990;2.30
73 P90/10 (Upper decile boundary divided by lower);740 Silkeborg;1990 1990;2.33
73 P90/10 (Upper decile boundary divided by lower);741 Samsø;1990 1990;2.33
73 P90/10 (Upper decile boundary divided by lower);746 Skanderborg;1990 1990;2.27
73 P90/10 (Upper decile boundary divided by lower);751 Aarhus;1990 1990;2.71
73 P90/10 (Upper decile boundary divided by lower);756 Ikast-Brande;1990 1990;2.32
73 P90/10 (Upper decile boundary divided by lower);760 Ringkøbing-Skjern;1990 1990;2.37
73 P90/10 (Upper decile boundary divided by lower);766 Hedensted;1990 1990;2.24
73 P90/10 (Upper decile boundary divided by lower);773 Morsø;1990 1990;2.28
73 P90/10 (Upper decile boundary divided by lower);779 Skive;1990 1990;2.29
73 P90/10 (Upper decile boundary divided by lower);787 Thisted;1990 1990;2.33
73 P90/10 (Upper decile boundary divided by lower);791 Viborg;1990 1990;2.29
73 P90/10 (Upper decile boundary divided by lower);810 Brønderslev;1990 1990;2.26
73 P90/10 (Upper decile boundary divided by lower);813 Frederikshavn;1990 1990;2.30
73 P90/10 (Upper decile boundary divided by lower);820 Vesthimmerlands;1990 1990;2.39
73 P90/10 (Upper decile boundary divided by lower);825 Læsø;1990 1990;2.54
73 P90/10 (Upper decile boundary divided by lower);840 Rebild;1990 1990;2.33
73 P90/10 (Upper decile boundary divided by lower);846 Mariagerfjord;1990 1990;2.33
73 P90/10 (Upper decile boundary divided by lower);849 Jammerbugt;1990 1990;2.29
73 P90/10 (Upper decile boundary divided by lower);851 Aalborg;1990 1990;2.43
73 P90/10 (Upper decile boundary divided by lower);860 Hjørring;1990 1990;2.36
70 Gini coefficient;000 All Denmark;1990 1990;22.16
70 Gini coefficient;101 Copenhagen;1990 1990;23.44
70 Gini coefficient;147 Frederiksberg;1990 1990;26.15
70 Gini coefficient;151 Ballerup;1990 1990;18.80
70 Gini coefficient;153 Brøndby;1990 1990;18.76
70 Gini coefficient;155 Dragør;1990 1990;20.88
70 Gini coefficient;157 Gentofte;1990 1990;33.23
70 Gini coefficient;159 Gladsaxe;1990 1990;21.37
70 Gini coefficient;161 Glostrup;1990 1990;19.34
70 Gini coefficient;163 Herlev;1990 1990;20.04
70 Gini coefficient;165 Albertslund;1990 1990;19.99
70 Gini coefficient;167 Hvidovre;1990 1990;19.71
70 Gini coefficient;169 Høje-Taastrup;1990 1990;19.51
70 Gini coefficient;173 Lyngby-Taarbæk;1990 1990;25.82
70 Gini coefficient;175 Rødovre;1990 1990;18.55
70 Gini coefficient;183 Ishøj;1990 1990;19.04
70 Gini coefficient;185 Tårnby;1990 1990;17.93
70 Gini coefficient;187 Vallensbæk;1990 1990;17.39
70 Gini coefficient;190 Furesø;1990 1990;22.77
70 Gini coefficient;201 Allerød;1990 1990;20.48
70 Gini coefficient;210 Fredensborg;1990 1990;22.59
70 Gini coefficient;217 Helsingør;1990 1990;22.36
70 Gini coefficient;219 Hillerød;1990 1990;21.30
70 Gini coefficient;223 Hørsholm;1990 1990;33.24
70 Gini coefficient;230 Rudersdal;1990 1990;31.07
70 Gini coefficient;240 Egedal;1990 1990;18.48
70 Gini coefficient;250 Frederikssund;1990 1990;19.57
70 Gini coefficient;253 Greve;1990 1990;19.74
70 Gini coefficient;259 Køge;1990 1990;19.72
70 Gini coefficient;260 Halsnæs;1990 1990;18.72
70 Gini coefficient;265 Roskilde;1990 1990;21.79
70 Gini coefficient;269 Solrød;1990 1990;18.85
70 Gini coefficient;270 Gribskov;1990 1990;21.06
70 Gini coefficient;306 Odsherred;1990 1990;20.11
70 Gini coefficient;316 Holbæk;1990 1990;20.45
70 Gini coefficient;320 Faxe;1990 1990;20.91
70 Gini coefficient;326 Kalundborg;1990 1990;20.09
70 Gini coefficient;329 Ringsted;1990 1990;20.74
70 Gini coefficient;330 Slagelse;1990 1990;22.07
70 Gini coefficient;336 Stevns;1990 1990;20.19
70 Gini coefficient;340 Sorø;1990 1990;20.46
70 Gini coefficient;350 Lejre;1990 1990;18.78
70 Gini coefficient;360 Lolland;1990 1990;19.31
70 Gini coefficient;370 Næstved;1990 1990;20.22
70 Gini coefficient;376 Guldborgsund;1990 1990;20.27
70 Gini coefficient;390 Vordingborg;1990 1990;21.17
70 Gini coefficient;400 Bornholm;1990 1990;21.29
70 Gini coefficient;410 Middelfart;1990 1990;19.71
70 Gini coefficient;420 Assens;1990 1990;19.88
70 Gini coefficient;430 Faaborg-Midtfyn;1990 1990;19.62
70 Gini coefficient;440 Kerteminde;1990 1990;18.96
70 Gini coefficient;450 Nyborg;1990 1990;19.61
70 Gini coefficient;461 Odense;1990 1990;21.35
70 Gini coefficient;479 Svendborg;1990 1990;20.89
70 Gini coefficient;480 Nordfyns;1990 1990;19.27
70 Gini coefficient;482 Langeland;1990 1990;20.43
70 Gini coefficient;492 Ærø;1990 1990;22.43
70 Gini coefficient;510 Haderslev;1990 1990;20.20
70 Gini coefficient;530 Billund;1990 1990;20.76
70 Gini coefficient;540 Sønderborg;1990 1990;20.46
70 Gini coefficient;550 Tønder;1990 1990;20.47
70 Gini coefficient;561 Esbjerg;1990 1990;20.80
70 Gini coefficient;563 Fanø;1990 1990;20.10
70 Gini coefficient;573 Varde;1990 1990;20.06
70 Gini coefficient;575 Vejen;1990 1990;19.88
70 Gini coefficient;580 Aabenraa;1990 1990;20.83
70 Gini coefficient;607 Fredericia;1990 1990;19.27
70 Gini coefficient;615 Horsens;1990 1990;20.44
70 Gini coefficient;621 Kolding;1990 1990;21.49
70 Gini coefficient;630 Vejle;1990 1990;21.91
70 Gini coefficient;657 Herning;1990 1990;21.40
70 Gini coefficient;661 Holstebro;1990 1990;21.39
70 Gini coefficient;665 Lemvig;1990 1990;22.36
70 Gini coefficient;671 Struer;1990 1990;19.81
70 Gini coefficient;706 Syddjurs;1990 1990;23.30
70 Gini coefficient;707 Norddjurs;1990 1990;23.43
70 Gini coefficient;710 Favrskov;1990 1990;19.12
70 Gini coefficient;727 Odder;1990 1990;19.91
70 Gini coefficient;730 Randers;1990 1990;20.39
70 Gini coefficient;740 Silkeborg;1990 1990;21.11
70 Gini coefficient;741 Samsø;1990 1990;20.35
70 Gini coefficient;746 Skanderborg;1990 1990;19.78
70 Gini coefficient;751 Aarhus;1990 1990;23.10
70 Gini coefficient;756 Ikast-Brande;1990 1990;21.29
70 Gini coefficient;760 Ringkøbing-Skjern;1990 1990;21.30
70 Gini coefficient;766 Hedensted;1990 1990;19.64
70 Gini coefficient;773 Morsø;1990 1990;20.06
70 Gini coefficient;779 Skive;1990 1990;20.11
70 Gini coefficient;787 Thisted;1990 1990;20.68
70 Gini coefficient;791 Viborg;1990 1990;20.09
70 Gini coefficient;810 Brønderslev;1990 1990;19.75
70 Gini coefficient;813 Frederikshavn;1990 1990;20.88
70 Gini coefficient;820 Vesthimmerlands;1990 1990;21.31
70 Gini coefficient;825 Læsø;1990 1990;22.61
70 Gini coefficient;840 Rebild;1990 1990;20.67
70 Gini coefficient;846 Mariagerfjord;1990 1990;21.23
70 Gini coefficient;849 Jammerbugt;1990 1990;20.78
70 Gini coefficient;851 Aalborg;1990 1990;21.10
70 Gini coefficient;860 Hjørring;1990 1990;21.74
71 Hoover index;000 All Denmark;1990 1990;15.04
71 Hoover index;101 Copenhagen;1990 1990;16.34
71 Hoover index;147 Frederiksberg;1990 1990;18.00
71 Hoover index;151 Ballerup;1990 1990;13.02
71 Hoover index;153 Brøndby;1990 1990;13.01
71 Hoover index;155 Dragør;1990 1990;14.21
71 Hoover index;157 Gentofte;1990 1990;21.84
71 Hoover index;159 Gladsaxe;1990 1990;14.68
71 Hoover index;161 Glostrup;1990 1990;13.47
71 Hoover index;163 Herlev;1990 1990;13.88
71 Hoover index;165 Albertslund;1990 1990;13.82
71 Hoover index;167 Hvidovre;1990 1990;13.55
71 Hoover index;169 Høje-Taastrup;1990 1990;13.44
71 Hoover index;173 Lyngby-Taarbæk;1990 1990;17.61
71 Hoover index;175 Rødovre;1990 1990;12.88
71 Hoover index;183 Ishøj;1990 1990;13.25
71 Hoover index;185 Tårnby;1990 1990;12.37
71 Hoover index;187 Vallensbæk;1990 1990;11.85
71 Hoover index;190 Furesø;1990 1990;15.54
71 Hoover index;201 Allerød;1990 1990;13.88
71 Hoover index;210 Fredensborg;1990 1990;15.18
71 Hoover index;217 Helsingør;1990 1990;15.29
71 Hoover index;219 Hillerød;1990 1990;14.45
71 Hoover index;223 Hørsholm;1990 1990;21.46
71 Hoover index;230 Rudersdal;1990 1990;20.54
71 Hoover index;240 Egedal;1990 1990;12.52
71 Hoover index;250 Frederikssund;1990 1990;13.34
71 Hoover index;253 Greve;1990 1990;13.45
71 Hoover index;259 Køge;1990 1990;13.57
71 Hoover index;260 Halsnæs;1990 1990;12.79
71 Hoover index;265 Roskilde;1990 1990;14.82
71 Hoover index;269 Solrød;1990 1990;12.76
71 Hoover index;270 Gribskov;1990 1990;14.30
71 Hoover index;306 Odsherred;1990 1990;13.77
71 Hoover index;316 Holbæk;1990 1990;13.98
71 Hoover index;320 Faxe;1990 1990;14.12
71 Hoover index;326 Kalundborg;1990 1990;13.77
71 Hoover index;329 Ringsted;1990 1990;14.11
71 Hoover index;330 Slagelse;1990 1990;14.80
71 Hoover index;336 Stevns;1990 1990;13.86
71 Hoover index;340 Sorø;1990 1990;13.98
71 Hoover index;350 Lejre;1990 1990;12.78
71 Hoover index;360 Lolland;1990 1990;13.23
71 Hoover index;370 Næstved;1990 1990;13.82
71 Hoover index;376 Guldborgsund;1990 1990;13.83
71 Hoover index;390 Vordingborg;1990 1990;14.35
71 Hoover index;400 Bornholm;1990 1990;14.16
71 Hoover index;410 Middelfart;1990 1990;13.32
71 Hoover index;420 Assens;1990 1990;13.46
71 Hoover index;430 Faaborg-Midtfyn;1990 1990;13.35
71 Hoover index;440 Kerteminde;1990 1990;12.86
71 Hoover index;450 Nyborg;1990 1990;13.25
71 Hoover index;461 Odense;1990 1990;14.63
71 Hoover index;479 Svendborg;1990 1990;14.16
71 Hoover index;480 Nordfyns;1990 1990;13.10
71 Hoover index;482 Langeland;1990 1990;13.85
71 Hoover index;492 Ærø;1990 1990;15.13
71 Hoover index;510 Haderslev;1990 1990;13.71
71 Hoover index;530 Billund;1990 1990;13.91
71 Hoover index;540 Sønderborg;1990 1990;13.90
71 Hoover index;550 Tønder;1990 1990;13.90
71 Hoover index;561 Esbjerg;1990 1990;14.09
71 Hoover index;563 Fanø;1990 1990;13.72
71 Hoover index;573 Varde;1990 1990;13.65
71 Hoover index;575 Vejen;1990 1990;13.53
71 Hoover index;580 Aabenraa;1990 1990;14.13
71 Hoover index;607 Fredericia;1990 1990;13.08
71 Hoover index;615 Horsens;1990 1990;13.95
71 Hoover index;621 Kolding;1990 1990;14.46
71 Hoover index;630 Vejle;1990 1990;14.75
71 Hoover index;657 Herning;1990 1990;14.40
71 Hoover index;661 Holstebro;1990 1990;14.38
71 Hoover index;665 Lemvig;1990 1990;14.98
71 Hoover index;671 Struer;1990 1990;13.39
71 Hoover index;706 Syddjurs;1990 1990;15.40
71 Hoover index;707 Norddjurs;1990 1990;15.46
71 Hoover index;710 Favrskov;1990 1990;12.91
71 Hoover index;727 Odder;1990 1990;13.48
71 Hoover index;730 Randers;1990 1990;13.89
71 Hoover index;740 Silkeborg;1990 1990;14.25
71 Hoover index;741 Samsø;1990 1990;13.99
71 Hoover index;746 Skanderborg;1990 1990;13.36
71 Hoover index;751 Aarhus;1990 1990;15.77
71 Hoover index;756 Ikast-Brande;1990 1990;14.26
71 Hoover index;760 Ringkøbing-Skjern;1990 1990;14.34
71 Hoover index;766 Hedensted;1990 1990;13.32
71 Hoover index;773 Morsø;1990 1990;13.65
71 Hoover index;779 Skive;1990 1990;13.67
71 Hoover index;787 Thisted;1990 1990;14.04
71 Hoover index;791 Viborg;1990 1990;13.61
71 Hoover index;810 Brønderslev;1990 1990;13.42
71 Hoover index;813 Frederikshavn;1990 1990;14.02
71 Hoover index;820 Vesthimmerlands;1990 1990;14.39
71 Hoover index;825 Læsø;1990 1990;15.24
71 Hoover index;840 Rebild;1990 1990;14.02
71 Hoover index;846 Mariagerfjord;1990 1990;14.27
71 Hoover index;849 Jammerbugt;1990 1990;14.02
71 Hoover index;851 Aalborg;1990 1990;14.43
71 Hoover index;860 Hjørring;1990 1990;14.57
72 S80/S20 (Income quintile share ratio);000 All Denmark;1990 1990;3.23
72 S80/S20 (Income quintile share ratio);101 Copenhagen;1990 1990;3.47
72 S80/S20 (Income quintile share ratio);147 Frederiksberg;1990 1990;3.99
72 S80/S20 (Income quintile share ratio);151 Ballerup;1990 1990;2.65
72 S80/S20 (Income quintile share ratio);153 Brøndby;1990 1990;2.64
72 S80/S20 (Income quintile share ratio);155 Dragør;1990 1990;3.06
72 S80/S20 (Income quintile share ratio);157 Gentofte;1990 1990;7.12
72 S80/S20 (Income quintile share ratio);159 Gladsaxe;1990 1990;3.14
72 S80/S20 (Income quintile share ratio);161 Glostrup;1990 1990;2.78
72 S80/S20 (Income quintile share ratio);163 Herlev;1990 1990;2.85
72 S80/S20 (Income quintile share ratio);165 Albertslund;1990 1990;2.89
72 S80/S20 (Income quintile share ratio);167 Hvidovre;1990 1990;2.80
72 S80/S20 (Income quintile share ratio);169 Høje-Taastrup;1990 1990;2.81
72 S80/S20 (Income quintile share ratio);173 Lyngby-Taarbæk;1990 1990;3.94
72 S80/S20 (Income quintile share ratio);175 Rødovre;1990 1990;2.62
72 S80/S20 (Income quintile share ratio);183 Ishøj;1990 1990;2.71
72 S80/S20 (Income quintile share ratio);185 Tårnby;1990 1990;2.57
72 S80/S20 (Income quintile share ratio);187 Vallensbæk;1990 1990;2.48
72 S80/S20 (Income quintile share ratio);190 Furesø;1990 1990;3.35
72 S80/S20 (Income quintile share ratio);201 Allerød;1990 1990;2.92
72 S80/S20 (Income quintile share ratio);210 Fredensborg;1990 1990;3.33
72 S80/S20 (Income quintile share ratio);217 Helsingør;1990 1990;3.25
72 S80/S20 (Income quintile share ratio);219 Hillerød;1990 1990;3.14
72 S80/S20 (Income quintile share ratio);223 Hørsholm;1990 1990;7.50
72 S80/S20 (Income quintile share ratio);230 Rudersdal;1990 1990;5.81
72 S80/S20 (Income quintile share ratio);240 Egedal;1990 1990;2.66
72 S80/S20 (Income quintile share ratio);250 Frederikssund;1990 1990;2.81
72 S80/S20 (Income quintile share ratio);253 Greve;1990 1990;2.84
72 S80/S20 (Income quintile share ratio);259 Køge;1990 1990;2.82
72 S80/S20 (Income quintile share ratio);260 Halsnæs;1990 1990;2.66
72 S80/S20 (Income quintile share ratio);265 Roskilde;1990 1990;3.22
72 S80/S20 (Income quintile share ratio);269 Solrød;1990 1990;2.69
72 S80/S20 (Income quintile share ratio);270 Gribskov;1990 1990;3.08
72 S80/S20 (Income quintile share ratio);306 Odsherred;1990 1990;2.89
72 S80/S20 (Income quintile share ratio);316 Holbæk;1990 1990;2.93
72 S80/S20 (Income quintile share ratio);320 Faxe;1990 1990;3.01
72 S80/S20 (Income quintile share ratio);326 Kalundborg;1990 1990;2.86
72 S80/S20 (Income quintile share ratio);329 Ringsted;1990 1990;2.96
72 S80/S20 (Income quintile share ratio);330 Slagelse;1990 1990;3.22
72 S80/S20 (Income quintile share ratio);336 Stevns;1990 1990;2.91
72 S80/S20 (Income quintile share ratio);340 Sorø;1990 1990;2.99
72 S80/S20 (Income quintile share ratio);350 Lejre;1990 1990;2.72
72 S80/S20 (Income quintile share ratio);360 Lolland;1990 1990;2.73
72 S80/S20 (Income quintile share ratio);370 Næstved;1990 1990;2.93
72 S80/S20 (Income quintile share ratio);376 Guldborgsund;1990 1990;2.91
72 S80/S20 (Income quintile share ratio);390 Vordingborg;1990 1990;3.11
72 S80/S20 (Income quintile share ratio);400 Bornholm;1990 1990;3.20
72 S80/S20 (Income quintile share ratio);410 Middelfart;1990 1990;2.78
72 S80/S20 (Income quintile share ratio);420 Assens;1990 1990;2.87
72 S80/S20 (Income quintile share ratio);430 Faaborg-Midtfyn;1990 1990;2.82
72 S80/S20 (Income quintile share ratio);440 Kerteminde;1990 1990;2.67
72 S80/S20 (Income quintile share ratio);450 Nyborg;1990 1990;2.80
72 S80/S20 (Income quintile share ratio);461 Odense;1990 1990;3.08
72 S80/S20 (Income quintile share ratio);479 Svendborg;1990 1990;3.01
72 S80/S20 (Income quintile share ratio);480 Nordfyns;1990 1990;2.77
72 S80/S20 (Income quintile share ratio);482 Langeland;1990 1990;2.93
72 S80/S20 (Income quintile share ratio);492 Ærø;1990 1990;3.38
72 S80/S20 (Income quintile share ratio);510 Haderslev;1990 1990;2.87
72 S80/S20 (Income quintile share ratio);530 Billund;1990 1990;2.98
72 S80/S20 (Income quintile share ratio);540 Sønderborg;1990 1990;2.93
72 S80/S20 (Income quintile share ratio);550 Tønder;1990 1990;2.95
72 S80/S20 (Income quintile share ratio);561 Esbjerg;1990 1990;3.01
72 S80/S20 (Income quintile share ratio);563 Fanø;1990 1990;2.93
72 S80/S20 (Income quintile share ratio);573 Varde;1990 1990;2.88
72 S80/S20 (Income quintile share ratio);575 Vejen;1990 1990;2.87
72 S80/S20 (Income quintile share ratio);580 Aabenraa;1990 1990;2.98
72 S80/S20 (Income quintile share ratio);607 Fredericia;1990 1990;2.71
72 S80/S20 (Income quintile share ratio);615 Horsens;1990 1990;2.94
72 S80/S20 (Income quintile share ratio);621 Kolding;1990 1990;3.09
72 S80/S20 (Income quintile share ratio);630 Vejle;1990 1990;3.17
72 S80/S20 (Income quintile share ratio);657 Herning;1990 1990;3.09
72 S80/S20 (Income quintile share ratio);661 Holstebro;1990 1990;3.15
72 S80/S20 (Income quintile share ratio);665 Lemvig;1990 1990;3.41
72 S80/S20 (Income quintile share ratio);671 Struer;1990 1990;2.86
72 S80/S20 (Income quintile share ratio);706 Syddjurs;1990 1990;3.62
72 S80/S20 (Income quintile share ratio);707 Norddjurs;1990 1990;3.40
72 S80/S20 (Income quintile share ratio);710 Favrskov;1990 1990;2.79
72 S80/S20 (Income quintile share ratio);727 Odder;1990 1990;2.89
72 S80/S20 (Income quintile share ratio);730 Randers;1990 1990;2.93
72 S80/S20 (Income quintile share ratio);740 Silkeborg;1990 1990;3.04
72 S80/S20 (Income quintile share ratio);741 Samsø;1990 1990;2.88
72 S80/S20 (Income quintile share ratio);746 Skanderborg;1990 1990;2.88
72 S80/S20 (Income quintile share ratio);751 Aarhus;1990 1990;3.45
72 S80/S20 (Income quintile share ratio);756 Ikast-Brande;1990 1990;3.11
72 S80/S20 (Income quintile share ratio);760 Ringkøbing-Skjern;1990 1990;3.11
72 S80/S20 (Income quintile share ratio);766 Hedensted;1990 1990;2.85
72 S80/S20 (Income quintile share ratio);773 Morsø;1990 1990;2.88
72 S80/S20 (Income quintile share ratio);779 Skive;1990 1990;2.87
72 S80/S20 (Income quintile share ratio);787 Thisted;1990 1990;2.97
72 S80/S20 (Income quintile share ratio);791 Viborg;1990 1990;2.90
72 S80/S20 (Income quintile share ratio);810 Brønderslev;1990 1990;2.83
72 S80/S20 (Income quintile share ratio);813 Frederikshavn;1990 1990;3.09
72 S80/S20 (Income quintile share ratio);820 Vesthimmerlands;1990 1990;3.22
72 S80/S20 (Income quintile share ratio);825 Læsø;1990 1990;3.41
72 S80/S20 (Income quintile share ratio);840 Rebild;1990 1990;3.00
72 S80/S20 (Income quintile share ratio);846 Mariagerfjord;1990 1990;3.20
72 S80/S20 (Income quintile share ratio);849 Jammerbugt;1990 1990;3.04
72 S80/S20 (Income quintile share ratio);851 Aalborg;1990 1990;3.05
72 S80/S20 (Income quintile share ratio);860 Hjørring;1990 1990;3.27
73 P90/10 (Upper decile boundary divided by lower);000 All Denmark;1990 1990;2.49
73 P90/10 (Upper decile boundary divided by lower);101 Copenhagen;1990 1990;2.74
73 P90/10 (Upper decile boundary divided by lower);147 Frederiksberg;1990 1990;2.98
73 P90/10 (Upper decile boundary divided by lower);151 Ballerup;1990 1990;2.29
73 P90/10 (Upper decile boundary divided by lower);153 Brøndby;1990 1990;2.26
73 P90/10 (Upper decile boundary divided by lower);155 Dragør;1990 1990;2.49
73 P90/10 (Upper decile boundary divided by lower);157 Gentofte;1990 1990;3.49
73 P90/10 (Upper decile boundary divided by lower);159 Gladsaxe;1990 1990;2.52
73 P90/10 (Upper decile boundary divided by lower);161 Glostrup;1990 1990;2.40
73 P90/10 (Upper decile boundary divided by lower);163 Herlev;1990 1990;2.41
73 P90/10 (Upper decile boundary divided by lower);165 Albertslund;1990 1990;2.46
73 P90/10 (Upper decile boundary divided by lower);167 Hvidovre;1990 1990;2.32
73 P90/10 (Upper decile boundary divided by lower);169 Høje-Taastrup;1990 1990;2.38
73 P90/10 (Upper decile boundary divided by lower);173 Lyngby-Taarbæk;1990 1990;3.01
73 P90/10 (Upper decile boundary divided by lower);175 Rødovre;1990 1990;2.28
73 P90/10 (Upper decile boundary divided by lower);183 Ishøj;1990 1990;2.37
73 P90/10 (Upper decile boundary divided by lower);185 Tårnby;1990 1990;2.25
73 P90/10 (Upper decile boundary divided by lower);187 Vallensbæk;1990 1990;2.13
73 P90/10 (Upper decile boundary divided by lower);190 Furesø;1990 1990;2.63
