OMRÅDE;ALDER;KØN;TID;INDHOLD 
147 Frederiksberg;TOT Age, total;TOT Total;2017M05 2017M05;4.1
151 Ballerup;TOT Age, total;TOT Total;2017M05 2017M05;3.7
153 Brøndby;TOT Age, total;TOT Total;2017M05 2017M05;5.9
155 Dragør;TOT Age, total;TOT Total;2017M05 2017M05;3.2
157 Gentofte;TOT Age, total;TOT Total;2017M05 2017M05;3.2
159 Gladsaxe;TOT Age, total;TOT Total;2017M05 2017M05;3.7
161 Glostrup;TOT Age, total;TOT Total;2017M05 2017M05;4.4
163 Herlev;TOT Age, total;TOT Total;2017M05 2017M05;3.7
165 Albertslund;TOT Age, total;TOT Total;2017M05 2017M05;5.8
167 Hvidovre;TOT Age, total;TOT Total;2017M05 2017M05;4.0
000 All Denmark;TOT Age, total;TOT Total;2008M12 2008M12;3.2
563 Fanø;TOT Age, total;TOT Total;2016M01 2016M01;5.2
573 Varde;TOT Age, total;TOT Total;2016M01 2016M01;3.6
575 Vejen;TOT Age, total;TOT Total;2016M01 2016M01;3.9
580 Aabenraa;TOT Age, total;TOT Total;2016M01 2016M01;5.1
607 Fredericia;TOT Age, total;TOT Total;2016M01 2016M01;5.2
615 Horsens;TOT Age, total;TOT Total;2016M01 2016M01;4.4
621 Kolding;TOT Age, total;TOT Total;2016M01 2016M01;4.1
630 Vejle;TOT Age, total;TOT Total;2016M01 2016M01;4.0
657 Herning;TOT Age, total;TOT Total;2016M01 2016M01;4.0
661 Holstebro;TOT Age, total;TOT Total;2016M01 2016M01;3.6
665 Lemvig;TOT Age, total;TOT Total;2016M01 2016M01;3.7
671 Struer;TOT Age, total;TOT Total;2016M01 2016M01;4.6
706 Syddjurs;TOT Age, total;TOT Total;2016M01 2016M01;3.6
707 Norddjurs;TOT Age, total;TOT Total;2016M01 2016M01;4.8
710 Favrskov;TOT Age, total;TOT Total;2016M01 2016M01;3.3
153 Brøndby;TOT Age, total;TOT Total;2011M11 2011M11;7.0
155 Dragør;TOT Age, total;TOT Total;2011M11 2011M11;3.8
157 Gentofte;TOT Age, total;TOT Total;2011M11 2011M11;3.8
159 Gladsaxe;TOT Age, total;TOT Total;2011M11 2011M11;5.2
161 Glostrup;TOT Age, total;TOT Total;2011M11 2011M11;6.6
163 Herlev;TOT Age, total;TOT Total;2011M11 2011M11;5.8
165 Albertslund;TOT Age, total;TOT Total;2011M11 2011M11;8.1
167 Hvidovre;TOT Age, total;TOT Total;2011M11 2011M11;5.2
169 Høje-Taastrup;TOT Age, total;TOT Total;2011M11 2011M11;7.5
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2011M11 2011M11;4.0
175 Rødovre;TOT Age, total;TOT Total;2011M11 2011M11;5.8
183 Ishøj;TOT Age, total;TOT Total;2011M11 2011M11;10.0
185 Tårnby;TOT Age, total;TOT Total;2011M11 2011M11;5.6
187 Vallensbæk;TOT Age, total;TOT Total;2011M11 2011M11;5.1
190 Furesø;TOT Age, total;TOT Total;2011M11 2011M11;4.3
201 Allerød;TOT Age, total;TOT Total;2011M11 2011M11;3.0
210 Fredensborg;TOT Age, total;TOT Total;2011M11 2011M11;4.3
217 Helsingør;TOT Age, total;TOT Total;2011M11 2011M11;5.5
219 Hillerød;TOT Age, total;TOT Total;2011M11 2011M11;4.2
223 Hørsholm;TOT Age, total;TOT Total;2011M11 2011M11;3.1
230 Rudersdal;TOT Age, total;TOT Total;2011M11 2011M11;3.5
240 Egedal;TOT Age, total;TOT Total;2011M11 2011M11;3.8
250 Frederikssund;TOT Age, total;TOT Total;2011M11 2011M11;4.7
540 Sønderborg;TOT Age, total;TOT Total;2014M03 2014M03;5.5
550 Tønder;TOT Age, total;TOT Total;2014M03 2014M03;5.8
561 Esbjerg;TOT Age, total;TOT Total;2014M03 2014M03;5.2
563 Fanø;TOT Age, total;TOT Total;2014M03 2014M03;4.5
573 Varde;TOT Age, total;TOT Total;2014M03 2014M03;3.7
575 Vejen;TOT Age, total;TOT Total;2014M03 2014M03;4.5
580 Aabenraa;TOT Age, total;TOT Total;2014M03 2014M03;5.7
607 Fredericia;TOT Age, total;TOT Total;2014M03 2014M03;5.8
615 Horsens;TOT Age, total;TOT Total;2014M03 2014M03;5.2
621 Kolding;TOT Age, total;TOT Total;2014M03 2014M03;5.0
630 Vejle;TOT Age, total;TOT Total;2014M03 2014M03;4.8
657 Herning;TOT Age, total;TOT Total;2014M03 2014M03;5.0
661 Holstebro;TOT Age, total;TOT Total;2014M03 2014M03;4.0
665 Lemvig;TOT Age, total;TOT Total;2014M03 2014M03;4.0
671 Struer;TOT Age, total;TOT Total;2014M03 2014M03;5.9
706 Syddjurs;TOT Age, total;TOT Total;2014M03 2014M03;4.8
707 Norddjurs;TOT Age, total;TOT Total;2014M03 2014M03;5.8
710 Favrskov;TOT Age, total;TOT Total;2014M03 2014M03;3.8
727 Odder;TOT Age, total;TOT Total;2014M03 2014M03;3.9
730 Randers;TOT Age, total;TOT Total;2014M03 2014M03;6.0
740 Silkeborg;TOT Age, total;TOT Total;2014M03 2014M03;4.7
741 Samsø;TOT Age, total;TOT Total;2014M03 2014M03;7.9
746 Skanderborg;TOT Age, total;TOT Total;2014M03 2014M03;3.1
730 Randers;TOT Age, total;TOT Total;2014M06 2014M06;5.1
740 Silkeborg;TOT Age, total;TOT Total;2014M06 2014M06;4.2
741 Samsø;TOT Age, total;TOT Total;2014M06 2014M06;4.8
746 Skanderborg;TOT Age, total;TOT Total;2014M06 2014M06;2.9
751 Aarhus;TOT Age, total;TOT Total;2014M06 2014M06;5.1
756 Ikast-Brande;TOT Age, total;TOT Total;2014M06 2014M06;4.4
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2014M06 2014M06;3.1
766 Hedensted;TOT Age, total;TOT Total;2014M06 2014M06;3.0
773 Morsø;TOT Age, total;TOT Total;2014M06 2014M06;4.1
779 Skive;TOT Age, total;TOT Total;2014M06 2014M06;3.2
787 Thisted;TOT Age, total;TOT Total;2014M06 2014M06;3.4
791 Viborg;TOT Age, total;TOT Total;2014M06 2014M06;4.0
810 Brønderslev;TOT Age, total;TOT Total;2014M06 2014M06;4.2
813 Frederikshavn;TOT Age, total;TOT Total;2014M06 2014M06;4.6
820 Vesthimmerlands;TOT Age, total;TOT Total;2014M06 2014M06;4.6
825 Læsø;TOT Age, total;TOT Total;2014M06 2014M06;4.4
840 Rebild;TOT Age, total;TOT Total;2014M06 2014M06;3.6
846 Mariagerfjord;TOT Age, total;TOT Total;2014M06 2014M06;4.7
849 Jammerbugt;TOT Age, total;TOT Total;2014M06 2014M06;4.1
851 Aalborg;TOT Age, total;TOT Total;2014M06 2014M06;6.0
860 Hjørring;TOT Age, total;TOT Total;2014M06 2014M06;4.7
727 Odder;TOT Age, total;TOT Total;2016M01 2016M01;3.4
730 Randers;TOT Age, total;TOT Total;2016M01 2016M01;4.9
740 Silkeborg;TOT Age, total;TOT Total;2016M01 2016M01;4.2
741 Samsø;TOT Age, total;TOT Total;2016M01 2016M01;6.6
746 Skanderborg;TOT Age, total;TOT Total;2016M01 2016M01;2.7
751 Aarhus;TOT Age, total;TOT Total;2016M01 2016M01;4.7
101 Copenhagen;TOT Age, total;TOT Total;2008M12 2008M12;4.9
147 Frederiksberg;TOT Age, total;TOT Total;2008M12 2008M12;3.1
492 Ærø;TOT Age, total;TOT Total;2009M12 2009M12;5.9
510 Haderslev;TOT Age, total;TOT Total;2009M12 2009M12;5.9
530 Billund;TOT Age, total;TOT Total;2009M12 2009M12;4.6
540 Sønderborg;TOT Age, total;TOT Total;2009M12 2009M12;6.7
550 Tønder;TOT Age, total;TOT Total;2009M12 2009M12;6.3
561 Esbjerg;TOT Age, total;TOT Total;2009M12 2009M12;5.3
563 Fanø;TOT Age, total;TOT Total;2009M12 2009M12;4.4
573 Varde;TOT Age, total;TOT Total;2009M12 2009M12;4.7
575 Vejen;TOT Age, total;TOT Total;2009M12 2009M12;5.2
580 Aabenraa;TOT Age, total;TOT Total;2009M12 2009M12;6.6
607 Fredericia;TOT Age, total;TOT Total;2009M12 2009M12;6.4
615 Horsens;TOT Age, total;TOT Total;2009M12 2009M12;6.5
621 Kolding;TOT Age, total;TOT Total;2009M12 2009M12;5.5
630 Vejle;TOT Age, total;TOT Total;2009M12 2009M12;5.1
657 Herning;TOT Age, total;TOT Total;2009M12 2009M12;5.4
661 Holstebro;TOT Age, total;TOT Total;2009M12 2009M12;5.5
665 Lemvig;TOT Age, total;TOT Total;2009M12 2009M12;5.4
671 Struer;TOT Age, total;TOT Total;2009M12 2009M12;6.6
706 Syddjurs;TOT Age, total;TOT Total;2009M12 2009M12;5.7
707 Norddjurs;TOT Age, total;TOT Total;2009M12 2009M12;6.6
710 Favrskov;TOT Age, total;TOT Total;2009M12 2009M12;4.9
727 Odder;TOT Age, total;TOT Total;2009M12 2009M12;5.1
730 Randers;TOT Age, total;TOT Total;2009M12 2009M12;7.0
813 Frederikshavn;TOT Age, total;TOT Total;2013M08 2013M08;4.8
820 Vesthimmerlands;TOT Age, total;TOT Total;2013M08 2013M08;5.1
825 Læsø;TOT Age, total;TOT Total;2013M08 2013M08;3.7
840 Rebild;TOT Age, total;TOT Total;2013M08 2013M08;3.7
846 Mariagerfjord;TOT Age, total;TOT Total;2013M08 2013M08;4.8
849 Jammerbugt;TOT Age, total;TOT Total;2013M08 2013M08;4.5
851 Aalborg;TOT Age, total;TOT Total;2013M08 2013M08;5.9
860 Hjørring;TOT Age, total;TOT Total;2013M08 2013M08;5.0
169 Høje-Taastrup;TOT Age, total;TOT Total;2017M05 2017M05;5.2
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2017M05 2017M05;3.0
175 Rødovre;TOT Age, total;TOT Total;2017M05 2017M05;4.5
183 Ishøj;TOT Age, total;TOT Total;2017M05 2017M05;6.8
185 Tårnby;TOT Age, total;TOT Total;2017M05 2017M05;3.7
187 Vallensbæk;TOT Age, total;TOT Total;2017M05 2017M05;3.3
190 Furesø;TOT Age, total;TOT Total;2017M05 2017M05;3.1
201 Allerød;TOT Age, total;TOT Total;2017M05 2017M05;2.5
210 Fredensborg;TOT Age, total;TOT Total;2017M05 2017M05;3.3
217 Helsingør;TOT Age, total;TOT Total;2017M05 2017M05;4.3
219 Hillerød;TOT Age, total;TOT Total;2017M05 2017M05;3.3
223 Hørsholm;TOT Age, total;TOT Total;2017M05 2017M05;3.1
230 Rudersdal;TOT Age, total;TOT Total;2017M05 2017M05;3.2
240 Egedal;TOT Age, total;TOT Total;2017M05 2017M05;2.9
250 Frederikssund;TOT Age, total;TOT Total;2017M05 2017M05;3.6
253 Greve;TOT Age, total;TOT Total;2017M05 2017M05;3.4
259 Køge;TOT Age, total;TOT Total;2017M05 2017M05;3.9
260 Halsnæs;TOT Age, total;TOT Total;2017M05 2017M05;4.3
265 Roskilde;TOT Age, total;TOT Total;2017M05 2017M05;3.5
269 Solrød;TOT Age, total;TOT Total;2017M05 2017M05;2.6
270 Gribskov;TOT Age, total;TOT Total;2017M05 2017M05;3.5
306 Odsherred;TOT Age, total;TOT Total;2017M05 2017M05;5.2
185 Tårnby;TOT Age, total;TOT Total;2015M07 2015M07;4.2
187 Vallensbæk;TOT Age, total;TOT Total;2015M07 2015M07;3.6
190 Furesø;TOT Age, total;TOT Total;2015M07 2015M07;3.1
201 Allerød;TOT Age, total;TOT Total;2015M07 2015M07;1.8
210 Fredensborg;TOT Age, total;TOT Total;2015M07 2015M07;3.3
217 Helsingør;TOT Age, total;TOT Total;2015M07 2015M07;4.0
219 Hillerød;TOT Age, total;TOT Total;2015M07 2015M07;3.1
223 Hørsholm;TOT Age, total;TOT Total;2015M07 2015M07;2.7
230 Rudersdal;TOT Age, total;TOT Total;2015M07 2015M07;2.5
240 Egedal;TOT Age, total;TOT Total;2015M07 2015M07;2.4
250 Frederikssund;TOT Age, total;TOT Total;2015M07 2015M07;3.6
253 Greve;TOT Age, total;TOT Total;2015M07 2015M07;3.1
259 Køge;TOT Age, total;TOT Total;2015M07 2015M07;3.8
260 Halsnæs;TOT Age, total;TOT Total;2015M07 2015M07;3.9
265 Roskilde;TOT Age, total;TOT Total;2015M07 2015M07;3.7
269 Solrød;TOT Age, total;TOT Total;2015M07 2015M07;2.9
270 Gribskov;TOT Age, total;TOT Total;2015M07 2015M07;3.3
756 Ikast-Brande;TOT Age, total;TOT Total;2016M01 2016M01;4.7
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2016M01 2016M01;3.1
766 Hedensted;TOT Age, total;TOT Total;2016M01 2016M01;3.1
773 Morsø;TOT Age, total;TOT Total;2016M01 2016M01;4.5
779 Skive;TOT Age, total;TOT Total;2016M01 2016M01;3.9
787 Thisted;TOT Age, total;TOT Total;2016M01 2016M01;3.9
791 Viborg;TOT Age, total;TOT Total;2016M01 2016M01;4.0
810 Brønderslev;TOT Age, total;TOT Total;2016M01 2016M01;5.2
813 Frederikshavn;TOT Age, total;TOT Total;2016M01 2016M01;6.4
820 Vesthimmerlands;TOT Age, total;TOT Total;2016M01 2016M01;5.6
825 Læsø;TOT Age, total;TOT Total;2016M01 2016M01;12.2
840 Rebild;TOT Age, total;TOT Total;2016M01 2016M01;4.1
846 Mariagerfjord;TOT Age, total;TOT Total;2016M01 2016M01;5.1
849 Jammerbugt;TOT Age, total;TOT Total;2016M01 2016M01;5.4
851 Aalborg;TOT Age, total;TOT Total;2016M01 2016M01;6.0
860 Hjørring;TOT Age, total;TOT Total;2016M01 2016M01;5.9
000 All Denmark;TOT Age, total;TOT Total;2017M12 2017M12;4.2
101 Copenhagen;TOT Age, total;TOT Total;2017M12 2017M12;4.8
147 Frederiksberg;TOT Age, total;TOT Total;2017M12 2017M12;4.2
151 Ballerup;TOT Age, total;TOT Total;2017M12 2017M12;3.7
253 Greve;TOT Age, total;TOT Total;2011M11 2011M11;4.6
259 Køge;TOT Age, total;TOT Total;2011M11 2011M11;6.4
260 Halsnæs;TOT Age, total;TOT Total;2011M11 2011M11;6.6
265 Roskilde;TOT Age, total;TOT Total;2011M11 2011M11;4.2
269 Solrød;TOT Age, total;TOT Total;2011M11 2011M11;4.2
270 Gribskov;TOT Age, total;TOT Total;2011M11 2011M11;5.0
306 Odsherred;TOT Age, total;TOT Total;2011M11 2011M11;6.6
316 Holbæk;TOT Age, total;TOT Total;2011M11 2011M11;4.9
320 Faxe;TOT Age, total;TOT Total;2011M11 2011M11;6.3
326 Kalundborg;TOT Age, total;TOT Total;2011M11 2011M11;6.0
329 Ringsted;TOT Age, total;TOT Total;2011M11 2011M11;5.8
330 Slagelse;TOT Age, total;TOT Total;2011M11 2011M11;8.3
336 Stevns;TOT Age, total;TOT Total;2011M11 2011M11;5.7
340 Sorø;TOT Age, total;TOT Total;2011M11 2011M11;5.7
350 Lejre;TOT Age, total;TOT Total;2011M11 2011M11;3.7
360 Lolland;TOT Age, total;TOT Total;2011M11 2011M11;9.3
370 Næstved;TOT Age, total;TOT Total;2011M11 2011M11;6.6
376 Guldborgsund;TOT Age, total;TOT Total;2011M11 2011M11;6.4
390 Vordingborg;TOT Age, total;TOT Total;2011M11 2011M11;5.7
400 Bornholm;TOT Age, total;TOT Total;2011M11 2011M11;7.6
410 Middelfart;TOT Age, total;TOT Total;2011M11 2011M11;5.1
420 Assens;TOT Age, total;TOT Total;2011M11 2011M11;6.9
430 Faaborg-Midtfyn;TOT Age, total;TOT Total;2011M11 2011M11;6.6
751 Aarhus;TOT Age, total;TOT Total;2014M03 2014M03;5.4
756 Ikast-Brande;TOT Age, total;TOT Total;2014M03 2014M03;5.6
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2014M03 2014M03;4.0
766 Hedensted;TOT Age, total;TOT Total;2014M03 2014M03;3.8
773 Morsø;TOT Age, total;TOT Total;2014M03 2014M03;5.2
779 Skive;TOT Age, total;TOT Total;2014M03 2014M03;4.2
787 Thisted;TOT Age, total;TOT Total;2014M03 2014M03;4.4
791 Viborg;TOT Age, total;TOT Total;2014M03 2014M03;4.5
810 Brønderslev;TOT Age, total;TOT Total;2014M03 2014M03;5.3
813 Frederikshavn;TOT Age, total;TOT Total;2014M03 2014M03;6.2
820 Vesthimmerlands;TOT Age, total;TOT Total;2014M03 2014M03;6.0
825 Læsø;TOT Age, total;TOT Total;2014M03 2014M03;9.5
840 Rebild;TOT Age, total;TOT Total;2014M03 2014M03;4.5
846 Mariagerfjord;TOT Age, total;TOT Total;2014M03 2014M03;5.7
849 Jammerbugt;TOT Age, total;TOT Total;2014M03 2014M03;5.5
851 Aalborg;TOT Age, total;TOT Total;2014M03 2014M03;6.4
860 Hjørring;TOT Age, total;TOT Total;2014M03 2014M03;6.3
000 All Denmark;TOT Age, total;TOT Total;2016M02 2016M02;4.6
306 Odsherred;TOT Age, total;TOT Total;2015M07 2015M07;4.6
316 Holbæk;TOT Age, total;TOT Total;2015M07 2015M07;3.5
320 Faxe;TOT Age, total;TOT Total;2015M07 2015M07;3.8
326 Kalundborg;TOT Age, total;TOT Total;2015M07 2015M07;3.8
329 Ringsted;TOT Age, total;TOT Total;2015M07 2015M07;3.8
820 Vesthimmerlands;TOT Age, total;TOT Total;2016M07 2016M07;3.4
825 Læsø;TOT Age, total;TOT Total;2016M07 2016M07;2.6
840 Rebild;TOT Age, total;TOT Total;2016M07 2016M07;2.8
846 Mariagerfjord;TOT Age, total;TOT Total;2016M07 2016M07;3.3
849 Jammerbugt;TOT Age, total;TOT Total;2016M07 2016M07;3.1
851 Aalborg;TOT Age, total;TOT Total;2016M07 2016M07;5.4
860 Hjørring;TOT Age, total;TOT Total;2016M07 2016M07;3.6
330 Slagelse;TOT Age, total;TOT Total;2015M07 2015M07;5.2
336 Stevns;TOT Age, total;TOT Total;2015M07 2015M07;3.7
340 Sorø;TOT Age, total;TOT Total;2015M07 2015M07;3.8
350 Lejre;TOT Age, total;TOT Total;2015M07 2015M07;2.5
360 Lolland;TOT Age, total;TOT Total;2015M07 2015M07;5.2
370 Næstved;TOT Age, total;TOT Total;2015M07 2015M07;4.5
376 Guldborgsund;TOT Age, total;TOT Total;2015M07 2015M07;4.5
390 Vordingborg;TOT Age, total;TOT Total;2015M07 2015M07;4.3
400 Bornholm;TOT Age, total;TOT Total;2015M07 2015M07;4.1
410 Middelfart;TOT Age, total;TOT Total;2015M07 2015M07;2.4
420 Assens;TOT Age, total;TOT Total;2015M07 2015M07;4.1
430 Faaborg-Midtfyn;TOT Age, total;TOT Total;2015M07 2015M07;3.7
440 Kerteminde;TOT Age, total;TOT Total;2015M07 2015M07;3.8
450 Nyborg;TOT Age, total;TOT Total;2015M07 2015M07;4.0
461 Odense;TOT Age, total;TOT Total;2015M07 2015M07;6.0
479 Svendborg;TOT Age, total;TOT Total;2015M07 2015M07;4.5
480 Nordfyns;TOT Age, total;TOT Total;2015M07 2015M07;4.1
482 Langeland;TOT Age, total;TOT Total;2015M07 2015M07;4.2
492 Ærø;TOT Age, total;TOT Total;2015M07 2015M07;3.3
510 Haderslev;TOT Age, total;TOT Total;2015M07 2015M07;3.7
530 Billund;TOT Age, total;TOT Total;2015M07 2015M07;2.5
540 Sønderborg;TOT Age, total;TOT Total;2015M07 2015M07;3.8
550 Tønder;TOT Age, total;TOT Total;2015M07 2015M07;3.1
561 Esbjerg;TOT Age, total;TOT Total;2015M07 2015M07;4.0
563 Fanø;TOT Age, total;TOT Total;2015M07 2015M07;3.5
573 Varde;TOT Age, total;TOT Total;2015M07 2015M07;2.4
575 Vejen;TOT Age, total;TOT Total;2015M07 2015M07;2.7
580 Aabenraa;TOT Age, total;TOT Total;2015M07 2015M07;4.0
607 Fredericia;TOT Age, total;TOT Total;2015M07 2015M07;4.6
615 Horsens;TOT Age, total;TOT Total;2015M07 2015M07;3.6
621 Kolding;TOT Age, total;TOT Total;2015M07 2015M07;3.8
630 Vejle;TOT Age, total;TOT Total;2015M07 2015M07;3.2
657 Herning;TOT Age, total;TOT Total;2015M07 2015M07;3.3
661 Holstebro;TOT Age, total;TOT Total;2015M07 2015M07;3.0
665 Lemvig;TOT Age, total;TOT Total;2015M07 2015M07;2.4
671 Struer;TOT Age, total;TOT Total;2015M07 2015M07;3.3
706 Syddjurs;TOT Age, total;TOT Total;2015M07 2015M07;3.0
707 Norddjurs;TOT Age, total;TOT Total;2015M07 2015M07;3.7
710 Favrskov;TOT Age, total;TOT Total;2015M07 2015M07;2.5
727 Odder;TOT Age, total;TOT Total;2015M07 2015M07;2.6
730 Randers;TOT Age, total;TOT Total;2015M07 2015M07;4.2
740 Silkeborg;TOT Age, total;TOT Total;2015M07 2015M07;3.5
741 Samsø;TOT Age, total;TOT Total;2015M07 2015M07;4.2
746 Skanderborg;TOT Age, total;TOT Total;2015M07 2015M07;2.2
751 Aarhus;TOT Age, total;TOT Total;2015M07 2015M07;4.8
756 Ikast-Brande;TOT Age, total;TOT Total;2015M07 2015M07;3.3
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2015M07 2015M07;2.4
766 Hedensted;TOT Age, total;TOT Total;2015M07 2015M07;2.4
773 Morsø;TOT Age, total;TOT Total;2015M07 2015M07;2.9
779 Skive;TOT Age, total;TOT Total;2015M07 2015M07;2.6
787 Thisted;TOT Age, total;TOT Total;2015M07 2015M07;2.9
791 Viborg;TOT Age, total;TOT Total;2015M07 2015M07;3.4
810 Brønderslev;TOT Age, total;TOT Total;2015M07 2015M07;3.7
813 Frederikshavn;TOT Age, total;TOT Total;2015M07 2015M07;4.2
820 Vesthimmerlands;TOT Age, total;TOT Total;2015M07 2015M07;4.1
825 Læsø;TOT Age, total;TOT Total;2015M07 2015M07;1.9
840 Rebild;TOT Age, total;TOT Total;2015M07 2015M07;2.9
846 Mariagerfjord;TOT Age, total;TOT Total;2015M07 2015M07;3.9
849 Jammerbugt;TOT Age, total;TOT Total;2015M07 2015M07;3.6
851 Aalborg;TOT Age, total;TOT Total;2015M07 2015M07;5.9
860 Hjørring;TOT Age, total;TOT Total;2015M07 2015M07;3.9
000 All Denmark;TOT Age, total;TOT Total;2016M09 2016M09;3.9
101 Copenhagen;TOT Age, total;TOT Total;2016M02 2016M02;5.2
147 Frederiksberg;TOT Age, total;TOT Total;2016M02 2016M02;4.8
151 Ballerup;TOT Age, total;TOT Total;2016M02 2016M02;4.6
153 Brøndby;TOT Age, total;TOT Total;2016M02 2016M02;5.7
155 Dragør;TOT Age, total;TOT Total;2016M02 2016M02;2.8
157 Gentofte;TOT Age, total;TOT Total;2016M02 2016M02;2.9
153 Brøndby;TOT Age, total;TOT Total;2017M12 2017M12;6.0
155 Dragør;TOT Age, total;TOT Total;2017M12 2017M12;3.0
157 Gentofte;TOT Age, total;TOT Total;2017M12 2017M12;3.2
159 Gladsaxe;TOT Age, total;TOT Total;2017M12 2017M12;3.8
161 Glostrup;TOT Age, total;TOT Total;2017M12 2017M12;4.5
163 Herlev;TOT Age, total;TOT Total;2017M12 2017M12;4.0
165 Albertslund;TOT Age, total;TOT Total;2017M12 2017M12;5.7
167 Hvidovre;TOT Age, total;TOT Total;2017M12 2017M12;3.8
169 Høje-Taastrup;TOT Age, total;TOT Total;2017M12 2017M12;5.0
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2017M12 2017M12;2.9
175 Rødovre;TOT Age, total;TOT Total;2017M12 2017M12;5.1
183 Ishøj;TOT Age, total;TOT Total;2017M12 2017M12;7.3
185 Tårnby;TOT Age, total;TOT Total;2017M12 2017M12;3.6
187 Vallensbæk;TOT Age, total;TOT Total;2017M12 2017M12;3.7
190 Furesø;TOT Age, total;TOT Total;2017M12 2017M12;3.0
201 Allerød;TOT Age, total;TOT Total;2017M12 2017M12;2.5
210 Fredensborg;TOT Age, total;TOT Total;2017M12 2017M12;3.4
217 Helsingør;TOT Age, total;TOT Total;2017M12 2017M12;4.4
219 Hillerød;TOT Age, total;TOT Total;2017M12 2017M12;3.3
223 Hørsholm;TOT Age, total;TOT Total;2017M12 2017M12;3.0
230 Rudersdal;TOT Age, total;TOT Total;2017M12 2017M12;3.1
240 Egedal;TOT Age, total;TOT Total;2017M12 2017M12;3.0
250 Frederikssund;TOT Age, total;TOT Total;2017M12 2017M12;3.5
440 Kerteminde;TOT Age, total;TOT Total;2011M11 2011M11;9.0
450 Nyborg;TOT Age, total;TOT Total;2011M11 2011M11;6.8
461 Odense;TOT Age, total;TOT Total;2011M11 2011M11;7.8
479 Svendborg;TOT Age, total;TOT Total;2011M11 2011M11;6.9
480 Nordfyns;TOT Age, total;TOT Total;2011M11 2011M11;7.2
482 Langeland;TOT Age, total;TOT Total;2011M11 2011M11;8.1
492 Ærø;TOT Age, total;TOT Total;2011M11 2011M11;4.5
510 Haderslev;TOT Age, total;TOT Total;2011M11 2011M11;6.3
530 Billund;TOT Age, total;TOT Total;2011M11 2011M11;3.8
540 Sønderborg;TOT Age, total;TOT Total;2011M11 2011M11;5.9
550 Tønder;TOT Age, total;TOT Total;2011M11 2011M11;6.0
561 Esbjerg;TOT Age, total;TOT Total;2011M11 2011M11;5.1
563 Fanø;TOT Age, total;TOT Total;2011M11 2011M11;4.4
573 Varde;TOT Age, total;TOT Total;2011M11 2011M11;4.0
575 Vejen;TOT Age, total;TOT Total;2011M11 2011M11;4.4
580 Aabenraa;TOT Age, total;TOT Total;2011M11 2011M11;6.7
607 Fredericia;TOT Age, total;TOT Total;2011M11 2011M11;6.4
615 Horsens;TOT Age, total;TOT Total;2011M11 2011M11;5.8
621 Kolding;TOT Age, total;TOT Total;2011M11 2011M11;5.3
630 Vejle;TOT Age, total;TOT Total;2011M11 2011M11;4.9
657 Herning;TOT Age, total;TOT Total;2011M11 2011M11;5.1
661 Holstebro;TOT Age, total;TOT Total;2011M11 2011M11;4.8
159 Gladsaxe;TOT Age, total;TOT Total;2016M02 2016M02;4.2
161 Glostrup;TOT Age, total;TOT Total;2016M02 2016M02;5.4
163 Herlev;TOT Age, total;TOT Total;2016M02 2016M02;4.2
165 Albertslund;TOT Age, total;TOT Total;2016M02 2016M02;6.8
167 Hvidovre;TOT Age, total;TOT Total;2016M02 2016M02;4.3
169 Høje-Taastrup;TOT Age, total;TOT Total;2016M02 2016M02;6.4
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2016M02 2016M02;3.0
175 Rødovre;TOT Age, total;TOT Total;2016M02 2016M02;5.0
183 Ishøj;TOT Age, total;TOT Total;2016M02 2016M02;8.8
185 Tårnby;TOT Age, total;TOT Total;2016M02 2016M02;4.1
187 Vallensbæk;TOT Age, total;TOT Total;2016M02 2016M02;4.3
190 Furesø;TOT Age, total;TOT Total;2016M02 2016M02;3.1
201 Allerød;TOT Age, total;TOT Total;2016M02 2016M02;2.0
210 Fredensborg;TOT Age, total;TOT Total;2016M02 2016M02;3.6
217 Helsingør;TOT Age, total;TOT Total;2016M02 2016M02;4.3
219 Hillerød;TOT Age, total;TOT Total;2016M02 2016M02;3.0
223 Hørsholm;TOT Age, total;TOT Total;2016M02 2016M02;2.5
230 Rudersdal;TOT Age, total;TOT Total;2016M02 2016M02;2.5
240 Egedal;TOT Age, total;TOT Total;2016M02 2016M02;2.5
250 Frederikssund;TOT Age, total;TOT Total;2016M02 2016M02;3.6
253 Greve;TOT Age, total;TOT Total;2016M02 2016M02;3.5
259 Køge;TOT Age, total;TOT Total;2016M02 2016M02;3.9
260 Halsnæs;TOT Age, total;TOT Total;2016M02 2016M02;4.6
253 Greve;TOT Age, total;TOT Total;2017M12 2017M12;3.3
259 Køge;TOT Age, total;TOT Total;2017M12 2017M12;3.6
260 Halsnæs;TOT Age, total;TOT Total;2017M12 2017M12;4.0
265 Roskilde;TOT Age, total;TOT Total;2017M12 2017M12;3.4
269 Solrød;TOT Age, total;TOT Total;2017M12 2017M12;2.7
270 Gribskov;TOT Age, total;TOT Total;2017M12 2017M12;3.4
