KOMMUNEDK;INDKN;TID;INDHOLD 
217 Helsingør;50 50 per cent of median income;2005 2005;4.4
223 Hørsholm;50 50 per cent of median income;2005 2005;3.0
240 Egedal;50 50 per cent of median income;2005 2005;2.1
253 Greve;50 50 per cent of median income;2005 2005;2.9
260 Halsnæs;50 50 per cent of median income;2005 2005;3.7
269 Solrød;50 50 per cent of median income;2005 2005;2.2
306 Odsherred;50 50 per cent of median income;2005 2005;4.5
320 Faxe;50 50 per cent of median income;2005 2005;4.2
329 Ringsted;50 50 per cent of median income;2005 2005;3.7
336 Stevns;50 50 per cent of median income;2005 2005;3.3
350 Lejre;50 50 per cent of median income;2005 2005;2.8
370 Næstved;50 50 per cent of median income;2005 2005;4.4
390 Vordingborg;50 50 per cent of median income;2005 2005;5.2
410 Middelfart;50 50 per cent of median income;2005 2005;3.4
430 Faaborg-Midtfyn;50 50 per cent of median income;2005 2005;4.4
450 Nyborg;50 50 per cent of median income;2005 2005;4.7
479 Svendborg;50 50 per cent of median income;2005 2005;6.5
482 Langeland;50 50 per cent of median income;2005 2005;6.1
510 Haderslev;50 50 per cent of median income;2005 2005;4.6
540 Sønderborg;50 50 per cent of median income;2005 2005;4.8
561 Esbjerg;50 50 per cent of median income;2005 2005;5.3
573 Varde;50 50 per cent of median income;2005 2005;4.3
580 Aabenraa;50 50 per cent of median income;2005 2005;5.0
615 Horsens;50 50 per cent of median income;2005 2005;5.2
630 Vejle;50 50 per cent of median income;2005 2005;4.5
661 Holstebro;50 50 per cent of median income;2005 2005;5.0
671 Struer;50 50 per cent of median income;2005 2005;4.4
707 Norddjurs;50 50 per cent of median income;2005 2005;5.3
727 Odder;50 50 per cent of median income;2005 2005;3.5
740 Silkeborg;50 50 per cent of median income;2005 2005;4.1
746 Skanderborg;50 50 per cent of median income;2005 2005;2.6
756 Ikast-Brande;50 50 per cent of median income;2005 2005;4.4
766 Hedensted;50 50 per cent of median income;2005 2005;3.0
779 Skive;50 50 per cent of median income;2005 2005;4.5
791 Viborg;50 50 per cent of median income;2005 2005;4.6
813 Frederikshavn;50 50 per cent of median income;2005 2005;4.1
825 Læsø;50 50 per cent of median income;2005 2005;4.7
846 Mariagerfjord;50 50 per cent of median income;2005 2005;4.6
851 Aalborg;50 50 per cent of median income;2005 2005;7.8
000 All Denmark;50 50 per cent of median income;2002 2002;5.2
147 Frederiksberg;50 50 per cent of median income;2002 2002;7.4
153 Brøndby;50 50 per cent of median income;2002 2002;3.8
157 Gentofte;50 50 per cent of median income;2002 2002;4.5
161 Glostrup;50 50 per cent of median income;2002 2002;3.0
165 Albertslund;50 50 per cent of median income;2002 2002;6.1
169 Høje-Taastrup;50 50 per cent of median income;2002 2002;3.8
175 Rødovre;50 50 per cent of median income;2002 2002;3.8
185 Tårnby;50 50 per cent of median income;2002 2002;2.8
190 Furesø;50 50 per cent of median income;2002 2002;2.9
210 Fredensborg;50 50 per cent of median income;2002 2002;2.9
219 Hillerød;50 50 per cent of median income;2002 2002;3.2
230 Rudersdal;50 50 per cent of median income;2002 2002;3.9
250 Frederikssund;50 50 per cent of median income;2002 2002;3.0
259 Køge;50 50 per cent of median income;2002 2002;2.9
265 Roskilde;50 50 per cent of median income;2002 2002;3.7
270 Gribskov;50 50 per cent of median income;2002 2002;3.5
316 Holbæk;50 50 per cent of median income;2002 2002;4.2
326 Kalundborg;50 50 per cent of median income;2002 2002;4.1
330 Slagelse;50 50 per cent of median income;2002 2002;4.5
340 Sorø;50 50 per cent of median income;2002 2002;3.7
360 Lolland;50 50 per cent of median income;2002 2002;4.8
376 Guldborgsund;50 50 per cent of median income;2002 2002;4.5
400 Bornholm;50 50 per cent of median income;2002 2002;4.5
420 Assens;50 50 per cent of median income;2002 2002;3.7
440 Kerteminde;50 50 per cent of median income;2002 2002;3.6
461 Odense;50 50 per cent of median income;2002 2002;7.7
480 Nordfyns;50 50 per cent of median income;2002 2002;3.8
492 Ærø;50 50 per cent of median income;2002 2002;5.7
530 Billund;50 50 per cent of median income;2002 2002;3.3
550 Tønder;50 50 per cent of median income;2002 2002;5.5
563 Fanø;50 50 per cent of median income;2002 2002;3.2
575 Vejen;50 50 per cent of median income;2002 2002;4.4
607 Fredericia;50 50 per cent of median income;2002 2002;3.4
621 Kolding;50 50 per cent of median income;2002 2002;4.4
657 Herning;50 50 per cent of median income;2002 2002;4.5
665 Lemvig;50 50 per cent of median income;2002 2002;4.8
706 Syddjurs;50 50 per cent of median income;2002 2002;3.4
710 Favrskov;50 50 per cent of median income;2002 2002;2.9
730 Randers;50 50 per cent of median income;2002 2002;4.2
741 Samsø;50 50 per cent of median income;2002 2002;5.7
751 Aarhus;50 50 per cent of median income;2002 2002;9.2
760 Ringkøbing-Skjern;50 50 per cent of median income;2002 2002;3.9
101 Copenhagen;60 60 per cent of median income;2013 2013;24.1
151 Ballerup;60 60 per cent of median income;2013 2013;10.5
155 Dragør;60 60 per cent of median income;2013 2013;5.8
159 Gladsaxe;60 60 per cent of median income;2013 2013;12.6
163 Herlev;60 60 per cent of median income;2013 2013;11.0
167 Hvidovre;60 60 per cent of median income;2013 2013;11.8
173 Lyngby-Taarbæk;60 60 per cent of median income;2013 2013;9.9
183 Ishøj;60 60 per cent of median income;2013 2013;16.0
187 Vallensbæk;60 60 per cent of median income;2013 2013;8.3
201 Allerød;60 60 per cent of median income;2013 2013;4.3
217 Helsingør;60 60 per cent of median income;2013 2013;10.1
223 Hørsholm;60 60 per cent of median income;2013 2013;6.6
240 Egedal;60 60 per cent of median income;2013 2013;4.3
253 Greve;60 60 per cent of median income;2013 2013;6.6
260 Halsnæs;60 60 per cent of median income;2013 2013;8.2
269 Solrød;60 60 per cent of median income;2013 2013;6.1
306 Odsherred;60 60 per cent of median income;2013 2013;9.1
320 Faxe;60 60 per cent of median income;2013 2013;9.4
329 Ringsted;60 60 per cent of median income;2013 2013;10.2
336 Stevns;60 60 per cent of median income;2013 2013;7.7
350 Lejre;60 60 per cent of median income;2013 2013;5.5
370 Næstved;60 60 per cent of median income;2013 2013;10.3
390 Vordingborg;60 60 per cent of median income;2013 2013;10.9
410 Middelfart;60 60 per cent of median income;2013 2013;7.1
430 Faaborg-Midtfyn;60 60 per cent of median income;2013 2013;8.5
450 Nyborg;60 60 per cent of median income;2013 2013;8.6
479 Svendborg;60 60 per cent of median income;2013 2013;11.8
482 Langeland;60 60 per cent of median income;2013 2013;12.4
510 Haderslev;60 60 per cent of median income;2013 2013;11.6
540 Sønderborg;60 60 per cent of median income;2013 2013;11.5
561 Esbjerg;60 60 per cent of median income;2013 2013;11.7
573 Varde;60 60 per cent of median income;2013 2013;8.3
580 Aabenraa;60 60 per cent of median income;2013 2013;11.6
615 Horsens;60 60 per cent of median income;2013 2013;11.1
630 Vejle;60 60 per cent of median income;2013 2013;9.4
661 Holstebro;60 60 per cent of median income;2013 2013;9.7
671 Struer;60 60 per cent of median income;2013 2013;9.3
707 Norddjurs;60 60 per cent of median income;2013 2013;11.6
727 Odder;60 60 per cent of median income;2013 2013;6.4
740 Silkeborg;60 60 per cent of median income;2013 2013;8.8
746 Skanderborg;60 60 per cent of median income;2013 2013;5.4
756 Ikast-Brande;60 60 per cent of median income;2013 2013;8.7
766 Hedensted;60 60 per cent of median income;2013 2013;6.7
779 Skive;60 60 per cent of median income;2013 2013;9.5
791 Viborg;60 60 per cent of median income;2013 2013;9.4
813 Frederikshavn;60 60 per cent of median income;2013 2013;8.9
825 Læsø;60 60 per cent of median income;2013 2013;8.2
846 Mariagerfjord;60 60 per cent of median income;2013 2013;9.6
851 Aalborg;60 60 per cent of median income;2013 2013;15.8
000 All Denmark;60 60 per cent of median income;2012 2012;12.0
147 Frederiksberg;60 60 per cent of median income;2012 2012;16.5
153 Brøndby;60 60 per cent of median income;2012 2012;13.4
157 Gentofte;60 60 per cent of median income;2012 2012;8.8
161 Glostrup;60 60 per cent of median income;2012 2012;9.9
165 Albertslund;60 60 per cent of median income;2012 2012;17.0
169 Høje-Taastrup;60 60 per cent of median income;2012 2012;12.2
175 Rødovre;60 60 per cent of median income;2012 2012;11.7
185 Tårnby;60 60 per cent of median income;2012 2012;8.5
190 Furesø;60 60 per cent of median income;2012 2012;7.0
210 Fredensborg;60 60 per cent of median income;2012 2012;8.7
219 Hillerød;60 60 per cent of median income;2012 2012;7.5
230 Rudersdal;60 60 per cent of median income;2012 2012;7.5
250 Frederikssund;60 60 per cent of median income;2012 2012;7.2
259 Køge;60 60 per cent of median income;2012 2012;8.9
265 Roskilde;60 60 per cent of median income;2012 2012;9.9
270 Gribskov;60 60 per cent of median income;2012 2012;7.4
316 Holbæk;60 60 per cent of median income;2012 2012;10.0
326 Kalundborg;60 60 per cent of median income;2012 2012;9.3
330 Slagelse;60 60 per cent of median income;2012 2012;12.1
340 Sorø;60 60 per cent of median income;2012 2012;8.2
360 Lolland;60 60 per cent of median income;2012 2012;13.8
376 Guldborgsund;60 60 per cent of median income;2012 2012;11.7
400 Bornholm;60 60 per cent of median income;2012 2012;9.7
420 Assens;60 60 per cent of median income;2012 2012;8.4
440 Kerteminde;60 60 per cent of median income;2012 2012;8.0
461 Odense;60 60 per cent of median income;2012 2012;16.8
480 Nordfyns;60 60 per cent of median income;2012 2012;8.0
492 Ærø;60 60 per cent of median income;2012 2012;12.8
530 Billund;60 60 per cent of median income;2012 2012;8.1
550 Tønder;60 60 per cent of median income;2012 2012;12.3
563 Fanø;60 60 per cent of median income;2012 2012;7.5
575 Vejen;60 60 per cent of median income;2012 2012;9.0
607 Fredericia;60 60 per cent of median income;2012 2012;10.7
621 Kolding;60 60 per cent of median income;2012 2012;10.0
657 Herning;60 60 per cent of median income;2012 2012;9.9
665 Lemvig;60 60 per cent of median income;2012 2012;9.0
706 Syddjurs;60 60 per cent of median income;2012 2012;7.4
710 Favrskov;60 60 per cent of median income;2012 2012;5.9
730 Randers;60 60 per cent of median income;2012 2012;10.8
741 Samsø;60 60 per cent of median income;2012 2012;9.7
751 Aarhus;60 60 per cent of median income;2012 2012;18.8
760 Ringkøbing-Skjern;60 60 per cent of median income;2012 2012;8.5
773 Morsø;60 60 per cent of median income;2012 2012;10.6
787 Thisted;60 60 per cent of median income;2012 2012;10.5
810 Brønderslev;60 60 per cent of median income;2012 2012;9.2
820 Vesthimmerlands;60 60 per cent of median income;2012 2012;10.7
840 Rebild;60 60 per cent of median income;2012 2012;7.6
849 Jammerbugt;60 60 per cent of median income;2012 2012;8.9
860 Hjørring;60 60 per cent of median income;2012 2012;10.1
101 Copenhagen;60 60 per cent of median income;2011 2011;23.8
151 Ballerup;60 60 per cent of median income;2011 2011;9.7
155 Dragør;60 60 per cent of median income;2011 2011;6.1
159 Gladsaxe;60 60 per cent of median income;2011 2011;11.9
163 Herlev;60 60 per cent of median income;2011 2011;10.0
167 Hvidovre;60 60 per cent of median income;2011 2011;11.6
173 Lyngby-Taarbæk;60 60 per cent of median income;2011 2011;10.2
183 Ishøj;60 60 per cent of median income;2011 2011;14.9
187 Vallensbæk;60 60 per cent of median income;2011 2011;7.6
201 Allerød;60 60 per cent of median income;2011 2011;5.0
217 Helsingør;60 60 per cent of median income;2011 2011;9.9
223 Hørsholm;60 60 per cent of median income;2011 2011;6.7
240 Egedal;60 60 per cent of median income;2011 2011;4.4
253 Greve;60 60 per cent of median income;2011 2011;7.1
260 Halsnæs;60 60 per cent of median income;2011 2011;8.5
269 Solrød;60 60 per cent of median income;2011 2011;5.9
306 Odsherred;60 60 per cent of median income;2011 2011;10.0
320 Faxe;60 60 per cent of median income;2011 2011;9.2
329 Ringsted;60 60 per cent of median income;2011 2011;10.1
336 Stevns;60 60 per cent of median income;2011 2011;7.7
350 Lejre;60 60 per cent of median income;2011 2011;6.0
370 Næstved;60 60 per cent of median income;2011 2011;10.0
390 Vordingborg;60 60 per cent of median income;2011 2011;11.4
410 Middelfart;60 60 per cent of median income;2011 2011;7.3
430 Faaborg-Midtfyn;60 60 per cent of median income;2011 2011;8.8
450 Nyborg;60 60 per cent of median income;2011 2011;8.7
479 Svendborg;60 60 per cent of median income;2011 2011;11.8
482 Langeland;60 60 per cent of median income;2011 2011;12.9
510 Haderslev;60 60 per cent of median income;2011 2011;11.3
540 Sønderborg;60 60 per cent of median income;2011 2011;11.0
561 Esbjerg;60 60 per cent of median income;2011 2011;11.6
573 Varde;60 60 per cent of median income;2011 2011;9.3
580 Aabenraa;60 60 per cent of median income;2011 2011;11.6
615 Horsens;60 60 per cent of median income;2011 2011;10.9
630 Vejle;60 60 per cent of median income;2011 2011;9.5
661 Holstebro;60 60 per cent of median income;2011 2011;10.3
671 Struer;60 60 per cent of median income;2011 2011;9.2
707 Norddjurs;60 60 per cent of median income;2011 2011;11.1
727 Odder;60 60 per cent of median income;2011 2011;6.9
740 Silkeborg;60 60 per cent of median income;2011 2011;9.0
746 Skanderborg;60 60 per cent of median income;2011 2011;5.7
756 Ikast-Brande;60 60 per cent of median income;2011 2011;9.1
766 Hedensted;60 60 per cent of median income;2002 2002;5.3
779 Skive;60 60 per cent of median income;2002 2002;9.3
791 Viborg;60 60 per cent of median income;2002 2002;8.3
813 Frederikshavn;60 60 per cent of median income;2002 2002;8.0
825 Læsø;60 60 per cent of median income;2002 2002;9.2
846 Mariagerfjord;60 60 per cent of median income;2002 2002;9.3
851 Aalborg;60 60 per cent of median income;2002 2002;11.9
773 Morsø;50 50 per cent of median income;2015 2015;6.1
787 Thisted;50 50 per cent of median income;2015 2015;5.7
810 Brønderslev;50 50 per cent of median income;2015 2015;5.6
820 Vesthimmerlands;50 50 per cent of median income;2015 2015;6.3
840 Rebild;50 50 per cent of median income;2015 2015;4.0
849 Jammerbugt;50 50 per cent of median income;2015 2015;5.2
860 Hjørring;50 50 per cent of median income;2015 2015;6.2
101 Copenhagen;50 50 per cent of median income;2016 2016;15.6
151 Ballerup;50 50 per cent of median income;2016 2016;5.9
155 Dragør;50 50 per cent of median income;2016 2016;4.3
159 Gladsaxe;50 50 per cent of median income;2016 2016;8.4
163 Herlev;50 50 per cent of median income;2016 2016;6.5
167 Hvidovre;50 50 per cent of median income;2016 2016;7.7
173 Lyngby-Taarbæk;50 50 per cent of median income;2016 2016;7.7
183 Ishøj;50 50 per cent of median income;2016 2016;9.3
187 Vallensbæk;50 50 per cent of median income;2016 2016;5.9
201 Allerød;50 50 per cent of median income;2016 2016;3.5
217 Helsingør;50 50 per cent of median income;2016 2016;6.2
223 Hørsholm;50 50 per cent of median income;2016 2016;4.8
240 Egedal;50 50 per cent of median income;2016 2016;3.6
253 Greve;50 50 per cent of median income;2016 2016;5.1
260 Halsnæs;50 50 per cent of median income;2016 2016;5.3
269 Solrød;50 50 per cent of median income;2016 2016;4.3
306 Odsherred;50 50 per cent of median income;2016 2016;6.8
320 Faxe;50 50 per cent of median income;2016 2016;6.5
329 Ringsted;50 50 per cent of median income;2016 2016;6.3
336 Stevns;50 50 per cent of median income;2016 2016;5.4
350 Lejre;50 50 per cent of median income;2016 2016;4.4
370 Næstved;50 50 per cent of median income;2016 2016;7.0
390 Vordingborg;50 50 per cent of median income;2016 2016;7.5
410 Middelfart;50 50 per cent of median income;2016 2016;4.6
430 Faaborg-Midtfyn;50 50 per cent of median income;2016 2016;5.3
450 Nyborg;50 50 per cent of median income;2016 2016;6.1
479 Svendborg;50 50 per cent of median income;2016 2016;8.0
482 Langeland;50 50 per cent of median income;2016 2016;7.2
510 Haderslev;50 50 per cent of median income;2016 2016;7.3
540 Sønderborg;50 50 per cent of median income;2016 2016;6.9
561 Esbjerg;50 50 per cent of median income;2016 2016;7.6
573 Varde;50 50 per cent of median income;2016 2016;5.8
580 Aabenraa;50 50 per cent of median income;2016 2016;7.1
615 Horsens;50 50 per cent of median income;2016 2016;7.2
630 Vejle;50 50 per cent of median income;2016 2016;6.1
661 Holstebro;50 50 per cent of median income;2016 2016;6.8
671 Struer;50 50 per cent of median income;2016 2016;6.6
707 Norddjurs;50 50 per cent of median income;2016 2016;8.1
727 Odder;50 50 per cent of median income;2016 2016;4.5
740 Silkeborg;50 50 per cent of median income;2016 2016;5.2
746 Skanderborg;50 50 per cent of median income;2016 2016;3.7
756 Ikast-Brande;50 50 per cent of median income;2016 2016;5.3
766 Hedensted;50 50 per cent of median income;2016 2016;4.2
779 Skive;50 50 per cent of median income;2016 2016;6.0
791 Viborg;50 50 per cent of median income;2016 2016;6.4
813 Frederikshavn;50 50 per cent of median income;2016 2016;6.2
825 Læsø;50 50 per cent of median income;2016 2016;4.8
846 Mariagerfjord;50 50 per cent of median income;2016 2016;6.0
851 Aalborg;50 50 per cent of median income;2016 2016;11.5
000 All Denmark;50 50 per cent of median income;2017 2017;8.8
147 Frederiksberg;50 50 per cent of median income;2017 2017;11.3
153 Brøndby;50 50 per cent of median income;2017 2017;10.5
157 Gentofte;50 50 per cent of median income;2017 2017;7.9
161 Glostrup;50 50 per cent of median income;2017 2017;7.4
165 Albertslund;50 50 per cent of median income;2017 2017;11.1
169 Høje-Taastrup;50 50 per cent of median income;2017 2017;9.2
175 Rødovre;50 50 per cent of median income;2017 2017;7.9
185 Tårnby;50 50 per cent of median income;2017 2017;6.2
190 Furesø;50 50 per cent of median income;2017 2017;5.1
210 Fredensborg;50 50 per cent of median income;2017 2017;6.1
219 Hillerød;50 50 per cent of median income;2017 2017;6.3
230 Rudersdal;50 50 per cent of median income;2017 2017;5.8
250 Frederikssund;50 50 per cent of median income;2017 2017;5.4
259 Køge;50 50 per cent of median income;2017 2017;6.3
265 Roskilde;50 50 per cent of median income;2017 2017;7.1
270 Gribskov;50 50 per cent of median income;2017 2017;6.1
316 Holbæk;50 50 per cent of median income;2017 2017;6.9
326 Kalundborg;50 50 per cent of median income;2017 2017;7.2
330 Slagelse;50 50 per cent of median income;2017 2017;8.7
340 Sorø;50 50 per cent of median income;2017 2017;6.2
360 Lolland;50 50 per cent of median income;2017 2017;8.9
376 Guldborgsund;50 50 per cent of median income;2017 2017;9.0
400 Bornholm;50 50 per cent of median income;2017 2017;6.0
420 Assens;50 50 per cent of median income;2017 2017;6.2
440 Kerteminde;50 50 per cent of median income;2017 2017;5.9
461 Odense;50 50 per cent of median income;2017 2017;13.7
480 Nordfyns;50 50 per cent of median income;2017 2017;5.9
492 Ærø;50 50 per cent of median income;2017 2017;9.3
530 Billund;50 50 per cent of median income;2017 2017;5.2
550 Tønder;50 50 per cent of median income;2017 2017;7.1
563 Fanø;50 50 per cent of median income;2017 2017;6.1
575 Vejen;50 50 per cent of median income;2017 2017;6.1
607 Fredericia;50 50 per cent of median income;2017 2017;7.7
621 Kolding;50 50 per cent of median income;2017 2017;7.4
657 Herning;50 50 per cent of median income;2017 2017;6.7
665 Lemvig;50 50 per cent of median income;2017 2017;5.5
706 Syddjurs;50 50 per cent of median income;2017 2017;5.6
710 Favrskov;50 50 per cent of median income;2017 2017;4.2
730 Randers;50 50 per cent of median income;2017 2017;7.9
741 Samsø;50 50 per cent of median income;2017 2017;6.2
751 Aarhus;50 50 per cent of median income;2017 2017;14.2
760 Ringkøbing-Skjern;50 50 per cent of median income;2017 2017;5.4
773 Morsø;50 50 per cent of median income;2017 2017;6.8
787 Thisted;50 50 per cent of median income;2017 2017;6.5
810 Brønderslev;50 50 per cent of median income;2017 2017;6.6
820 Vesthimmerlands;50 50 per cent of median income;2017 2017;6.6
840 Rebild;50 50 per cent of median income;2017 2017;4.4
849 Jammerbugt;50 50 per cent of median income;2017 2017;6.6
860 Hjørring;50 50 per cent of median income;2017 2017;7.0
101 Copenhagen;50 50 per cent of median income;2018 2018;16.2
151 Ballerup;50 50 per cent of median income;2018 2018;6.4
155 Dragør;50 50 per cent of median income;2018 2018;4.0
159 Gladsaxe;50 50 per cent of median income;2018 2018;8.8
163 Herlev;50 50 per cent of median income;2018 2018;6.9
167 Hvidovre;50 50 per cent of median income;2018 2018;8.0
173 Lyngby-Taarbæk;50 50 per cent of median income;2018 2018;8.4
183 Ishøj;50 50 per cent of median income;2018 2018;11.0
187 Vallensbæk;50 50 per cent of median income;2018 2018;6.5
201 Allerød;50 50 per cent of median income;2018 2018;3.5
217 Helsingør;50 50 per cent of median income;2018 2018;6.9
223 Hørsholm;50 50 per cent of median income;2018 2018;5.4
240 Egedal;50 50 per cent of median income;2018 2018;3.9
253 Greve;50 50 per cent of median income;2018 2018;5.5
260 Halsnæs;50 50 per cent of median income;2018 2018;6.0
269 Solrød;50 50 per cent of median income;2018 2018;4.2
306 Odsherred;50 50 per cent of median income;2018 2018;7.1
320 Faxe;50 50 per cent of median income;2018 2018;6.9
329 Ringsted;50 50 per cent of median income;2018 2018;6.7
336 Stevns;50 50 per cent of median income;2018 2018;5.9
350 Lejre;50 50 per cent of median income;2018 2018;4.4
370 Næstved;50 50 per cent of median income;2018 2018;7.7
390 Vordingborg;50 50 per cent of median income;2018 2018;8.1
410 Middelfart;50 50 per cent of median income;2018 2018;4.8
430 Faaborg-Midtfyn;50 50 per cent of median income;2018 2018;6.1
450 Nyborg;50 50 per cent of median income;2018 2018;6.7
479 Svendborg;50 50 per cent of median income;2018 2018;8.5
482 Langeland;50 50 per cent of median income;2018 2018;8.2
510 Haderslev;50 50 per cent of median income;2018 2018;7.5
540 Sønderborg;50 50 per cent of median income;2018 2018;6.9
561 Esbjerg;50 50 per cent of median income;2018 2018;7.6
573 Varde;50 50 per cent of median income;2018 2018;5.7
580 Aabenraa;50 50 per cent of median income;2018 2018;7.2
615 Horsens;50 50 per cent of median income;2018 2018;7.1
630 Vejle;50 50 per cent of median income;2018 2018;6.4
661 Holstebro;50 50 per cent of median income;2018 2018;6.9
671 Struer;50 50 per cent of median income;2018 2018;6.7
707 Norddjurs;50 50 per cent of median income;2018 2018;7.9
727 Odder;50 50 per cent of median income;2018 2018;5.0
740 Silkeborg;50 50 per cent of median income;2018 2018;5.4
746 Skanderborg;50 50 per cent of median income;2018 2018;3.9
756 Ikast-Brande;50 50 per cent of median income;2018 2018;5.9
766 Hedensted;50 50 per cent of median income;2018 2018;4.5
779 Skive;50 50 per cent of median income;2018 2018;6.2
791 Viborg;50 50 per cent of median income;2018 2018;6.5
813 Frederikshavn;50 50 per cent of median income;2018 2018;6.5
825 Læsø;50 50 per cent of median income;2018 2018;4.7
846 Mariagerfjord;50 50 per cent of median income;2018 2018;6.5
851 Aalborg;50 50 per cent of median income;2018 2018;12.0
760 Ringkøbing-Skjern;60 60 per cent of median income;2020 2020;9.7
773 Morsø;60 60 per cent of median income;2020 2020;13.3
787 Thisted;60 60 per cent of median income;2020 2020;12.5
810 Brønderslev;60 60 per cent of median income;2020 2020;11.5
820 Vesthimmerlands;60 60 per cent of median income;2020 2020;12.5
840 Rebild;60 60 per cent of median income;2020 2020;8.1
849 Jammerbugt;60 60 per cent of median income;2020 2020;11.1
860 Hjørring;60 60 per cent of median income;2020 2020;12.5
101 Copenhagen;60 60 per cent of median income;2021 2021;23.5
151 Ballerup;60 60 per cent of median income;2021 2021;12.1
155 Dragør;60 60 per cent of median income;2021 2021;7.1
159 Gladsaxe;60 60 per cent of median income;2021 2021;13.4
163 Herlev;60 60 per cent of median income;2021 2021;11.7
167 Hvidovre;60 60 per cent of median income;2021 2021;13.9
173 Lyngby-Taarbæk;60 60 per cent of median income;2021 2021;12.6
183 Ishøj;60 60 per cent of median income;2021 2021;17.2
187 Vallensbæk;60 60 per cent of median income;2021 2021;10.1
201 Allerød;60 60 per cent of median income;2021 2021;5.6
217 Helsingør;60 60 per cent of median income;2021 2021;10.7
223 Hørsholm;60 60 per cent of median income;2021 2021;7.4
240 Egedal;60 60 per cent of median income;2021 2021;6.1
253 Greve;60 60 per cent of median income;2021 2021;9.2
260 Halsnæs;60 60 per cent of median income;2021 2021;10.3
269 Solrød;60 60 per cent of median income;2021 2021;6.6
306 Odsherred;60 60 per cent of median income;2021 2021;12.5
320 Faxe;60 60 per cent of median income;2021 2021;11.1
329 Ringsted;60 60 per cent of median income;2021 2021;11.7
336 Stevns;60 60 per cent of median income;2021 2021;9.8
350 Lejre;60 60 per cent of median income;2021 2021;7.7
370 Næstved;60 60 per cent of median income;2021 2021;12.9
390 Vordingborg;60 60 per cent of median income;2021 2021;13.3
410 Middelfart;60 60 per cent of median income;2021 2021;8.9
430 Faaborg-Midtfyn;60 60 per cent of median income;2021 2021;11.2
450 Nyborg;60 60 per cent of median income;2021 2021;12.1
479 Svendborg;60 60 per cent of median income;2021 2021;14.5
482 Langeland;60 60 per cent of median income;2021 2021;16.1
510 Haderslev;60 60 per cent of median income;2021 2021;13.5
540 Sønderborg;60 60 per cent of median income;2021 2021;13.4
561 Esbjerg;60 60 per cent of median income;2021 2021;13.2
573 Varde;60 60 per cent of median income;2021 2021;9.9
580 Aabenraa;60 60 per cent of median income;2021 2021;13.4
615 Horsens;60 60 per cent of median income;2021 2021;12.3
630 Vejle;60 60 per cent of median income;2021 2021;10.7
661 Holstebro;60 60 per cent of median income;2021 2021;11.5
671 Struer;60 60 per cent of median income;2021 2021;11.7
707 Norddjurs;60 60 per cent of median income;2021 2021;13.5
727 Odder;60 60 per cent of median income;2021 2021;8.4
740 Silkeborg;60 60 per cent of median income;2021 2021;9.7
746 Skanderborg;60 60 per cent of median income;2021 2021;6.7
756 Ikast-Brande;60 60 per cent of median income;2021 2021;10.8
766 Hedensted;60 60 per cent of median income;2021 2021;8.2
779 Skive;60 60 per cent of median income;2021 2021;11.6
791 Viborg;60 60 per cent of median income;2021 2021;11.2
813 Frederikshavn;60 60 per cent of median income;2021 2021;12.2
825 Læsø;60 60 per cent of median income;2021 2021;14.2
846 Mariagerfjord;60 60 per cent of median income;2021 2021;11.7
851 Aalborg;60 60 per cent of median income;2021 2021;18.6
000 All Denmark;60 60 per cent of median income;2022 2022;13.7
147 Frederiksberg;60 60 per cent of median income;2022 2022;16.1
153 Brøndby;60 60 per cent of median income;2022 2022;17.4
157 Gentofte;60 60 per cent of median income;2022 2022;10.5
161 Glostrup;60 60 per cent of median income;2022 2022;12.8
165 Albertslund;60 60 per cent of median income;2022 2022;17.2
169 Høje-Taastrup;60 60 per cent of median income;2022 2022;15.1
175 Rødovre;60 60 per cent of median income;2022 2022;13.6
185 Tårnby;60 60 per cent of median income;2022 2022;9.9
190 Furesø;60 60 per cent of median income;2022 2022;7.2
210 Fredensborg;60 60 per cent of median income;2022 2022;9.8
219 Hillerød;60 60 per cent of median income;2022 2022;9.9
230 Rudersdal;60 60 per cent of median income;2022 2022;8.0
250 Frederikssund;60 60 per cent of median income;2022 2022;9.0
259 Køge;60 60 per cent of median income;2022 2022;10.5
265 Roskilde;60 60 per cent of median income;2022 2022;10.4
270 Gribskov;60 60 per cent of median income;2022 2022;9.6
316 Holbæk;60 60 per cent of median income;2022 2022;10.8
326 Kalundborg;60 60 per cent of median income;2022 2022;11.8
330 Slagelse;60 60 per cent of median income;2022 2022;13.9
101 Copenhagen;50 50 per cent of median income;2019 2019;15.9
151 Ballerup;50 50 per cent of median income;2019 2019;6.6
155 Dragør;50 50 per cent of median income;2019 2019;4.1
159 Gladsaxe;50 50 per cent of median income;2019 2019;8.5
163 Herlev;50 50 per cent of median income;2019 2019;7.0
167 Hvidovre;50 50 per cent of median income;2019 2019;7.8
173 Lyngby-Taarbæk;50 50 per cent of median income;2019 2019;7.9
183 Ishøj;50 50 per cent of median income;2019 2019;10.4
187 Vallensbæk;50 50 per cent of median income;2019 2019;6.7
201 Allerød;50 50 per cent of median income;2019 2019;3.4
217 Helsingør;50 50 per cent of median income;2019 2019;6.5
223 Hørsholm;50 50 per cent of median income;2019 2019;4.6
240 Egedal;50 50 per cent of median income;2019 2019;3.9
253 Greve;50 50 per cent of median income;2019 2019;5.7
260 Halsnæs;50 50 per cent of median income;2019 2019;5.6
269 Solrød;50 50 per cent of median income;2019 2019;4.1
