OMRÅDE;KØN;TID;INDHOLD
741 Samsø;TOT Total;2004:2008 2004:2008;..
746 Skanderborg;TOT Total;2004:2008 2004:2008;79.2
751 Aarhus;TOT Total;2004:2008 2004:2008;79.0
756 Ikast-Brande;TOT Total;2004:2008 2004:2008;78.8
760 Ringkøbing-Skjern;TOT Total;2004:2008 2004:2008;78.5
766 Hedensted;TOT Total;2004:2008 2004:2008;79.0
773 Morsø;TOT Total;2004:2008 2004:2008;77.6
779 Skive;TOT Total;2004:2008 2004:2008;78.6
787 Thisted;TOT Total;2004:2008 2004:2008;77.1
791 Viborg;TOT Total;2004:2008 2004:2008;78.8
810 Brønderslev;TOT Total;2004:2008 2004:2008;78.6
813 Frederikshavn;TOT Total;2004:2008 2004:2008;77.5
820 Vesthimmerlands;TOT Total;2004:2008 2004:2008;78.1
825 Læsø;TOT Total;2004:2008 2004:2008;..
840 Rebild;TOT Total;2004:2008 2004:2008;79.0
846 Mariagerfjord;TOT Total;2004:2008 2004:2008;78.0
849 Jammerbugt;TOT Total;2004:2008 2004:2008;78.7
851 Aalborg;TOT Total;2004:2008 2004:2008;78.1
860 Hjørring;TOT Total;2004:2008 2004:2008;78.5
000 All Denmark;TOT Total;2000:2004 2000:2004;77.1
101 Copenhagen;TOT Total;2000:2004 2000:2004;74.7
147 Frederiksberg;TOT Total;2000:2004 2000:2004;77.1
151 Ballerup;TOT Total;2000:2004 2000:2004;76.9
153 Brøndby;TOT Total;2000:2004 2000:2004;76.4
155 Dragør;TOT Total;2000:2004 2000:2004;79.4
157 Gentofte;TOT Total;2000:2004 2000:2004;78.7
159 Gladsaxe;TOT Total;2000:2004 2000:2004;76.6
161 Glostrup;TOT Total;2000:2004 2000:2004;77.0
163 Herlev;TOT Total;2000:2004 2000:2004;77.1
165 Albertslund;TOT Total;2000:2004 2000:2004;76.8
167 Hvidovre;TOT Total;2000:2004 2000:2004;76.3
169 Høje-Taastrup;TOT Total;2000:2004 2000:2004;76.2
173 Lyngby-Taarbæk;TOT Total;2000:2004 2000:2004;78.5
175 Rødovre;TOT Total;2000:2004 2000:2004;75.9
183 Ishøj;TOT Total;2000:2004 2000:2004;75.0
185 Tårnby;TOT Total;2000:2004 2000:2004;77.0
187 Vallensbæk;TOT Total;2000:2004 2000:2004;78.7
190 Furesø;TOT Total;2000:2004 2000:2004;78.4
201 Allerød;TOT Total;2000:2004 2000:2004;78.8
210 Fredensborg;TOT Total;2000:2004 2000:2004;77.5
217 Helsingør;TOT Total;2000:2004 2000:2004;76.4
219 Hillerød;TOT Total;2000:2004 2000:2004;77.8
223 Hørsholm;TOT Total;2000:2004 2000:2004;79.7
230 Rudersdal;TOT Total;2000:2004 2000:2004;79.3
240 Egedal;TOT Total;2000:2004 2000:2004;77.6
250 Frederikssund;TOT Total;2000:2004 2000:2004;76.4
253 Greve;TOT Total;2000:2004 2000:2004;76.9
259 Køge;TOT Total;2000:2004 2000:2004;76.7
260 Halsnæs;TOT Total;2000:2004 2000:2004;75.2
265 Roskilde;TOT Total;2000:2004 2000:2004;77.5
269 Solrød;TOT Total;2000:2004 2000:2004;78.0
270 Gribskov;TOT Total;2000:2004 2000:2004;76.8
306 Odsherred;TOT Total;2000:2004 2000:2004;76.5
316 Holbæk;TOT Total;2000:2004 2000:2004;76.6
320 Faxe;TOT Total;2000:2004 2000:2004;76.8
326 Kalundborg;TOT Total;2000:2004 2000:2004;76.1
329 Ringsted;TOT Total;2000:2004 2000:2004;76.6
330 Slagelse;TOT Total;2000:2004 2000:2004;75.7
336 Stevns;TOT Total;2000:2004 2000:2004;77.4
340 Sorø;TOT Total;2000:2004 2000:2004;76.0
350 Lejre;TOT Total;2000:2004 2000:2004;78.2
360 Lolland;TOT Total;2000:2004 2000:2004;74.6
370 Næstved;TOT Total;2000:2004 2000:2004;76.4
376 Guldborgsund;TOT Total;2000:2004 2000:2004;76.0
390 Vordingborg;TOT Total;2000:2004 2000:2004;76.0
400 Bornholm;TOT Total;2000:2004 2000:2004;77.4
410 Middelfart;TOT Total;2000:2004 2000:2004;77.1
420 Assens;TOT Total;2000:2004 2000:2004;77.2
430 Faaborg-Midtfyn;TOT Total;2000:2004 2000:2004;77.9
440 Kerteminde;TOT Total;2000:2004 2000:2004;77.1
450 Nyborg;TOT Total;2000:2004 2000:2004;76.9
461 Odense;TOT Total;2000:2004 2000:2004;77.1
479 Svendborg;TOT Total;2000:2004 2000:2004;77.5
480 Nordfyns;TOT Total;2000:2004 2000:2004;77.2
482 Langeland;TOT Total;2000:2004 2000:2004;77.4
492 Ærø;TOT Total;2000:2004 2000:2004;..
510 Haderslev;TOT Total;2000:2004 2000:2004;77.2
530 Billund;TOT Total;2000:2004 2000:2004;77.6
540 Sønderborg;TOT Total;2000:2004 2000:2004;78.6
550 Tønder;TOT Total;2000:2004 2000:2004;77.1
561 Esbjerg;TOT Total;2000:2004 2000:2004;76.5
563 Fanø;TOT Total;2000:2004 2000:2004;..
573 Varde;TOT Total;2000:2004 2000:2004;78.2
575 Vejen;TOT Total;2000:2004 2000:2004;77.9
580 Aabenraa;TOT Total;2000:2004 2000:2004;77.4
607 Fredericia;TOT Total;2000:2004 2000:2004;76.6
615 Horsens;TOT Total;2000:2004 2000:2004;76.7
621 Kolding;TOT Total;2000:2004 2000:2004;77.5
630 Vejle;TOT Total;2000:2004 2000:2004;77.3
657 Herning;TOT Total;2000:2004 2000:2004;77.2
661 Holstebro;TOT Total;2000:2004 2000:2004;77.1
665 Lemvig;TOT Total;2000:2004 2000:2004;77.6
671 Struer;TOT Total;2000:2004 2000:2004;77.7
706 Syddjurs;TOT Total;2000:2004 2000:2004;78.4
707 Norddjurs;TOT Total;2000:2004 2000:2004;76.9
710 Favrskov;TOT Total;2000:2004 2000:2004;78.7
727 Odder;TOT Total;2000:2004 2000:2004;78.9
730 Randers;TOT Total;2000:2004 2000:2004;76.7
740 Silkeborg;TOT Total;2000:2004 2000:2004;78.0
741 Samsø;TOT Total;2000:2004 2000:2004;..
746 Skanderborg;TOT Total;2000:2004 2000:2004;78.1
751 Aarhus;TOT Total;2000:2004 2000:2004;77.8
756 Ikast-Brande;TOT Total;2000:2004 2000:2004;77.8
760 Ringkøbing-Skjern;TOT Total;2000:2004 2000:2004;77.7
766 Hedensted;TOT Total;2000:2004 2000:2004;78.0
773 Morsø;TOT Total;2000:2004 2000:2004;76.7
779 Skive;TOT Total;2000:2004 2000:2004;77.6
787 Thisted;TOT Total;2000:2004 2000:2004;76.7
791 Viborg;TOT Total;2000:2004 2000:2004;77.2
810 Brønderslev;TOT Total;2000:2004 2000:2004;77.8
813 Frederikshavn;TOT Total;2000:2004 2000:2004;76.5
820 Vesthimmerlands;TOT Total;2000:2004 2000:2004;77.3
825 Læsø;TOT Total;2000:2004 2000:2004;..
840 Rebild;TOT Total;2000:2004 2000:2004;78.3
846 Mariagerfjord;TOT Total;2000:2004 2000:2004;77.0
849 Jammerbugt;TOT Total;2000:2004 2000:2004;77.3
851 Aalborg;TOT Total;2000:2004 2000:2004;77.2
860 Hjørring;TOT Total;2000:2004 2000:2004;77.2
000 All Denmark;TOT Total;2020:2024 2020:2024;81.5
101 Copenhagen;TOT Total;2020:2024 2020:2024;80.7
147 Frederiksberg;TOT Total;2020:2024 2020:2024;82.4
151 Ballerup;TOT Total;2020:2024 2020:2024;80.9
153 Brøndby;TOT Total;2020:2024 2020:2024;80.1
155 Dragør;TOT Total;2020:2024 2020:2024;83.2
157 Gentofte;TOT Total;2020:2024 2020:2024;83.8
159 Gladsaxe;TOT Total;2020:2024 2020:2024;81.5
161 Glostrup;TOT Total;2020:2024 2020:2024;81.1
163 Herlev;TOT Total;2020:2024 2020:2024;80.2
165 Albertslund;TOT Total;2020:2024 2020:2024;81.7
167 Hvidovre;TOT Total;2020:2024 2020:2024;81.0
169 Høje-Taastrup;TOT Total;2020:2024 2020:2024;81.2
173 Lyngby-Taarbæk;TOT Total;2020:2024 2020:2024;83.7
175 Rødovre;TOT Total;2020:2024 2020:2024;81.3
183 Ishøj;TOT Total;2020:2024 2020:2024;79.8
185 Tårnby;TOT Total;2020:2024 2020:2024;81.0
187 Vallensbæk;TOT Total;2020:2024 2020:2024;81.9
190 Furesø;TOT Total;2020:2024 2020:2024;83.1
201 Allerød;TOT Total;2020:2024 2020:2024;83.5
210 Fredensborg;TOT Total;2020:2024 2020:2024;82.3
217 Helsingør;TOT Total;2020:2024 2020:2024;81.4
219 Hillerød;TOT Total;2020:2024 2020:2024;82.3
223 Hørsholm;TOT Total;2020:2024 2020:2024;83.5
230 Rudersdal;TOT Total;2020:2024 2020:2024;83.8
240 Egedal;TOT Total;2020:2024 2020:2024;82.9
250 Frederikssund;TOT Total;2020:2024 2020:2024;81.2
253 Greve;TOT Total;2020:2024 2020:2024;81.9
259 Køge;TOT Total;2020:2024 2020:2024;81.1
260 Halsnæs;TOT Total;2020:2024 2020:2024;80.6
265 Roskilde;TOT Total;2020:2024 2020:2024;82.0
269 Solrød;TOT Total;2020:2024 2020:2024;83.1
270 Gribskov;TOT Total;2020:2024 2020:2024;82.1
306 Odsherred;TOT Total;2020:2024 2020:2024;80.3
316 Holbæk;TOT Total;2020:2024 2020:2024;80.9
320 Faxe;TOT Total;2020:2024 2020:2024;81.0
326 Kalundborg;TOT Total;2020:2024 2020:2024;80.5
329 Ringsted;TOT Total;2020:2024 2020:2024;81.3
330 Slagelse;TOT Total;2020:2024 2020:2024;80.3
336 Stevns;TOT Total;2020:2024 2020:2024;81.0
340 Sorø;TOT Total;2020:2024 2020:2024;80.1
350 Lejre;TOT Total;2020:2024 2020:2024;82.8
360 Lolland;TOT Total;2020:2024 2020:2024;78.7
370 Næstved;TOT Total;2020:2024 2020:2024;80.7
376 Guldborgsund;TOT Total;2020:2024 2020:2024;79.2
390 Vordingborg;TOT Total;2020:2024 2020:2024;79.7
400 Bornholm;TOT Total;2020:2024 2020:2024;80.7
410 Middelfart;TOT Total;2020:2024 2020:2024;81.7
420 Assens;TOT Total;2020:2024 2020:2024;81.2
430 Faaborg-Midtfyn;TOT Total;2020:2024 2020:2024;81.6
440 Kerteminde;TOT Total;2020:2024 2020:2024;81.8
450 Nyborg;TOT Total;2020:2024 2020:2024;81.0
461 Odense;TOT Total;2020:2024 2020:2024;81.3
479 Svendborg;TOT Total;2020:2024 2020:2024;81.1
480 Nordfyns;TOT Total;2020:2024 2020:2024;81.2
482 Langeland;TOT Total;2020:2024 2020:2024;80.6
492 Ærø;TOT Total;2020:2024 2020:2024;..
510 Haderslev;TOT Total;2020:2024 2020:2024;81.7
530 Billund;TOT Total;2020:2024 2020:2024;82.1
540 Sønderborg;TOT Total;2020:2024 2020:2024;81.8
550 Tønder;TOT Total;2020:2024 2020:2024;80.7
561 Esbjerg;TOT Total;2020:2024 2020:2024;80.8
563 Fanø;TOT Total;2020:2024 2020:2024;..
573 Varde;TOT Total;2020:2024 2020:2024;82.0
575 Vejen;TOT Total;2020:2024 2020:2024;81.8
580 Aabenraa;TOT Total;2020:2024 2020:2024;81.5
607 Fredericia;TOT Total;2020:2024 2020:2024;81.2
615 Horsens;TOT Total;2020:2024 2020:2024;81.4
621 Kolding;TOT Total;2020:2024 2020:2024;81.8
630 Vejle;TOT Total;2020:2024 2020:2024;81.9
657 Herning;TOT Total;2020:2024 2020:2024;81.7
661 Holstebro;TOT Total;2020:2024 2020:2024;81.7
665 Lemvig;TOT Total;2020:2024 2020:2024;81.8
671 Struer;TOT Total;2020:2024 2020:2024;81.4
706 Syddjurs;TOT Total;2020:2024 2020:2024;82.2
707 Norddjurs;TOT Total;2020:2024 2020:2024;81.0
710 Favrskov;TOT Total;2020:2024 2020:2024;82.5
727 Odder;TOT Total;2020:2024 2020:2024;83.7
730 Randers;TOT Total;2020:2024 2020:2024;80.7
740 Silkeborg;TOT Total;2020:2024 2020:2024;82.3
741 Samsø;TOT Total;2020:2024 2020:2024;..
746 Skanderborg;TOT Total;2020:2024 2020:2024;82.8
751 Aarhus;TOT Total;2020:2024 2020:2024;82.2
756 Ikast-Brande;TOT Total;2020:2024 2020:2024;81.4
760 Ringkøbing-Skjern;TOT Total;2020:2024 2020:2024;81.9
766 Hedensted;TOT Total;2020:2024 2020:2024;81.9
773 Morsø;TOT Total;2020:2024 2020:2024;80.8
779 Skive;TOT Total;2020:2024 2020:2024;81.5
787 Thisted;TOT Total;2020:2024 2020:2024;80.6
791 Viborg;TOT Total;2020:2024 2020:2024;81.9
810 Brønderslev;TOT Total;2020:2024 2020:2024;81.0
813 Frederikshavn;TOT Total;2020:2024 2020:2024;80.8
820 Vesthimmerlands;TOT Total;2020:2024 2020:2024;81.0
825 Læsø;TOT Total;2020:2024 2020:2024;..
840 Rebild;TOT Total;2020:2024 2020:2024;81.9
846 Mariagerfjord;TOT Total;2020:2024 2020:2024;81.5
849 Jammerbugt;TOT Total;2020:2024 2020:2024;81.3
851 Aalborg;TOT Total;2020:2024 2020:2024;81.2
860 Hjørring;TOT Total;2020:2024 2020:2024;81.3
000 All Denmark;TOT Total;2006:2010 2006:2010;78.6
101 Copenhagen;TOT Total;2006:2010 2006:2010;76.1
147 Frederiksberg;TOT Total;2006:2010 2006:2010;78.5
151 Ballerup;TOT Total;2006:2010 2006:2010;78.1
153 Brøndby;TOT Total;2006:2010 2006:2010;77.8
155 Dragør;TOT Total;2006:2010 2006:2010;80.0
157 Gentofte;TOT Total;2006:2010 2006:2010;80.9
159 Gladsaxe;TOT Total;2006:2010 2006:2010;78.0
161 Glostrup;TOT Total;2006:2010 2006:2010;78.6
163 Herlev;TOT Total;2006:2010 2006:2010;77.4
165 Albertslund;TOT Total;2006:2010 2006:2010;78.2
167 Hvidovre;TOT Total;2006:2010 2006:2010;78.1
169 Høje-Taastrup;TOT Total;2006:2010 2006:2010;77.7
173 Lyngby-Taarbæk;TOT Total;2006:2010 2006:2010;80.8
175 Rødovre;TOT Total;2006:2010 2006:2010;78.3
183 Ishøj;TOT Total;2006:2010 2006:2010;76.7
185 Tårnby;TOT Total;2006:2010 2006:2010;78.2
187 Vallensbæk;TOT Total;2006:2010 2006:2010;79.4
190 Furesø;TOT Total;2006:2010 2006:2010;80.6
201 Allerød;TOT Total;2006:2010 2006:2010;80.8
210 Fredensborg;TOT Total;2006:2010 2006:2010;78.4
217 Helsingør;TOT Total;2006:2010 2006:2010;78.2
219 Hillerød;TOT Total;2006:2010 2006:2010;79.8
223 Hørsholm;TOT Total;2006:2010 2006:2010;81.0
230 Rudersdal;TOT Total;2006:2010 2006:2010;80.4
240 Egedal;TOT Total;2006:2010 2006:2010;79.7
250 Frederikssund;TOT Total;2006:2010 2006:2010;78.4
253 Greve;TOT Total;2006:2010 2006:2010;78.6
259 Køge;TOT Total;2006:2010 2006:2010;78.6
260 Halsnæs;TOT Total;2006:2010 2006:2010;77.7
265 Roskilde;TOT Total;2006:2010 2006:2010;78.8
269 Solrød;TOT Total;2006:2010 2006:2010;80.3
270 Gribskov;TOT Total;2006:2010 2006:2010;78.7
306 Odsherred;TOT Total;2006:2010 2006:2010;76.9
316 Holbæk;TOT Total;2006:2010 2006:2010;78.4
320 Faxe;TOT Total;2006:2010 2006:2010;78.1
326 Kalundborg;TOT Total;2006:2010 2006:2010;77.3
329 Ringsted;TOT Total;2006:2010 2006:2010;78.4
330 Slagelse;TOT Total;2006:2010 2006:2010;77.5
336 Stevns;TOT Total;2006:2010 2006:2010;78.3
340 Sorø;TOT Total;2006:2010 2006:2010;77.4
350 Lejre;TOT Total;2006:2010 2006:2010;79.9
360 Lolland;TOT Total;2006:2010 2006:2010;75.6
370 Næstved;TOT Total;2006:2010 2006:2010;77.5
376 Guldborgsund;TOT Total;2006:2010 2006:2010;77.0
390 Vordingborg;TOT Total;2006:2010 2006:2010;77.0
400 Bornholm;TOT Total;2006:2010 2006:2010;78.8
410 Middelfart;TOT Total;2006:2010 2006:2010;78.9
420 Assens;TOT Total;2006:2010 2006:2010;78.6
430 Faaborg-Midtfyn;TOT Total;2006:2010 2006:2010;79.1
440 Kerteminde;TOT Total;2006:2010 2006:2010;78.8
450 Nyborg;TOT Total;2006:2010 2006:2010;78.1
461 Odense;TOT Total;2006:2010 2006:2010;78.4
479 Svendborg;TOT Total;2006:2010 2006:2010;78.8
480 Nordfyns;TOT Total;2006:2010 2006:2010;79.0
482 Langeland;TOT Total;2006:2010 2006:2010;78.4
492 Ærø;TOT Total;2006:2010 2006:2010;..
510 Haderslev;TOT Total;2006:2010 2006:2010;78.5
530 Billund;TOT Total;2006:2010 2006:2010;79.3
540 Sønderborg;TOT Total;2006:2010 2006:2010;79.0
550 Tønder;TOT Total;2006:2010 2006:2010;78.4
561 Esbjerg;TOT Total;2006:2010 2006:2010;78.2
563 Fanø;TOT Total;2006:2010 2006:2010;..
573 Varde;TOT Total;2006:2010 2006:2010;79.2
575 Vejen;TOT Total;2006:2010 2006:2010;79.5
580 Aabenraa;TOT Total;2006:2010 2006:2010;78.5
607 Fredericia;TOT Total;2006:2010 2006:2010;78.1
615 Horsens;TOT Total;2006:2010 2006:2010;78.9
621 Kolding;TOT Total;2006:2010 2006:2010;79.3
630 Vejle;TOT Total;2006:2010 2006:2010;79.0
657 Herning;TOT Total;2006:2010 2006:2010;79.2
661 Holstebro;TOT Total;2006:2010 2006:2010;78.8
665 Lemvig;TOT Total;2006:2010 2006:2010;78.2
671 Struer;TOT Total;2006:2010 2006:2010;78.0
706 Syddjurs;TOT Total;2006:2010 2006:2010;79.3
707 Norddjurs;TOT Total;2006:2010 2006:2010;77.9
710 Favrskov;TOT Total;2006:2010 2006:2010;79.9
727 Odder;TOT Total;2006:2010 2006:2010;79.4
730 Randers;TOT Total;2006:2010 2006:2010;78.3
740 Silkeborg;TOT Total;2006:2010 2006:2010;79.2
741 Samsø;TOT Total;2006:2010 2006:2010;..
746 Skanderborg;TOT Total;2006:2010 2006:2010;79.6
751 Aarhus;TOT Total;2006:2010 2006:2010;79.5
756 Ikast-Brande;TOT Total;2006:2010 2006:2010;79.0
760 Ringkøbing-Skjern;TOT Total;2006:2010 2006:2010;79.2
766 Hedensted;TOT Total;2006:2010 2006:2010;79.5
773 Morsø;TOT Total;2006:2010 2006:2010;77.7
779 Skive;TOT Total;2006:2010 2006:2010;79.2
787 Thisted;TOT Total;2006:2010 2006:2010;77.8
791 Viborg;TOT Total;2006:2010 2006:2010;79.6
810 Brønderslev;TOT Total;2006:2010 2006:2010;79.2
813 Frederikshavn;TOT Total;2006:2010 2006:2010;78.0
820 Vesthimmerlands;TOT Total;2006:2010 2006:2010;78.7
825 Læsø;TOT Total;2006:2010 2006:2010;..
840 Rebild;TOT Total;2006:2010 2006:2010;79.3
846 Mariagerfjord;TOT Total;2006:2010 2006:2010;78.4
849 Jammerbugt;TOT Total;2006:2010 2006:2010;79.2
851 Aalborg;TOT Total;2006:2010 2006:2010;78.6
860 Hjørring;TOT Total;2006:2010 2006:2010;78.8
000 All Denmark;TOT Total;2012:2016 2012:2016;80.4
101 Copenhagen;TOT Total;2012:2016 2012:2016;78.3
147 Frederiksberg;TOT Total;2012:2016 2012:2016;80.6
151 Ballerup;TOT Total;2012:2016 2012:2016;80.1
153 Brøndby;TOT Total;2012:2016 2012:2016;79.5
155 Dragør;TOT Total;2012:2016 2012:2016;81.8
157 Gentofte;TOT Total;2012:2016 2012:2016;82.9
159 Gladsaxe;TOT Total;2012:2016 2012:2016;79.8
161 Glostrup;TOT Total;2012:2016 2012:2016;80.4
163 Herlev;TOT Total;2012:2016 2012:2016;79.8
165 Albertslund;TOT Total;2012:2016 2012:2016;80.6
167 Hvidovre;TOT Total;2012:2016 2012:2016;80.2
169 Høje-Taastrup;TOT Total;2012:2016 2012:2016;79.9
173 Lyngby-Taarbæk;TOT Total;2012:2016 2012:2016;82.2
175 Rødovre;TOT Total;2012:2016 2012:2016;79.7
183 Ishøj;TOT Total;2012:2016 2012:2016;78.7
185 Tårnby;TOT Total;2012:2016 2012:2016;79.9
187 Vallensbæk;TOT Total;2012:2016 2012:2016;81.2
190 Furesø;TOT Total;2012:2016 2012:2016;82.4
201 Allerød;TOT Total;2012:2016 2012:2016;82.4
210 Fredensborg;TOT Total;2012:2016 2012:2016;81.5
217 Helsingør;TOT Total;2012:2016 2012:2016;80.4
219 Hillerød;TOT Total;2012:2016 2012:2016;81.3
223 Hørsholm;TOT Total;2012:2016 2012:2016;82.4
230 Rudersdal;TOT Total;2012:2016 2012:2016;82.7
240 Egedal;TOT Total;2012:2016 2012:2016;82.1
250 Frederikssund;TOT Total;2012:2016 2012:2016;79.6
253 Greve;TOT Total;2012:2016 2012:2016;80.7
259 Køge;TOT Total;2012:2016 2012:2016;80.5
260 Halsnæs;TOT Total;2012:2016 2012:2016;78.7
265 Roskilde;TOT Total;2012:2016 2012:2016;81.0
269 Solrød;TOT Total;2012:2016 2012:2016;81.3
270 Gribskov;TOT Total;2012:2016 2012:2016;80.2
306 Odsherred;TOT Total;2012:2016 2012:2016;79.3
316 Holbæk;TOT Total;2012:2016 2012:2016;80.1
320 Faxe;TOT Total;2012:2016 2012:2016;79.7
326 Kalundborg;TOT Total;2012:2016 2012:2016;79.4
329 Ringsted;TOT Total;2012:2016 2012:2016;79.9
330 Slagelse;TOT Total;2012:2016 2012:2016;79.1
336 Stevns;TOT Total;2012:2016 2012:2016;80.4
340 Sorø;TOT Total;2012:2016 2012:2016;79.1
350 Lejre;TOT Total;2012:2016 2012:2016;81.5
360 Lolland;TOT Total;2012:2016 2012:2016;77.3
370 Næstved;TOT Total;2012:2016 2012:2016;79.7
376 Guldborgsund;TOT Total;2012:2016 2012:2016;78.5
390 Vordingborg;TOT Total;2012:2016 2012:2016;78.7
400 Bornholm;TOT Total;2012:2016 2012:2016;79.5
410 Middelfart;TOT Total;2012:2016 2012:2016;80.9
420 Assens;TOT Total;2012:2016 2012:2016;80.9
430 Faaborg-Midtfyn;TOT Total;2012:2016 2012:2016;80.7
440 Kerteminde;TOT Total;2012:2016 2012:2016;81.0
450 Nyborg;TOT Total;2012:2016 2012:2016;80.4
461 Odense;TOT Total;2012:2016 2012:2016;80.1
479 Svendborg;TOT Total;2012:2016 2012:2016;80.9
480 Nordfyns;TOT Total;2012:2016 2012:2016;80.0
482 Langeland;TOT Total;2012:2016 2012:2016;80.1
492 Ærø;TOT Total;2012:2016 2012:2016;..
510 Haderslev;TOT Total;2012:2016 2012:2016;80.7
530 Billund;TOT Total;2012:2016 2012:2016;80.6
540 Sønderborg;TOT Total;2012:2016 2012:2016;80.7
550 Tønder;TOT Total;2012:2016 2012:2016;80.7
561 Esbjerg;TOT Total;2012:2016 2012:2016;80.0
563 Fanø;TOT Total;2012:2016 2012:2016;..
573 Varde;TOT Total;2012:2016 2012:2016;81.5
575 Vejen;TOT Total;2012:2016 2012:2016;80.9
580 Aabenraa;TOT Total;2012:2016 2012:2016;80.4
607 Fredericia;TOT Total;2012:2016 2012:2016;79.9
615 Horsens;TOT Total;2012:2016 2012:2016;80.7
621 Kolding;TOT Total;2012:2016 2012:2016;80.5
630 Vejle;TOT Total;2012:2016 2012:2016;80.7
657 Herning;TOT Total;2012:2016 2012:2016;81.0
661 Holstebro;TOT Total;2012:2016 2012:2016;80.9
665 Lemvig;TOT Total;2012:2016 2012:2016;80.4
671 Struer;TOT Total;2012:2016 2012:2016;80.7
706 Syddjurs;TOT Total;2012:2016 2012:2016;81.6
707 Norddjurs;TOT Total;2012:2016 2012:2016;79.4
710 Favrskov;TOT Total;2012:2016 2012:2016;81.7
727 Odder;TOT Total;2012:2016 2012:2016;81.3
730 Randers;TOT Total;2012:2016 2012:2016;79.8
740 Silkeborg;TOT Total;2012:2016 2012:2016;81.2
741 Samsø;TOT Total;2012:2016 2012:2016;..
746 Skanderborg;TOT Total;2012:2016 2012:2016;81.7
751 Aarhus;TOT Total;2012:2016 2012:2016;81.1
756 Ikast-Brande;TOT Total;2012:2016 2012:2016;80.9
760 Ringkøbing-Skjern;TOT Total;2012:2016 2012:2016;81.0
766 Hedensted;TOT Total;2012:2016 2012:2016;81.2
773 Morsø;TOT Total;2012:2016 2012:2016;79.8
779 Skive;TOT Total;2012:2016 2012:2016;80.6
787 Thisted;TOT Total;2012:2016 2012:2016;79.7
791 Viborg;TOT Total;2012:2016 2012:2016;81.2
810 Brønderslev;TOT Total;2012:2016 2012:2016;80.2
813 Frederikshavn;TOT Total;2012:2016 2012:2016;79.9
820 Vesthimmerlands;TOT Total;2012:2016 2012:2016;80.5
825 Læsø;TOT Total;2012:2016 2012:2016;..
840 Rebild;TOT Total;2012:2016 2012:2016;80.7
846 Mariagerfjord;TOT Total;2012:2016 2012:2016;80.3
849 Jammerbugt;TOT Total;2012:2016 2012:2016;80.5
851 Aalborg;TOT Total;2012:2016 2012:2016;80.4
860 Hjørring;TOT Total;2012:2016 2012:2016;80.8
000 All Denmark;TOT Total;2016:2020 2016:2020;81.1
101 Copenhagen;TOT Total;2016:2020 2016:2020;79.7
147 Frederiksberg;TOT Total;2016:2020 2016:2020;81.6
151 Ballerup;TOT Total;2016:2020 2016:2020;80.5
153 Brøndby;TOT Total;2016:2020 2016:2020;79.6
155 Dragør;TOT Total;2016:2020 2016:2020;81.6
157 Gentofte;TOT Total;2016:2020 2016:2020;83.5
159 Gladsaxe;TOT Total;2016:2020 2016:2020;80.8
161 Glostrup;TOT Total;2016:2020 2016:2020;81.3
163 Herlev;TOT Total;2016:2020 2016:2020;80.0
165 Albertslund;TOT Total;2016:2020 2016:2020;81.4
167 Hvidovre;TOT Total;2016:2020 2016:2020;80.9
169 Høje-Taastrup;TOT Total;2016:2020 2016:2020;80.5
173 Lyngby-Taarbæk;TOT Total;2016:2020 2016:2020;82.5
175 Rødovre;TOT Total;2016:2020 2016:2020;80.8
183 Ishøj;TOT Total;2016:2020 2016:2020;79.9
185 Tårnby;TOT Total;2016:2020 2016:2020;80.2
187 Vallensbæk;TOT Total;2016:2020 2016:2020;81.6
190 Furesø;TOT Total;2016:2020 2016:2020;82.8
201 Allerød;TOT Total;2016:2020 2016:2020;83.2
210 Fredensborg;TOT Total;2016:2020 2016:2020;81.9
217 Helsingør;TOT Total;2016:2020 2016:2020;81.5
219 Hillerød;TOT Total;2016:2020 2016:2020;81.8
223 Hørsholm;TOT Total;2016:2020 2016:2020;83.5
230 Rudersdal;TOT Total;2016:2020 2016:2020;83.5
240 Egedal;TOT Total;2016:2020 2016:2020;82.3
250 Frederikssund;TOT Total;2016:2020 2016:2020;80.9
253 Greve;TOT Total;2016:2020 2016:2020;81.6
259 Køge;TOT Total;2016:2020 2016:2020;81.1
260 Halsnæs;TOT Total;2016:2020 2016:2020;80.3
265 Roskilde;TOT Total;2016:2020 2016:2020;81.4
269 Solrød;TOT Total;2016:2020 2016:2020;82.6
270 Gribskov;TOT Total;2016:2020 2016:2020;81.2
306 Odsherred;TOT Total;2016:2020 2016:2020;79.9
316 Holbæk;TOT Total;2016:2020 2016:2020;80.4
320 Faxe;TOT Total;2016:2020 2016:2020;80.5
326 Kalundborg;TOT Total;2016:2020 2016:2020;80.6
329 Ringsted;TOT Total;2016:2020 2016:2020;80.5
330 Slagelse;TOT Total;2016:2020 2016:2020;79.9
336 Stevns;TOT Total;2016:2020 2016:2020;81.0
340 Sorø;TOT Total;2016:2020 2016:2020;80.0
350 Lejre;TOT Total;2016:2020 2016:2020;82.5
360 Lolland;TOT Total;2016:2020 2016:2020;78.2
370 Næstved;TOT Total;2016:2020 2016:2020;80.3
376 Guldborgsund;TOT Total;2016:2020 2016:2020;78.9
390 Vordingborg;TOT Total;2016:2020 2016:2020;79.4
400 Bornholm;TOT Total;2016:2020 2016:2020;79.6
410 Middelfart;TOT Total;2016:2020 2016:2020;80.8
