Year,MunicipalityCode,Municipality,DecileCode,DecileNumber,Decile,AvgDisposableIncome
2003,730,Randers,7DC,7,Seventh decil,176331
2003,730,Randers,8DC,8,Eigth decil,192788
2003,730,Randers,9DC,9,Ninth decil,216938
2003,730,Randers,10DC,10,Tenth decil,308794
2004,730,Randers,1DC,1,First decil,75510
2004,730,Randers,2DC,2,Second decil,110943
2004,730,Randers,3DC,3,Third decil,126125
2004,730,Randers,4DC,4,Fourth decil,142167
2004,730,Randers,5DC,5,Fifth decil,157336
2004,730,Randers,6DC,6,Sixth decil,171438
2004,730,Randers,7DC,7,Seventh decil,186573
2004,730,Randers,8DC,8,Eigth decil,204918
2004,730,Randers,9DC,9,Ninth decil,231547
2004,730,Randers,10DC,10,Tenth decil,340913
2005,730,Randers,1DC,1,First decil,76615
2005,730,Randers,2DC,2,Second decil,114023
2005,730,Randers,3DC,3,Third decil,129885
2005,730,Randers,4DC,4,Fourth decil,146252
2005,730,Randers,5DC,5,Fifth decil,161514
2005,730,Randers,6DC,6,Sixth decil,176181
2005,730,Randers,7DC,7,Seventh decil,191829
2005,730,Randers,8DC,8,Eigth decil,210616
2005,730,Randers,9DC,9,Ninth decil,238089
2005,730,Randers,10DC,10,Tenth decil,356754
2006,730,Randers,1DC,1,First decil,79595
2006,730,Randers,2DC,2,Second decil,118082
2006,730,Randers,3DC,3,Third decil,134310
2006,730,Randers,4DC,4,Fourth decil,150861
2006,730,Randers,5DC,5,Fifth decil,166484
2006,730,Randers,6DC,6,Sixth decil,181704
2006,730,Randers,7DC,7,Seventh decil,197729
2006,730,Randers,8DC,8,Eigth decil,217074
2006,730,Randers,9DC,9,Ninth decil,245700
2006,730,Randers,10DC,10,Tenth decil,379274
2007,730,Randers,1DC,1,First decil,69711
2007,730,Randers,2DC,2,Second decil,122002
2007,730,Randers,3DC,3,Third decil,138808
2007,730,Randers,4DC,4,Fourth decil,156049
2007,730,Randers,5DC,5,Fifth decil,172086
2007,730,Randers,6DC,6,Sixth decil,187391
2007,730,Randers,7DC,7,Seventh decil,204340
2007,730,Randers,8DC,8,Eigth decil,224711
2007,730,Randers,9DC,9,Ninth decil,254047
2007,730,Randers,10DC,10,Tenth decil,396540
2008,730,Randers,1DC,1,First decil,50082
2008,730,Randers,2DC,2,Second decil,124871
2008,730,Randers,3DC,3,Third decil,142568
2008,730,Randers,4DC,4,Fourth decil,160123
2008,730,Randers,5DC,5,Fifth decil,176768
2008,730,Randers,6DC,6,Sixth decil,192734
2008,730,Randers,7DC,7,Seventh decil,209610
2008,730,Randers,8DC,8,Eigth decil,230238
2008,730,Randers,9DC,9,Ninth decil,259914
2008,730,Randers,10DC,10,Tenth decil,385223
2009,730,Randers,1DC,1,First decil,55760
2009,730,Randers,2DC,2,Second decil,128391
2009,730,Randers,3DC,3,Third decil,145981
2009,730,Randers,4DC,4,Fourth decil,163537
2009,730,Randers,5DC,5,Fifth decil,181165
2009,730,Randers,6DC,6,Sixth decil,198399
2009,730,Randers,7DC,7,Seventh decil,216880
2009,730,Randers,8DC,8,Eigth decil,238837
2009,730,Randers,9DC,9,Ninth decil,270082
2009,730,Randers,10DC,10,Tenth decil,381568
2010,730,Randers,1DC,1,First decil,70552
2010,730,Randers,2DC,2,Second decil,135498
2010,730,Randers,3DC,3,Third decil,154417
2010,730,Randers,4DC,4,Fourth decil,173023
2010,730,Randers,5DC,5,Fifth decil,192674
2010,730,Randers,6DC,6,Sixth decil,211779
2010,730,Randers,7DC,7,Seventh decil,232444
2010,730,Randers,8DC,8,Eigth decil,256661
2010,730,Randers,9DC,9,Ninth decil,292405
2010,730,Randers,10DC,10,Tenth decil,417112
2011,730,Randers,1DC,1,First decil,73251
2011,730,Randers,2DC,2,Second decil,137506
2011,730,Randers,3DC,3,Third decil,156724
2011,730,Randers,4DC,4,Fourth decil,175985
2011,730,Randers,5DC,5,Fifth decil,196154
2011,730,Randers,6DC,6,Sixth decil,215403
2011,730,Randers,7DC,7,Seventh decil,235869
2011,730,Randers,8DC,8,Eigth decil,260958
2011,730,Randers,9DC,9,Ninth decil,296836
2011,730,Randers,10DC,10,Tenth decil,426602
2012,730,Randers,1DC,1,First decil,84903
2012,730,Randers,2DC,2,Second decil,140232
2012,730,Randers,3DC,3,Third decil,159284
2012,730,Randers,4DC,4,Fourth decil,178397
2012,730,Randers,5DC,5,Fifth decil,198644
2012,730,Randers,6DC,6,Sixth decil,218712
2012,730,Randers,7DC,7,Seventh decil,240029
2012,730,Randers,8DC,8,Eigth decil,265808
2012,730,Randers,9DC,9,Ninth decil,302455
2012,730,Randers,10DC,10,Tenth decil,438581
2013,730,Randers,1DC,1,First decil,85895
2013,730,Randers,2DC,2,Second decil,141840
2013,730,Randers,3DC,3,Third decil,161621
2013,730,Randers,4DC,4,Fourth decil,180889
2013,730,Randers,5DC,5,Fifth decil,201635
2013,730,Randers,6DC,6,Sixth decil,222182
2013,730,Randers,7DC,7,Seventh decil,244064
2013,730,Randers,8DC,8,Eigth decil,270931
2013,730,Randers,9DC,9,Ninth decil,309283
2013,730,Randers,10DC,10,Tenth decil,456092
2014,730,Randers,1DC,1,First decil,77482
2014,730,Randers,2DC,2,Second decil,143818
2014,730,Randers,3DC,3,Third decil,164588
2014,730,Randers,4DC,4,Fourth decil,184188
2014,730,Randers,5DC,5,Fifth decil,205922
2014,730,Randers,6DC,6,Sixth decil,227840
2014,730,Randers,7DC,7,Seventh decil,251114
2014,730,Randers,8DC,8,Eigth decil,278388
2014,730,Randers,9DC,9,Ninth decil,317820
2014,730,Randers,10DC,10,Tenth decil,458594
2015,730,Randers,1DC,1,First decil,87001
2015,730,Randers,2DC,2,Second decil,145073
2015,730,Randers,3DC,3,Third decil,166517
2015,730,Randers,4DC,4,Fourth decil,186535
2015,730,Randers,5DC,5,Fifth decil,208517
2015,730,Randers,6DC,6,Sixth decil,231034
2015,730,Randers,7DC,7,Seventh decil,254833
2015,730,Randers,8DC,8,Eigth decil,283317
2015,730,Randers,9DC,9,Ninth decil,325074
2015,730,Randers,10DC,10,Tenth decil,481560
2016,730,Randers,1DC,1,First decil,84894
2016,730,Randers,2DC,2,Second decil,146187
2016,730,Randers,3DC,3,Third decil,168610
2016,730,Randers,4DC,4,Fourth decil,189037
2016,730,Randers,5DC,5,Fifth decil,212162
2016,730,Randers,6DC,6,Sixth decil,235510
2016,730,Randers,7DC,7,Seventh decil,259866
2016,730,Randers,8DC,8,Eigth decil,289808
2016,730,Randers,9DC,9,Ninth decil,331980
2016,730,Randers,10DC,10,Tenth decil,490832
2017,730,Randers,1DC,1,First decil,84576
2017,730,Randers,2DC,2,Second decil,148700
2017,730,Randers,3DC,3,Third decil,172292
2017,730,Randers,4DC,4,Fourth decil,193778
2017,730,Randers,5DC,5,Fifth decil,217620
2017,730,Randers,6DC,6,Sixth decil,242022
2017,730,Randers,7DC,7,Seventh decil,267407
2017,730,Randers,8DC,8,Eigth decil,297941
2017,730,Randers,9DC,9,Ninth decil,341940
2017,730,Randers,10DC,10,Tenth decil,504786
2018,730,Randers,1DC,1,First decil,88613
2018,730,Randers,2DC,2,Second decil,153199
2018,730,Randers,3DC,3,Third decil,177191
2018,730,Randers,4DC,4,Fourth decil,199393
2018,730,Randers,5DC,5,Fifth decil,223753
2018,730,Randers,6DC,6,Sixth decil,248873
2018,730,Randers,7DC,7,Seventh decil,274841
2018,730,Randers,8DC,8,Eigth decil,306550
2018,730,Randers,9DC,9,Ninth decil,351902
2018,730,Randers,10DC,10,Tenth decil,519764
2019,730,Randers,1DC,1,First decil,95376
2019,730,Randers,2DC,2,Second decil,157160
2019,730,Randers,3DC,3,Third decil,181742
2019,730,Randers,4DC,4,Fourth decil,204195
2019,730,Randers,5DC,5,Fifth decil,228788
2019,730,Randers,6DC,6,Sixth decil,253957
2019,730,Randers,7DC,7,Seventh decil,281267
2019,730,Randers,8DC,8,Eigth decil,313936
2019,730,Randers,9DC,9,Ninth decil,360156
2019,730,Randers,10DC,10,Tenth decil,545388
2020,730,Randers,1DC,1,First decil,100577
2020,730,Randers,2DC,2,Second decil,162451
2020,730,Randers,3DC,3,Third decil,186995
2020,730,Randers,4DC,4,Fourth decil,211517
2020,730,Randers,5DC,5,Fifth decil,238167
2020,730,Randers,6DC,6,Sixth decil,265472
2020,730,Randers,7DC,7,Seventh decil,295118
2020,730,Randers,8DC,8,Eigth decil,330317
2020,730,Randers,9DC,9,Ninth decil,379180
2020,730,Randers,10DC,10,Tenth decil,582340
2021,730,Randers,1DC,1,First decil,103978
2021,730,Randers,2DC,2,Second decil,167712
2021,730,Randers,3DC,3,Third decil,192971
2021,730,Randers,4DC,4,Fourth decil,219172
2021,730,Randers,5DC,5,Fifth decil,247383
2021,730,Randers,6DC,6,Sixth decil,275773
2021,730,Randers,7DC,7,Seventh decil,306435
2021,730,Randers,8DC,8,Eigth decil,342437
2021,730,Randers,9DC,9,Ninth decil,394854
2021,730,Randers,10DC,10,Tenth decil,600961
2022,730,Randers,1DC,1,First decil,100794
2022,730,Randers,2DC,2,Second decil,171475
2022,730,Randers,3DC,3,Third decil,197538
2022,730,Randers,4DC,4,Fourth decil,223440
2022,730,Randers,5DC,5,Fifth decil,251324
2022,730,Randers,6DC,6,Sixth decil,279504
2022,730,Randers,7DC,7,Seventh decil,309001
2022,730,Randers,8DC,8,Eigth decil,345100
2022,730,Randers,9DC,9,Ninth decil,396694
2022,730,Randers,10DC,10,Tenth decil,619478
2023,730,Randers,1DC,1,First decil,108153
2023,730,Randers,2DC,2,Second decil,177486
2023,730,Randers,3DC,3,Third decil,204555
2023,730,Randers,4DC,4,Fourth decil,230115
2023,730,Randers,5DC,5,Fifth decil,257525
2023,730,Randers,6DC,6,Sixth decil,286008
2023,730,Randers,7DC,7,Seventh decil,316007
2023,730,Randers,8DC,8,Eigth decil,352422
2023,730,Randers,9DC,9,Ninth decil,405763
2023,730,Randers,10DC,10,Tenth decil,620982
2024,730,Randers,1DC,1,First decil,98071
2024,730,Randers,2DC,2,Second decil,180919
2024,730,Randers,3DC,3,Third decil,206862
2024,730,Randers,4DC,4,Fourth decil,233588
2024,730,Randers,5DC,5,Fifth decil,262882
2024,730,Randers,6DC,6,Sixth decil,291729
2024,730,Randers,7DC,7,Seventh decil,322234
2024,730,Randers,8DC,8,Eigth decil,359797
2024,730,Randers,9DC,9,Ninth decil,415822
2024,730,Randers,10DC,10,Tenth decil,652530
1987,740,Silkeborg,1DC,1,First decil,27995
1987,740,Silkeborg,2DC,2,Second decil,60134
1987,740,Silkeborg,3DC,3,Third decil,69598
1987,740,Silkeborg,4DC,4,Fourth decil,78039
1987,740,Silkeborg,5DC,5,Fifth decil,85243
1987,740,Silkeborg,6DC,6,Sixth decil,92073
1987,740,Silkeborg,7DC,7,Seventh decil,99239
1987,740,Silkeborg,8DC,8,Eigth decil,108225
1987,740,Silkeborg,9DC,9,Ninth decil,120633
1987,740,Silkeborg,10DC,10,Tenth decil,165089
1988,740,Silkeborg,1DC,1,First decil,34076
1988,740,Silkeborg,2DC,2,Second decil,63811
1988,740,Silkeborg,3DC,3,Third decil,73292
1988,740,Silkeborg,4DC,4,Fourth decil,82038
1988,740,Silkeborg,5DC,5,Fifth decil,89544
1988,740,Silkeborg,6DC,6,Sixth decil,96589
1988,740,Silkeborg,7DC,7,Seventh decil,104209
1988,740,Silkeborg,8DC,8,Eigth decil,113410
1988,740,Silkeborg,9DC,9,Ninth decil,126421
1988,740,Silkeborg,10DC,10,Tenth decil,171483
1989,740,Silkeborg,1DC,1,First decil,38073
1989,740,Silkeborg,2DC,2,Second decil,68430
1989,740,Silkeborg,3DC,3,Third decil,78328
1989,740,Silkeborg,4DC,4,Fourth decil,86987
1989,740,Silkeborg,5DC,5,Fifth decil,95021
1989,740,Silkeborg,6DC,6,Sixth decil,102463
1989,740,Silkeborg,7DC,7,Seventh decil,110627
1989,740,Silkeborg,8DC,8,Eigth decil,120436
1989,740,Silkeborg,9DC,9,Ninth decil,133960
1989,740,Silkeborg,10DC,10,Tenth decil,194101
1990,740,Silkeborg,1DC,1,First decil,38650
1990,740,Silkeborg,2DC,2,Second decil,71063
1990,740,Silkeborg,3DC,3,Third decil,81232
1990,740,Silkeborg,4DC,4,Fourth decil,90286
1990,740,Silkeborg,5DC,5,Fifth decil,98636
1990,740,Silkeborg,6DC,6,Sixth decil,106481
1990,740,Silkeborg,7DC,7,Seventh decil,114935
1990,740,Silkeborg,8DC,8,Eigth decil,125264
1990,740,Silkeborg,9DC,9,Ninth decil,140152
1990,740,Silkeborg,10DC,10,Tenth decil,193579
1991,740,Silkeborg,1DC,1,First decil,43902
1991,740,Silkeborg,2DC,2,Second decil,74460
1991,740,Silkeborg,3DC,3,Third decil,84706
1991,740,Silkeborg,4DC,4,Fourth decil,94108
1991,740,Silkeborg,5DC,5,Fifth decil,102643
1991,740,Silkeborg,6DC,6,Sixth decil,110744
1991,740,Silkeborg,7DC,7,Seventh decil,119385
1991,740,Silkeborg,8DC,8,Eigth decil,130330
1991,740,Silkeborg,9DC,9,Ninth decil,145920
1991,740,Silkeborg,10DC,10,Tenth decil,218686
1992,740,Silkeborg,1DC,1,First decil,46327
1992,740,Silkeborg,2DC,2,Second decil,76693
1992,740,Silkeborg,3DC,3,Third decil,87345
1992,740,Silkeborg,4DC,4,Fourth decil,97261
1992,740,Silkeborg,5DC,5,Fifth decil,106298
1992,740,Silkeborg,6DC,6,Sixth decil,114789
1992,740,Silkeborg,7DC,7,Seventh decil,123783
1992,740,Silkeborg,8DC,8,Eigth decil,134840
1992,740,Silkeborg,9DC,9,Ninth decil,151066
1992,740,Silkeborg,10DC,10,Tenth decil,215094
1993,740,Silkeborg,1DC,1,First decil,46602
1993,740,Silkeborg,2DC,2,Second decil,78260
1993,740,Silkeborg,3DC,3,Third decil,89347
1993,740,Silkeborg,4DC,4,Fourth decil,99254
1993,740,Silkeborg,5DC,5,Fifth decil,108345
1993,740,Silkeborg,6DC,6,Sixth decil,117035
1993,740,Silkeborg,7DC,7,Seventh decil,126565
1993,740,Silkeborg,8DC,8,Eigth decil,138243
1993,740,Silkeborg,9DC,9,Ninth decil,155292
1993,740,Silkeborg,10DC,10,Tenth decil,253005
1994,740,Silkeborg,1DC,1,First decil,54768
1994,740,Silkeborg,2DC,2,Second decil,83970
1994,740,Silkeborg,3DC,3,Third decil,95682
1994,740,Silkeborg,4DC,4,Fourth decil,106449
1994,740,Silkeborg,5DC,5,Fifth decil,116344
1994,740,Silkeborg,6DC,6,Sixth decil,125890
1994,740,Silkeborg,7DC,7,Seventh decil,136034
1994,740,Silkeborg,8DC,8,Eigth decil,148495
1994,740,Silkeborg,9DC,9,Ninth decil,166660
1994,740,Silkeborg,10DC,10,Tenth decil,267847
1995,740,Silkeborg,1DC,1,First decil,56659
1995,740,Silkeborg,2DC,2,Second decil,86496
1995,740,Silkeborg,3DC,3,Third decil,98693
1995,740,Silkeborg,4DC,4,Fourth decil,109849
1995,740,Silkeborg,5DC,5,Fifth decil,120249
1995,740,Silkeborg,6DC,6,Sixth decil,130279
1995,740,Silkeborg,7DC,7,Seventh decil,140954
1995,740,Silkeborg,8DC,8,Eigth decil,154378
1995,740,Silkeborg,9DC,9,Ninth decil,173797
1995,740,Silkeborg,10DC,10,Tenth decil,286579
1996,740,Silkeborg,1DC,1,First decil,60926
1996,740,Silkeborg,2DC,2,Second decil,88696
1996,740,Silkeborg,3DC,3,Third decil,101570
1996,740,Silkeborg,4DC,4,Fourth decil,113406
1996,740,Silkeborg,5DC,5,Fifth decil,124195
1996,740,Silkeborg,6DC,6,Sixth decil,135057
1996,740,Silkeborg,7DC,7,Seventh decil,146394
1996,740,Silkeborg,8DC,8,Eigth decil,160259
1996,740,Silkeborg,9DC,9,Ninth decil,180787
1996,740,Silkeborg,10DC,10,Tenth decil,327118
1997,740,Silkeborg,1DC,1,First decil,58596
1997,740,Silkeborg,2DC,2,Second decil,91823
1997,740,Silkeborg,3DC,3,Third decil,105189
1997,740,Silkeborg,4DC,4,Fourth decil,117687
1997,740,Silkeborg,5DC,5,Fifth decil,128922
1997,740,Silkeborg,6DC,6,Sixth decil,140025
1997,740,Silkeborg,7DC,7,Seventh decil,152052
1997,740,Silkeborg,8DC,8,Eigth decil,166772
1997,740,Silkeborg,9DC,9,Ninth decil,188531
1997,740,Silkeborg,10DC,10,Tenth decil,302881
1998,740,Silkeborg,1DC,1,First decil,64407
1998,740,Silkeborg,2DC,2,Second decil,95252
1998,740,Silkeborg,3DC,3,Third decil,109252
1998,740,Silkeborg,4DC,4,Fourth decil,122265
1998,740,Silkeborg,5DC,5,Fifth decil,134272
1998,740,Silkeborg,6DC,6,Sixth decil,146027
1998,740,Silkeborg,7DC,7,Seventh decil,158523
1998,740,Silkeborg,8DC,8,Eigth decil,174072
1998,740,Silkeborg,9DC,9,Ninth decil,197383
1998,740,Silkeborg,10DC,10,Tenth decil,319028
1999,740,Silkeborg,1DC,1,First decil,67016
1999,740,Silkeborg,2DC,2,Second decil,98493
1999,740,Silkeborg,3DC,3,Third decil,113035
1999,740,Silkeborg,4DC,4,Fourth decil,126583
1999,740,Silkeborg,5DC,5,Fifth decil,138833
1999,740,Silkeborg,6DC,6,Sixth decil,150809
1999,740,Silkeborg,7DC,7,Seventh decil,163648
1999,740,Silkeborg,8DC,8,Eigth decil,179391
1999,740,Silkeborg,9DC,9,Ninth decil,203074
1999,740,Silkeborg,10DC,10,Tenth decil,321557
2000,740,Silkeborg,1DC,1,First decil,67164
2000,740,Silkeborg,2DC,2,Second decil,101289
2000,740,Silkeborg,3DC,3,Third decil,116398
2000,740,Silkeborg,4DC,4,Fourth decil,130568
2000,740,Silkeborg,5DC,5,Fifth decil,143254
2000,740,Silkeborg,6DC,6,Sixth decil,155526
2000,740,Silkeborg,7DC,7,Seventh decil,169072
2000,740,Silkeborg,8DC,8,Eigth decil,185812
2000,740,Silkeborg,9DC,9,Ninth decil,210320
2000,740,Silkeborg,10DC,10,Tenth decil,348732
2001,740,Silkeborg,1DC,1,First decil,70129
2001,740,Silkeborg,2DC,2,Second decil,104583
2001,740,Silkeborg,3DC,3,Third decil,120020
2001,740,Silkeborg,4DC,4,Fourth decil,134372
2001,740,Silkeborg,5DC,5,Fifth decil,147446
2001,740,Silkeborg,6DC,6,Sixth decil,160076
2001,740,Silkeborg,7DC,7,Seventh decil,173726
2001,740,Silkeborg,8DC,8,Eigth decil,191125
2001,740,Silkeborg,9DC,9,Ninth decil,216699
2001,740,Silkeborg,10DC,10,Tenth decil,353501
2002,740,Silkeborg,1DC,1,First decil,72643
2002,740,Silkeborg,2DC,2,Second decil,110148
2002,740,Silkeborg,3DC,3,Third decil,125675
2002,740,Silkeborg,4DC,4,Fourth decil,140270
2002,740,Silkeborg,5DC,5,Fifth decil,153468
2002,740,Silkeborg,6DC,6,Sixth decil,166834
2002,740,Silkeborg,7DC,7,Seventh decil,181205
2002,740,Silkeborg,8DC,8,Eigth decil,199378
2002,740,Silkeborg,9DC,9,Ninth decil,225518
2002,740,Silkeborg,10DC,10,Tenth decil,363113
2003,740,Silkeborg,1DC,1,First decil,74627
2003,740,Silkeborg,2DC,2,Second decil,113507
2003,740,Silkeborg,3DC,3,Third decil,129466
2003,740,Silkeborg,4DC,4,Fourth decil,144225
2003,740,Silkeborg,5DC,5,Fifth decil,157894
2003,740,Silkeborg,6DC,6,Sixth decil,171704
2003,740,Silkeborg,7DC,7,Seventh decil,186475
2003,740,Silkeborg,8DC,8,Eigth decil,204201
2003,740,Silkeborg,9DC,9,Ninth decil,231040
2003,740,Silkeborg,10DC,10,Tenth decil,388034
2004,740,Silkeborg,1DC,1,First decil,76376
2004,740,Silkeborg,2DC,2,Second decil,118028
2004,740,Silkeborg,3DC,3,Third decil,135227
2004,740,Silkeborg,4DC,4,Fourth decil,152419
2004,740,Silkeborg,5DC,5,Fifth decil,167753
2004,740,Silkeborg,6DC,6,Sixth decil,182329
2004,740,Silkeborg,7DC,7,Seventh decil,197990
2004,740,Silkeborg,8DC,8,Eigth decil,217725
2004,740,Silkeborg,9DC,9,Ninth decil,246795
2004,740,Silkeborg,10DC,10,Tenth decil,417590
2005,740,Silkeborg,1DC,1,First decil,79851
2005,740,Silkeborg,2DC,2,Second decil,121718
2005,740,Silkeborg,3DC,3,Third decil,139496
2005,740,Silkeborg,4DC,4,Fourth decil,157270
2005,740,Silkeborg,5DC,5,Fifth decil,173315
2005,740,Silkeborg,6DC,6,Sixth decil,188469
2005,740,Silkeborg,7DC,7,Seventh decil,205262
2005,740,Silkeborg,8DC,8,Eigth decil,226535
2005,740,Silkeborg,9DC,9,Ninth decil,257633
2005,740,Silkeborg,10DC,10,Tenth decil,438885
2006,740,Silkeborg,1DC,1,First decil,84640
2006,740,Silkeborg,2DC,2,Second decil,125910
2006,740,Silkeborg,3DC,3,Third decil,144248
2006,740,Silkeborg,4DC,4,Fourth decil,162399
2006,740,Silkeborg,5DC,5,Fifth decil,178634
2006,740,Silkeborg,6DC,6,Sixth decil,194276
2006,740,Silkeborg,7DC,7,Seventh decil,211570
2006,740,Silkeborg,8DC,8,Eigth decil,233136
2006,740,Silkeborg,9DC,9,Ninth decil,265155
2006,740,Silkeborg,10DC,10,Tenth decil,480556
2007,740,Silkeborg,1DC,1,First decil,76409
2007,740,Silkeborg,2DC,2,Second decil,128828
2007,740,Silkeborg,3DC,3,Third decil,148336
2007,740,Silkeborg,4DC,4,Fourth decil,166518
2007,740,Silkeborg,5DC,5,Fifth decil,182822
2007,740,Silkeborg,6DC,6,Sixth decil,198818
2007,740,Silkeborg,7DC,7,Seventh decil,216327
2007,740,Silkeborg,8DC,8,Eigth decil,238072
2007,740,Silkeborg,9DC,9,Ninth decil,270912
2007,740,Silkeborg,10DC,10,Tenth decil,497379
2008,740,Silkeborg,1DC,1,First decil,39192
2008,740,Silkeborg,2DC,2,Second decil,130822
2008,740,Silkeborg,3DC,3,Third decil,150483
2008,740,Silkeborg,4DC,4,Fourth decil,169092
2008,740,Silkeborg,5DC,5,Fifth decil,186089
2008,740,Silkeborg,6DC,6,Sixth decil,202465
2008,740,Silkeborg,7DC,7,Seventh decil,220214
2008,740,Silkeborg,8DC,8,Eigth decil,242257
2008,740,Silkeborg,9DC,9,Ninth decil,274770
2008,740,Silkeborg,10DC,10,Tenth decil,487098
2009,740,Silkeborg,1DC,1,First decil,48610
2009,740,Silkeborg,2DC,2,Second decil,134218
2009,740,Silkeborg,3DC,3,Third decil,154880
2009,740,Silkeborg,4DC,4,Fourth decil,174003
2009,740,Silkeborg,5DC,5,Fifth decil,192310
2009,740,Silkeborg,6DC,6,Sixth decil,210360
2009,740,Silkeborg,7DC,7,Seventh decil,229571
2009,740,Silkeborg,8DC,8,Eigth decil,253053
2009,740,Silkeborg,9DC,9,Ninth decil,287119
2009,740,Silkeborg,10DC,10,Tenth decil,501459
2010,740,Silkeborg,1DC,1,First decil,66691
2010,740,Silkeborg,2DC,2,Second decil,142825
2010,740,Silkeborg,3DC,3,Third decil,165008
2010,740,Silkeborg,4DC,4,Fourth decil,186462
2010,740,Silkeborg,5DC,5,Fifth decil,207084
2010,740,Silkeborg,6DC,6,Sixth decil,227447
2010,740,Silkeborg,7DC,7,Seventh decil,249775
2010,740,Silkeborg,8DC,8,Eigth decil,276608
2010,740,Silkeborg,9DC,9,Ninth decil,316587
2010,740,Silkeborg,10DC,10,Tenth decil,476367
2011,740,Silkeborg,1DC,1,First decil,22016
2011,740,Silkeborg,2DC,2,Second decil,145314
2011,740,Silkeborg,3DC,3,Third decil,168135
2011,740,Silkeborg,4DC,4,Fourth decil,190690
2011,740,Silkeborg,5DC,5,Fifth decil,211785
2011,740,Silkeborg,6DC,6,Sixth decil,232720
2011,740,Silkeborg,7DC,7,Seventh decil,255291
2011,740,Silkeborg,8DC,8,Eigth decil,282305
2011,740,Silkeborg,9DC,9,Ninth decil,322896
2011,740,Silkeborg,10DC,10,Tenth decil,479373
2012,740,Silkeborg,1DC,1,First decil,88123
2012,740,Silkeborg,2DC,2,Second decil,149007
2012,740,Silkeborg,3DC,3,Third decil,172456
2012,740,Silkeborg,4DC,4,Fourth decil,195141
2012,740,Silkeborg,5DC,5,Fifth decil,216405
2012,740,Silkeborg,6DC,6,Sixth decil,238310
2012,740,Silkeborg,7DC,7,Seventh decil,261399
2012,740,Silkeborg,8DC,8,Eigth decil,289621
2012,740,Silkeborg,9DC,9,Ninth decil,330842
2012,740,Silkeborg,10DC,10,Tenth decil,500580
2013,740,Silkeborg,1DC,1,First decil,80976
2013,740,Silkeborg,2DC,2,Second decil,151578
2013,740,Silkeborg,3DC,3,Third decil,174921
2013,740,Silkeborg,4DC,4,Fourth decil,198293
2013,740,Silkeborg,5DC,5,Fifth decil,220242
2013,740,Silkeborg,6DC,6,Sixth decil,242943
2013,740,Silkeborg,7DC,7,Seventh decil,267495
2013,740,Silkeborg,8DC,8,Eigth decil,297574
2013,740,Silkeborg,9DC,9,Ninth decil,341959
2013,740,Silkeborg,10DC,10,Tenth decil,524104
2014,740,Silkeborg,1DC,1,First decil,-59740
2014,740,Silkeborg,2DC,2,Second decil,155016
2014,740,Silkeborg,3DC,3,Third decil,178944
2014,740,Silkeborg,4DC,4,Fourth decil,203435
2014,740,Silkeborg,5DC,5,Fifth decil,226419
2014,740,Silkeborg,6DC,6,Sixth decil,250048
2014,740,Silkeborg,7DC,7,Seventh decil,275304
2014,740,Silkeborg,8DC,8,Eigth decil,306534
2014,740,Silkeborg,9DC,9,Ninth decil,352435
2014,740,Silkeborg,10DC,10,Tenth decil,533297
