Year,MunicipalityCode,Municipality,DecileCode,DecileNumber,Decile,AvgDisposableIncome
2001,101,Copenhagen,1DC,1,First decil,46768
2001,101,Copenhagen,2DC,2,Second decil,81731
2001,101,Copenhagen,3DC,3,Third decil,95933
2001,101,Copenhagen,4DC,4,Fourth decil,109018
2001,101,Copenhagen,5DC,5,Fifth decil,124302
2001,101,Copenhagen,6DC,6,Sixth decil,141015
2001,101,Copenhagen,7DC,7,Seventh decil,158800
2001,101,Copenhagen,8DC,8,Eigth decil,179284
2001,101,Copenhagen,9DC,9,Ninth decil,207453
2001,101,Copenhagen,10DC,10,Tenth decil,300817
2002,101,Copenhagen,1DC,1,First decil,48582
2002,101,Copenhagen,2DC,2,Second decil,85983
2002,101,Copenhagen,3DC,3,Third decil,101167
2002,101,Copenhagen,4DC,4,Fourth decil,114880
2002,101,Copenhagen,5DC,5,Fifth decil,130729
2002,101,Copenhagen,6DC,6,Sixth decil,147967
2002,101,Copenhagen,7DC,7,Seventh decil,166333
2002,101,Copenhagen,8DC,8,Eigth decil,187672
2002,101,Copenhagen,9DC,9,Ninth decil,217303
2002,101,Copenhagen,10DC,10,Tenth decil,318793
2003,101,Copenhagen,1DC,1,First decil,48806
2003,101,Copenhagen,2DC,2,Second decil,88231
2003,101,Copenhagen,3DC,3,Third decil,104170
2003,101,Copenhagen,4DC,4,Fourth decil,118359
2003,101,Copenhagen,5DC,5,Fifth decil,134443
2003,101,Copenhagen,6DC,6,Sixth decil,152145
2003,101,Copenhagen,7DC,7,Seventh decil,171557
2003,101,Copenhagen,8DC,8,Eigth decil,194135
2003,101,Copenhagen,9DC,9,Ninth decil,225714
2003,101,Copenhagen,10DC,10,Tenth decil,330704
2004,101,Copenhagen,1DC,1,First decil,49540
2004,101,Copenhagen,2DC,2,Second decil,90047
2004,101,Copenhagen,3DC,3,Third decil,107138
2004,101,Copenhagen,4DC,4,Fourth decil,122336
2004,101,Copenhagen,5DC,5,Fifth decil,140097
2004,101,Copenhagen,6DC,6,Sixth decil,160434
2004,101,Copenhagen,7DC,7,Seventh decil,181919
2004,101,Copenhagen,8DC,8,Eigth decil,206288
2004,101,Copenhagen,9DC,9,Ninth decil,240341
2004,101,Copenhagen,10DC,10,Tenth decil,353119
2005,101,Copenhagen,1DC,1,First decil,48980
2005,101,Copenhagen,2DC,2,Second decil,92114
2005,101,Copenhagen,3DC,3,Third decil,110368
2005,101,Copenhagen,4DC,4,Fourth decil,126530
2005,101,Copenhagen,5DC,5,Fifth decil,144924
2005,101,Copenhagen,6DC,6,Sixth decil,165814
2005,101,Copenhagen,7DC,7,Seventh decil,188560
2005,101,Copenhagen,8DC,8,Eigth decil,214519
2005,101,Copenhagen,9DC,9,Ninth decil,251001
2005,101,Copenhagen,10DC,10,Tenth decil,375901
2006,101,Copenhagen,1DC,1,First decil,50856
2006,101,Copenhagen,2DC,2,Second decil,95810
2006,101,Copenhagen,3DC,3,Third decil,115093
2006,101,Copenhagen,4DC,4,Fourth decil,131968
2006,101,Copenhagen,5DC,5,Fifth decil,151108
2006,101,Copenhagen,6DC,6,Sixth decil,172428
2006,101,Copenhagen,7DC,7,Seventh decil,195398
2006,101,Copenhagen,8DC,8,Eigth decil,222040
2006,101,Copenhagen,9DC,9,Ninth decil,259851
2006,101,Copenhagen,10DC,10,Tenth decil,400790
2007,101,Copenhagen,1DC,1,First decil,44745
2007,101,Copenhagen,2DC,2,Second decil,97890
2007,101,Copenhagen,3DC,3,Third decil,118470
2007,101,Copenhagen,4DC,4,Fourth decil,136314
2007,101,Copenhagen,5DC,5,Fifth decil,155791
2007,101,Copenhagen,6DC,6,Sixth decil,177398
2007,101,Copenhagen,7DC,7,Seventh decil,200657
2007,101,Copenhagen,8DC,8,Eigth decil,227328
2007,101,Copenhagen,9DC,9,Ninth decil,265727
2007,101,Copenhagen,10DC,10,Tenth decil,408930
2008,101,Copenhagen,1DC,1,First decil,35356
2008,101,Copenhagen,2DC,2,Second decil,99016
2008,101,Copenhagen,3DC,3,Third decil,121314
2008,101,Copenhagen,4DC,4,Fourth decil,140493
2008,101,Copenhagen,5DC,5,Fifth decil,161125
2008,101,Copenhagen,6DC,6,Sixth decil,183682
2008,101,Copenhagen,7DC,7,Seventh decil,207782
2008,101,Copenhagen,8DC,8,Eigth decil,235322
2008,101,Copenhagen,9DC,9,Ninth decil,274341
2008,101,Copenhagen,10DC,10,Tenth decil,410603
2009,101,Copenhagen,1DC,1,First decil,38173
2009,101,Copenhagen,2DC,2,Second decil,100592
2009,101,Copenhagen,3DC,3,Third decil,124112
2009,101,Copenhagen,4DC,4,Fourth decil,144196
2009,101,Copenhagen,5DC,5,Fifth decil,165927
2009,101,Copenhagen,6DC,6,Sixth decil,189800
2009,101,Copenhagen,7DC,7,Seventh decil,215321
2009,101,Copenhagen,8DC,8,Eigth decil,244428
2009,101,Copenhagen,9DC,9,Ninth decil,284011
2009,101,Copenhagen,10DC,10,Tenth decil,415662
2010,101,Copenhagen,1DC,1,First decil,35596
2010,101,Copenhagen,2DC,2,Second decil,103720
2010,101,Copenhagen,3DC,3,Third decil,128860
2010,101,Copenhagen,4DC,4,Fourth decil,150042
2010,101,Copenhagen,5DC,5,Fifth decil,173143
2010,101,Copenhagen,6DC,6,Sixth decil,199220
2010,101,Copenhagen,7DC,7,Seventh decil,228086
2010,101,Copenhagen,8DC,8,Eigth decil,262312
2010,101,Copenhagen,9DC,9,Ninth decil,309600
2010,101,Copenhagen,10DC,10,Tenth decil,477410
2011,101,Copenhagen,1DC,1,First decil,44366
2011,101,Copenhagen,2DC,2,Second decil,105124
2011,101,Copenhagen,3DC,3,Third decil,130454
2011,101,Copenhagen,4DC,4,Fourth decil,152318
2011,101,Copenhagen,5DC,5,Fifth decil,176068
2011,101,Copenhagen,6DC,6,Sixth decil,202849
2011,101,Copenhagen,7DC,7,Seventh decil,232693
2011,101,Copenhagen,8DC,8,Eigth decil,268173
2011,101,Copenhagen,9DC,9,Ninth decil,317675
2011,101,Copenhagen,10DC,10,Tenth decil,496555
2012,101,Copenhagen,1DC,1,First decil,49198
2012,101,Copenhagen,2DC,2,Second decil,107435
2012,101,Copenhagen,3DC,3,Third decil,133090
2012,101,Copenhagen,4DC,4,Fourth decil,154979
2012,101,Copenhagen,5DC,5,Fifth decil,179136
2012,101,Copenhagen,6DC,6,Sixth decil,206345
2012,101,Copenhagen,7DC,7,Seventh decil,236875
2012,101,Copenhagen,8DC,8,Eigth decil,273396
2012,101,Copenhagen,9DC,9,Ninth decil,324875
2012,101,Copenhagen,10DC,10,Tenth decil,509075
2013,101,Copenhagen,1DC,1,First decil,49825
2013,101,Copenhagen,2DC,2,Second decil,108390
2013,101,Copenhagen,3DC,3,Third decil,134611
2013,101,Copenhagen,4DC,4,Fourth decil,157667
2013,101,Copenhagen,5DC,5,Fifth decil,182788
2013,101,Copenhagen,6DC,6,Sixth decil,210984
2013,101,Copenhagen,7DC,7,Seventh decil,242601
2013,101,Copenhagen,8DC,8,Eigth decil,281404
2013,101,Copenhagen,9DC,9,Ninth decil,336394
2013,101,Copenhagen,10DC,10,Tenth decil,532953
2014,101,Copenhagen,1DC,1,First decil,51389
2014,101,Copenhagen,2DC,2,Second decil,110835
2014,101,Copenhagen,3DC,3,Third decil,137690
2014,101,Copenhagen,4DC,4,Fourth decil,161750
2014,101,Copenhagen,5DC,5,Fifth decil,187851
2014,101,Copenhagen,6DC,6,Sixth decil,217187
2014,101,Copenhagen,7DC,7,Seventh decil,249760
2014,101,Copenhagen,8DC,8,Eigth decil,289928
2014,101,Copenhagen,9DC,9,Ninth decil,347084
2014,101,Copenhagen,10DC,10,Tenth decil,554900
2015,101,Copenhagen,1DC,1,First decil,52846
2015,101,Copenhagen,2DC,2,Second decil,113053
2015,101,Copenhagen,3DC,3,Third decil,140368
2015,101,Copenhagen,4DC,4,Fourth decil,165267
2015,101,Copenhagen,5DC,5,Fifth decil,192218
2015,101,Copenhagen,6DC,6,Sixth decil,222257
2015,101,Copenhagen,7DC,7,Seventh decil,255469
2015,101,Copenhagen,8DC,8,Eigth decil,296623
2015,101,Copenhagen,9DC,9,Ninth decil,355314
2015,101,Copenhagen,10DC,10,Tenth decil,587281
2016,101,Copenhagen,1DC,1,First decil,50048
2016,101,Copenhagen,2DC,2,Second decil,114600
2016,101,Copenhagen,3DC,3,Third decil,142818
2016,101,Copenhagen,4DC,4,Fourth decil,169112
2016,101,Copenhagen,5DC,5,Fifth decil,197427
2016,101,Copenhagen,6DC,6,Sixth decil,228487
2016,101,Copenhagen,7DC,7,Seventh decil,262900
2016,101,Copenhagen,8DC,8,Eigth decil,305610
2016,101,Copenhagen,9DC,9,Ninth decil,366237
2016,101,Copenhagen,10DC,10,Tenth decil,609575
2017,101,Copenhagen,1DC,1,First decil,49521
2017,101,Copenhagen,2DC,2,Second decil,114936
2017,101,Copenhagen,3DC,3,Third decil,144889
2017,101,Copenhagen,4DC,4,Fourth decil,173516
2017,101,Copenhagen,5DC,5,Fifth decil,202803
2017,101,Copenhagen,6DC,6,Sixth decil,234787
2017,101,Copenhagen,7DC,7,Seventh decil,270521
2017,101,Copenhagen,8DC,8,Eigth decil,314912
2017,101,Copenhagen,9DC,9,Ninth decil,377762
2017,101,Copenhagen,10DC,10,Tenth decil,631137
2018,101,Copenhagen,1DC,1,First decil,49244
2018,101,Copenhagen,2DC,2,Second decil,118693
2018,101,Copenhagen,3DC,3,Third decil,150452
2018,101,Copenhagen,4DC,4,Fourth decil,180034
2018,101,Copenhagen,5DC,5,Fifth decil,210677
2018,101,Copenhagen,6DC,6,Sixth decil,243707
2018,101,Copenhagen,7DC,7,Seventh decil,280630
2018,101,Copenhagen,8DC,8,Eigth decil,326312
2018,101,Copenhagen,9DC,9,Ninth decil,390396
2018,101,Copenhagen,10DC,10,Tenth decil,653258
2019,101,Copenhagen,1DC,1,First decil,51415
2019,101,Copenhagen,2DC,2,Second decil,122676
2019,101,Copenhagen,3DC,3,Third decil,155568
2019,101,Copenhagen,4DC,4,Fourth decil,186142
2019,101,Copenhagen,5DC,5,Fifth decil,218047
2019,101,Copenhagen,6DC,6,Sixth decil,251875
2019,101,Copenhagen,7DC,7,Seventh decil,289693
2019,101,Copenhagen,8DC,8,Eigth decil,336792
2019,101,Copenhagen,9DC,9,Ninth decil,402859
2019,101,Copenhagen,10DC,10,Tenth decil,686772
2020,101,Copenhagen,1DC,1,First decil,52110
2020,101,Copenhagen,2DC,2,Second decil,126581
2020,101,Copenhagen,3DC,3,Third decil,160955
2020,101,Copenhagen,4DC,4,Fourth decil,193079
2020,101,Copenhagen,5DC,5,Fifth decil,227861
2020,101,Copenhagen,6DC,6,Sixth decil,265026
2020,101,Copenhagen,7DC,7,Seventh decil,305754
2020,101,Copenhagen,8DC,8,Eigth decil,355282
2020,101,Copenhagen,9DC,9,Ninth decil,425682
2020,101,Copenhagen,10DC,10,Tenth decil,723744
2021,101,Copenhagen,1DC,1,First decil,57996
2021,101,Copenhagen,2DC,2,Second decil,134555
2021,101,Copenhagen,3DC,3,Third decil,169775
2021,101,Copenhagen,4DC,4,Fourth decil,202366
2021,101,Copenhagen,5DC,5,Fifth decil,238111
2021,101,Copenhagen,6DC,6,Sixth decil,275951
2021,101,Copenhagen,7DC,7,Seventh decil,318195
2021,101,Copenhagen,8DC,8,Eigth decil,370644
2021,101,Copenhagen,9DC,9,Ninth decil,445979
2021,101,Copenhagen,10DC,10,Tenth decil,803983
2022,101,Copenhagen,1DC,1,First decil,49012
2022,101,Copenhagen,2DC,2,Second decil,138101
2022,101,Copenhagen,3DC,3,Third decil,175125
2022,101,Copenhagen,4DC,4,Fourth decil,208593
2022,101,Copenhagen,5DC,5,Fifth decil,244121
2022,101,Copenhagen,6DC,6,Sixth decil,280995
2022,101,Copenhagen,7DC,7,Seventh decil,322082
2022,101,Copenhagen,8DC,8,Eigth decil,372972
2022,101,Copenhagen,9DC,9,Ninth decil,446154
2022,101,Copenhagen,10DC,10,Tenth decil,784935
2023,101,Copenhagen,1DC,1,First decil,52548
2023,101,Copenhagen,2DC,2,Second decil,144800
2023,101,Copenhagen,3DC,3,Third decil,184445
2023,101,Copenhagen,4DC,4,Fourth decil,219457
2023,101,Copenhagen,5DC,5,Fifth decil,256034
2023,101,Copenhagen,6DC,6,Sixth decil,294083
2023,101,Copenhagen,7DC,7,Seventh decil,336993
2023,101,Copenhagen,8DC,8,Eigth decil,391754
2023,101,Copenhagen,9DC,9,Ninth decil,472039
2023,101,Copenhagen,10DC,10,Tenth decil,846809
2024,101,Copenhagen,1DC,1,First decil,63547
2024,101,Copenhagen,2DC,2,Second decil,152209
2024,101,Copenhagen,3DC,3,Third decil,193688
2024,101,Copenhagen,4DC,4,Fourth decil,231972
2024,101,Copenhagen,5DC,5,Fifth decil,271705
2024,101,Copenhagen,6DC,6,Sixth decil,312753
2024,101,Copenhagen,7DC,7,Seventh decil,358514
2024,101,Copenhagen,8DC,8,Eigth decil,415848
2024,101,Copenhagen,9DC,9,Ninth decil,500264
2024,101,Copenhagen,10DC,10,Tenth decil,908991
1987,147,Frederiksberg,1DC,1,First decil,29652
1987,147,Frederiksberg,2DC,2,Second decil,56015
1987,147,Frederiksberg,3DC,3,Third decil,66759
1987,147,Frederiksberg,4DC,4,Fourth decil,77686
1987,147,Frederiksberg,5DC,5,Fifth decil,88062
1987,147,Frederiksberg,6DC,6,Sixth decil,97797
1987,147,Frederiksberg,7DC,7,Seventh decil,107907
1987,147,Frederiksberg,8DC,8,Eigth decil,119380
1987,147,Frederiksberg,9DC,9,Ninth decil,135766
1987,147,Frederiksberg,10DC,10,Tenth decil,194192
1988,147,Frederiksberg,1DC,1,First decil,31824
1988,147,Frederiksberg,2DC,2,Second decil,58864
1988,147,Frederiksberg,3DC,3,Third decil,69895
1988,147,Frederiksberg,4DC,4,Fourth decil,81302
1988,147,Frederiksberg,5DC,5,Fifth decil,92766
1988,147,Frederiksberg,6DC,6,Sixth decil,103320
1988,147,Frederiksberg,7DC,7,Seventh decil,113988
1988,147,Frederiksberg,8DC,8,Eigth decil,126544
1988,147,Frederiksberg,9DC,9,Ninth decil,143969
1988,147,Frederiksberg,10DC,10,Tenth decil,202071
1989,147,Frederiksberg,1DC,1,First decil,32695
1989,147,Frederiksberg,2DC,2,Second decil,62501
1989,147,Frederiksberg,3DC,3,Third decil,73743
1989,147,Frederiksberg,4DC,4,Fourth decil,85126
1989,147,Frederiksberg,5DC,5,Fifth decil,96757
1989,147,Frederiksberg,6DC,6,Sixth decil,107819
1989,147,Frederiksberg,7DC,7,Seventh decil,119153
1989,147,Frederiksberg,8DC,8,Eigth decil,132295
1989,147,Frederiksberg,9DC,9,Ninth decil,150740
1989,147,Frederiksberg,10DC,10,Tenth decil,215188
1990,147,Frederiksberg,1DC,1,First decil,33279
1990,147,Frederiksberg,2DC,2,Second decil,64406
1990,147,Frederiksberg,3DC,3,Third decil,76073
1990,147,Frederiksberg,4DC,4,Fourth decil,88061
1990,147,Frederiksberg,5DC,5,Fifth decil,99858
1990,147,Frederiksberg,6DC,6,Sixth decil,111294
1990,147,Frederiksberg,7DC,7,Seventh decil,123308
1990,147,Frederiksberg,8DC,8,Eigth decil,137917
1990,147,Frederiksberg,9DC,9,Ninth decil,157915
1990,147,Frederiksberg,10DC,10,Tenth decil,231700
1991,147,Frederiksberg,1DC,1,First decil,34372
1991,147,Frederiksberg,2DC,2,Second decil,66237
1991,147,Frederiksberg,3DC,3,Third decil,78297
1991,147,Frederiksberg,4DC,4,Fourth decil,90542
1991,147,Frederiksberg,5DC,5,Fifth decil,103069
1991,147,Frederiksberg,6DC,6,Sixth decil,114827
1991,147,Frederiksberg,7DC,7,Seventh decil,127533
1991,147,Frederiksberg,8DC,8,Eigth decil,142870
1991,147,Frederiksberg,9DC,9,Ninth decil,164254
1991,147,Frederiksberg,10DC,10,Tenth decil,232900
1992,147,Frederiksberg,1DC,1,First decil,33269
1992,147,Frederiksberg,2DC,2,Second decil,67767
1992,147,Frederiksberg,3DC,3,Third decil,80175
1992,147,Frederiksberg,4DC,4,Fourth decil,92768
1992,147,Frederiksberg,5DC,5,Fifth decil,105433
1992,147,Frederiksberg,6DC,6,Sixth decil,117887
1992,147,Frederiksberg,7DC,7,Seventh decil,131092
1992,147,Frederiksberg,8DC,8,Eigth decil,146990
1992,147,Frederiksberg,9DC,9,Ninth decil,168910
1992,147,Frederiksberg,10DC,10,Tenth decil,241417
1993,147,Frederiksberg,1DC,1,First decil,38614
1993,147,Frederiksberg,2DC,2,Second decil,69747
1993,147,Frederiksberg,3DC,3,Third decil,82315
1993,147,Frederiksberg,4DC,4,Fourth decil,95562
1993,147,Frederiksberg,5DC,5,Fifth decil,108803
1993,147,Frederiksberg,6DC,6,Sixth decil,121844
1993,147,Frederiksberg,7DC,7,Seventh decil,135703
1993,147,Frederiksberg,8DC,8,Eigth decil,152272
1993,147,Frederiksberg,9DC,9,Ninth decil,175521
1993,147,Frederiksberg,10DC,10,Tenth decil,255354
1994,147,Frederiksberg,1DC,1,First decil,43307
1994,147,Frederiksberg,2DC,2,Second decil,73906
1994,147,Frederiksberg,3DC,3,Third decil,87024
1994,147,Frederiksberg,4DC,4,Fourth decil,100704
1994,147,Frederiksberg,5DC,5,Fifth decil,114599
1994,147,Frederiksberg,6DC,6,Sixth decil,128841
1994,147,Frederiksberg,7DC,7,Seventh decil,143781
1994,147,Frederiksberg,8DC,8,Eigth decil,161592
1994,147,Frederiksberg,9DC,9,Ninth decil,186381
1994,147,Frederiksberg,10DC,10,Tenth decil,267700
1995,147,Frederiksberg,1DC,1,First decil,46121
1995,147,Frederiksberg,2DC,2,Second decil,77166
1995,147,Frederiksberg,3DC,3,Third decil,90358
1995,147,Frederiksberg,4DC,4,Fourth decil,104827
1995,147,Frederiksberg,5DC,5,Fifth decil,119481
1995,147,Frederiksberg,6DC,6,Sixth decil,133981
1995,147,Frederiksberg,7DC,7,Seventh decil,150061
1995,147,Frederiksberg,8DC,8,Eigth decil,168573
1995,147,Frederiksberg,9DC,9,Ninth decil,195053
1995,147,Frederiksberg,10DC,10,Tenth decil,283222
1996,147,Frederiksberg,1DC,1,First decil,49541
1996,147,Frederiksberg,2DC,2,Second decil,79187
1996,147,Frederiksberg,3DC,3,Third decil,93183
1996,147,Frederiksberg,4DC,4,Fourth decil,108853
1996,147,Frederiksberg,5DC,5,Fifth decil,124295
1996,147,Frederiksberg,6DC,6,Sixth decil,140251
1996,147,Frederiksberg,7DC,7,Seventh decil,157583
1996,147,Frederiksberg,8DC,8,Eigth decil,177596
1996,147,Frederiksberg,9DC,9,Ninth decil,206495
1996,147,Frederiksberg,10DC,10,Tenth decil,301755
1997,147,Frederiksberg,1DC,1,First decil,51219
1997,147,Frederiksberg,2DC,2,Second decil,82179
1997,147,Frederiksberg,3DC,3,Third decil,96514
1997,147,Frederiksberg,4DC,4,Fourth decil,111778
1997,147,Frederiksberg,5DC,5,Fifth decil,127279
1997,147,Frederiksberg,6DC,6,Sixth decil,143079
1997,147,Frederiksberg,7DC,7,Seventh decil,160451
1997,147,Frederiksberg,8DC,8,Eigth decil,181042
1997,147,Frederiksberg,9DC,9,Ninth decil,211168
1997,147,Frederiksberg,10DC,10,Tenth decil,315762
1998,147,Frederiksberg,1DC,1,First decil,52434
1998,147,Frederiksberg,2DC,2,Second decil,85498
1998,147,Frederiksberg,3DC,3,Third decil,101015
1998,147,Frederiksberg,4DC,4,Fourth decil,117374
1998,147,Frederiksberg,5DC,5,Fifth decil,134090
1998,147,Frederiksberg,6DC,6,Sixth decil,151093
1998,147,Frederiksberg,7DC,7,Seventh decil,169687
1998,147,Frederiksberg,8DC,8,Eigth decil,191789
1998,147,Frederiksberg,9DC,9,Ninth decil,224260
1998,147,Frederiksberg,10DC,10,Tenth decil,338804
1999,147,Frederiksberg,1DC,1,First decil,53546
1999,147,Frederiksberg,2DC,2,Second decil,88960
1999,147,Frederiksberg,3DC,3,Third decil,105237
1999,147,Frederiksberg,4DC,4,Fourth decil,122878
1999,147,Frederiksberg,5DC,5,Fifth decil,140596
1999,147,Frederiksberg,6DC,6,Sixth decil,158609
1999,147,Frederiksberg,7DC,7,Seventh decil,177949
1999,147,Frederiksberg,8DC,8,Eigth decil,201420
1999,147,Frederiksberg,9DC,9,Ninth decil,235161
1999,147,Frederiksberg,10DC,10,Tenth decil,361491
2000,147,Frederiksberg,1DC,1,First decil,54945
2000,147,Frederiksberg,2DC,2,Second decil,91367
2000,147,Frederiksberg,3DC,3,Third decil,108334
2000,147,Frederiksberg,4DC,4,Fourth decil,126693
2000,147,Frederiksberg,5DC,5,Fifth decil,144899
2000,147,Frederiksberg,6DC,6,Sixth decil,163787
2000,147,Frederiksberg,7DC,7,Seventh decil,183921
2000,147,Frederiksberg,8DC,8,Eigth decil,207879
2000,147,Frederiksberg,9DC,9,Ninth decil,243757
2000,147,Frederiksberg,10DC,10,Tenth decil,389140
2001,147,Frederiksberg,1DC,1,First decil,55095
2001,147,Frederiksberg,2DC,2,Second decil,94528
2001,147,Frederiksberg,3DC,3,Third decil,112665
2001,147,Frederiksberg,4DC,4,Fourth decil,132145
2001,147,Frederiksberg,5DC,5,Fifth decil,151616
2001,147,Frederiksberg,6DC,6,Sixth decil,171300
2001,147,Frederiksberg,7DC,7,Seventh decil,192357
2001,147,Frederiksberg,8DC,8,Eigth decil,218065
2001,147,Frederiksberg,9DC,9,Ninth decil,255822
2001,147,Frederiksberg,10DC,10,Tenth decil,400352
2002,147,Frederiksberg,1DC,1,First decil,55668
2002,147,Frederiksberg,2DC,2,Second decil,97870
2002,147,Frederiksberg,3DC,3,Third decil,116776
2002,147,Frederiksberg,4DC,4,Fourth decil,136878
2002,147,Frederiksberg,5DC,5,Fifth decil,157015
2002,147,Frederiksberg,6DC,6,Sixth decil,178031
2002,147,Frederiksberg,7DC,7,Seventh decil,200314
2002,147,Frederiksberg,8DC,8,Eigth decil,227605
2002,147,Frederiksberg,9DC,9,Ninth decil,266500
2002,147,Frederiksberg,10DC,10,Tenth decil,415436
2003,147,Frederiksberg,1DC,1,First decil,55295
2003,147,Frederiksberg,2DC,2,Second decil,99858
2003,147,Frederiksberg,3DC,3,Third decil,119200
2003,147,Frederiksberg,4DC,4,Fourth decil,139469
2003,147,Frederiksberg,5DC,5,Fifth decil,160299
2003,147,Frederiksberg,6DC,6,Sixth decil,181594
2003,147,Frederiksberg,7DC,7,Seventh decil,205026
2003,147,Frederiksberg,8DC,8,Eigth decil,233011
2003,147,Frederiksberg,9DC,9,Ninth decil,273879
2003,147,Frederiksberg,10DC,10,Tenth decil,417801
2004,147,Frederiksberg,1DC,1,First decil,60251
2004,147,Frederiksberg,2DC,2,Second decil,103530
2004,147,Frederiksberg,3DC,3,Third decil,124098
2004,147,Frederiksberg,4DC,4,Fourth decil,146082
2004,147,Frederiksberg,5DC,5,Fifth decil,168996
2004,147,Frederiksberg,6DC,6,Sixth decil,192117
2004,147,Frederiksberg,7DC,7,Seventh decil,217298
2004,147,Frederiksberg,8DC,8,Eigth decil,247724
2004,147,Frederiksberg,9DC,9,Ninth decil,290636
2004,147,Frederiksberg,10DC,10,Tenth decil,453348
2005,147,Frederiksberg,1DC,1,First decil,57031
2005,147,Frederiksberg,2DC,2,Second decil,105604
2005,147,Frederiksberg,3DC,3,Third decil,127482
2005,147,Frederiksberg,4DC,4,Fourth decil,150114
2005,147,Frederiksberg,5DC,5,Fifth decil,173707
2005,147,Frederiksberg,6DC,6,Sixth decil,198192
2005,147,Frederiksberg,7DC,7,Seventh decil,225208
2005,147,Frederiksberg,8DC,8,Eigth decil,257736
2005,147,Frederiksberg,9DC,9,Ninth decil,304892
2005,147,Frederiksberg,10DC,10,Tenth decil,498244
2006,147,Frederiksberg,1DC,1,First decil,59908
2006,147,Frederiksberg,2DC,2,Second decil,109746
2006,147,Frederiksberg,3DC,3,Third decil,132522
2006,147,Frederiksberg,4DC,4,Fourth decil,155692
2006,147,Frederiksberg,5DC,5,Fifth decil,179796
2006,147,Frederiksberg,6DC,6,Sixth decil,204436
2006,147,Frederiksberg,7DC,7,Seventh decil,231905
2006,147,Frederiksberg,8DC,8,Eigth decil,265494
2006,147,Frederiksberg,9DC,9,Ninth decil,314269
2006,147,Frederiksberg,10DC,10,Tenth decil,551466
2007,147,Frederiksberg,1DC,1,First decil,53605
2007,147,Frederiksberg,2DC,2,Second decil,111496
2007,147,Frederiksberg,3DC,3,Third decil,135347
2007,147,Frederiksberg,4DC,4,Fourth decil,158587
2007,147,Frederiksberg,5DC,5,Fifth decil,182536
2007,147,Frederiksberg,6DC,6,Sixth decil,207108
2007,147,Frederiksberg,7DC,7,Seventh decil,234073
2007,147,Frederiksberg,8DC,8,Eigth decil,267483
2007,147,Frederiksberg,9DC,9,Ninth decil,317083
